Date,ISRAEL
2000-12,100.0
2001-01,100.44463464558616
2001-02,86.85819881374665
2001-03,73.3171196128629
2001-04,83.05694584193343
2001-05,82.74622854171031
2001-06,82.22811904444713
2001-07,79.61387714089976
2001-08,68.41730348585547
2001-09,55.52485555512471
2001-10,61.05723976552068
2001-11,68.31167186767179
2001-12,72.30106659664226
2002-01,71.07498422538092
2002-02,62.150426485158235
2002-03,61.67162020922313
2002-04,49.26613304747692
2002-05,49.9234902089368
2002-06,45.21484849634337
2002-07,47.04022483730321
2002-08,47.13752785284941
2002-09,43.06729965762474
2002-10,44.10612286250632
2002-11,49.77537488108526
2002-12,42.15932492714931
2003-01,40.83471348796702
2003-02,40.90436283675357
2003-03,43.45950364494778
2003-04,48.798475594747174
2003-05,51.58319783739539
2003-06,57.777093137545755
2003-07,55.924157692584224
2003-08,58.17180374413158
2003-09,54.458603611309414
2003-10,57.17220418410043
2003-11,58.365232352960874
2003-12,55.091296218078526
2004-01,60.21947979474905
2004-02,62.737805091906026
2004-03,62.653558376320625
2004-04,64.84170207848784
2004-05,63.96804991999194
2004-06,68.00539173065889
2004-07,60.97776343714549
2004-08,57.29492859534979
2004-09,55.547968080031396
2004-10,55.32481349240305
2004-11,57.63254169314032
2004-12,61.254355122744286
2005-01,63.08412501897203
2005-02,63.771227536893726
2005-03,64.8858977378651
2005-04,65.48949330737273
2005-05,72.35249336360344
2005-06,67.94297781568974
2005-07,71.78934969675166
2005-08,72.01512578576954
2005-09,76.84534102560372
2005-10,79.76554450303885
2005-11,85.89649787620716
2005-12,89.52618535828434
2006-01,86.60637117418807
2006-02,86.09722769471755
2006-03,84.29396879897602
2006-04,84.31125202827664
2006-05,77.18888198836403
2006-06,70.43702365047521
2006-07,71.62746035075712
2006-08,74.49752964401735
2006-09,75.9183754234336
2006-10,77.57637489448312
2006-11,76.55582818740385
2006-12,75.83013768446841
2007-01,81.09859475926227
2007-02,81.17951349411652
2007-03,83.12899414130104
2007-04,86.69528394903553
2007-05,90.95964284764875
2007-06,90.00870414502734
2007-07,90.62200583668115
2007-08,89.8076306700066
2007-09,92.5409692683079
2007-10,94.78947963568729
2007-11,90.99298403608209
2007-12,95.18612355087654
2008-01,90.14482409097327
2008-02,92.7373621489749
2008-03,83.59847960101995
2008-04,92.7951978129482
2008-05,97.4359018138766
2008-06,93.91332855271419
2008-07,87.89936126558102
2008-08,92.55280511873805
2008-09,89.12000452072095
2008-10,81.09540276223295
2008-11,74.56627252880944
2008-12,70.82493485505368
2009-01,74.75764100701751
2009-02,81.05157991746204
2009-03,78.33674453715776
2009-04,81.7728859959181
2009-05,83.96756598499671
2009-06,85.9004986317691
2009-07,95.08133461332234
2009-08,92.17221172507287
2009-09,90.91495322622701
2009-10,91.60478237701486
2009-11,95.4146023898873
2009-12,105.61598164567697
2010-01,109.35333587939772
2010-02,113.76279883984854
2010-03,123.17537448585429
2010-04,116.26595003160215
2010-05,112.08829928729556
2010-06,110.81663736663614
2010-07,103.1237785947301
2010-08,108.4208670565083
2010-09,110.77296929039687
2010-10,108.37349868893598
2010-11,113.64642388543513
2010-12,117.95445243942058
2011-01,112.17453444872234
2011-02,108.65314842270918
2011-03,108.69024884800426
2011-04,100.87417664577086
2011-05,106.43875865389406
2011-06,100.75960388328764
2011-07,99.50608821817367
2011-08,86.88874695787595
2011-09,81.09989051392913
2011-10,88.24391283534379
