Date,TAIWAN
2000-12,100.0
2001-01,130.47914502847712
2001-02,122.38387524510121
2001-03,125.35192201395955
2001-04,116.16662873629978
2001-05,113.1281720945676
2001-06,109.73289891768587
2001-07,94.99140406172674
2001-08,94.84632788869327
2001-09,74.08835263152588
2001-10,82.83903848696143
2001-11,94.75557947919422
2001-12,116.0331353045414
2002-01,125.61410331273872
2002-02,119.08146553349825
2002-03,128.65916283322005
2002-04,121.8468361434831
2002-05,112.85934264870701
2002-06,97.7474443429328
2002-07,92.29191212123045
2002-08,87.74509601866386
2002-09,73.90699082692491
2002-10,81.88543357933897
2002-11,83.23729311034097
2002-12,74.1492040504865
2003-01,81.28626135626854
2003-02,71.20982712689637
2003-03,69.29958521925606
2003-04,65.87998621813047
2003-05,69.03787062030341
2003-06,76.00071086624715
2003-07,86.97393224638648
2003-08,97.0181840508225
2003-09,92.01523221929605
2003-10,98.50400222440766
2003-11,89.93939899501221
2003-12,87.54431192156896
2004-01,96.67131435517933
2004-02,100.47147842111879
2004-03,98.98157017945104
2004-04,94.65848314658476
2004-05,90.42457935894777
2004-06,88.16684720932872
2004-07,82.13956542731013
2004-08,87.30323869293674
2004-09,85.51806140906788
2004-10,83.27485781081388
2004-11,84.79314726558249
2004-12,88.5458093666192
2005-01,89.51334758993431
2005-02,93.12453477536249
2005-03,89.47051868288264
2005-04,88.8681144057833
2005-05,96.70413661531103
2005-06,101.49557544863487
2005-07,102.49643173942299
2005-08,94.98733835717118
2005-09,97.70845993385699
2005-10,91.54589615249525
2005-11,101.34045892989052
2005-12,108.54693785624755
2006-01,108.67283925788088
2006-02,110.06925438381033
2006-03,108.57457040691251
2006-04,114.76566446290067
2006-05,105.01821613212856
2006-06,103.52103233983465
2006-07,99.01198145916761
2006-08,102.0188495671676
2006-09,107.36890631189777
2006-10,107.45871424789893
2006-11,114.29697576798203
2006-12,116.4852690010403
2007-01,114.96417483572965
2007-02,115.0887384138473
2007-03,111.69075507831157
2007-04,108.69508741306882
2007-05,114.55999394779798
2007-06,125.5107759615713
2007-07,127.83206917051236
2007-08,124.73863471259835
2007-09,126.75834716220415
2007-10,131.35373922979124
2007-11,114.9393810877619
2007-12,113.86107167019165
2008-01,100.61785209486105
2008-02,112.68972044676191
2008-03,110.61121199806317
2008-04,117.31213946334547
2008-05,113.74738493202763
2008-06,99.47124071510416
2008-07,93.66542870795789
2008-08,98.09484378596221
2008-09,83.33164369589369
2008-10,75.07412586503712
2008-11,66.91875062394747
2008-12,64.1285140423807
2009-01,62.57811531786785
2009-02,65.64518629784702
2009-03,72.71601363127026
2009-04,85.53862817564888
2009-05,92.29121848344809
2009-06,86.04487980956657
2009-07,95.19162216778615
2009-08,91.37610032815961
2009-09,101.11552707326523
2009-10,96.04587432802158
2009-11,98.04110482773737
2009-12,111.34657730802174
2010-01,107.48524682340155
2010-02,105.45753421965881
2010-03,113.54350362925467
2010-04,118.48663401497045
2010-05,115.78929839698557
2010-06,113.75388659691556
2010-07,116.60807628402513
2010-08,117.8043962002991
2010-09,121.47760455786702
2010-10,122.5842386916125
2010-11,132.9470704009694
2010-12,145.08455537502888
2011-01,146.50986105236603
2011-02,132.66412164430383
2011-03,131.32815276516058
2011-04,133.95769090189697
2011-05,137.62944114812544
2011-06,130.57217280996065
2011-07,132.45403377791197
2011-08,119.98871625051206
2011-09,115.19677240948408
2011-10,118.39864143996027
2011-11,111.0747517751717
2011-12,118.6082389216894
2012-01,128.20039329240467
2012-02,134.77966009796702
2012-03,132.36373663028266
2012-04,127.61622211966595
2012-05,129.74208051874288
2012-06,125.74273098366974
2012-07,130.54455413537985
2012-08,130.94958437038792
2012-09,137.52914285386754
2012-10,128.19632998456433
2012-11,136.90122339180664
2012-12,136.27051462649212
2013-01,132.67222898024215
2013-02,138.29505233178082
2013-03,139.62001827410185
2013-04,141.47595997326323
2013-05,143.8067158109125
2013-06,140.1244715387805
2013-07,138.33479096155185
2013-08,138.64681120128893
2013-09,138.7454728993703
2013-10,144.2825270731484
2013-11,141.87157705623304
2013-12,142.19020542448163
2014-01,140.50345943626573
2014-02,139.5280409274763
2014-03,143.72685871731738
2014-04,144.5643715110172
2014-05,152.68136128596825
2014-06,159.58246849293076
2014-07,163.42814755971602
2014-08,172.0036380876873
2014-09,166.79527697144138
2014-10,172.38011509347317
2014-11,175.70315153426282
2014-12,177.08046383204714
2015-01,191.83934311971927
2015-02,200.07322637758486
2015-03,207.38910492768628
2015-04,207.75260375696067
2015-05,211.94654398649072
2015-06,201.9494884356894
2015-07,188.79020248306327
2015-08,171.32792770962456
2015-09,167.41261736774482
2015-10,178.5990616809409
2015-11,180.5145338056269
2015-12,174.14219364323046
2016-01,166.80357970402324
2016-02,172.90827834352783
2016-03,178.81574864357185
2016-04,168.46051865554725
2016-05,176.35398849866928
2016-06,184.71796491112437
2016-07,195.6923348754262
2016-08,200.0968102656929
2016-09,203.98252583142934
2016-10,212.10145166768666
2016-11,214.12787388806274
2016-12,212.60223796525875
2017-01,217.77902655127542
2017-02,231.83227259460406
2017-03,234.35569320913356
2017-04,234.90826842923744
2017-05,232.9857016495501
2017-06,239.03789468359844
2017-07,237.62991044706433
2017-08,239.2501317724944
2017-09,232.53979255970842
2017-10,250.9534733086586
2017-11,237.04765334214238
2017-12,238.16373766012342
2018-01,247.01090142249254
2018-02,244.67040615996802
2018-03,245.7695191893339
2018-04,238.73888311310432
2018-05,246.70045131686467
2018-06,242.52330290861494
2018-07,254.4380162567976
2018-08,258.50851117437344
2018-09,259.7284296686112
2018-10,234.84278312275217
2018-11,233.26722027507964
2018-12,227.8213892536546
2019-01,230.87110162255107
2019-02,243.69768090054583
2019-03,252.77991051883478
2019-04,263.30826223449776
2019-05,244.20292584228224
2019-06,251.38471172566773
2019-07,265.42549165182913
2019-08,262.3682184997262
2019-09,276.2163013385579
2019-10,291.87882043039946
2019-11,299.8617621172154
2019-12,316.3879280790646
2020-01,305.4224113203432
2020-02,302.31771311701243
2020-03,261.9543661254517
2020-04,299.4600015998311
2020-05,287.43689441006546
2020-06,310.6481760557014
2020-07,343.07920954651695
2020-08,333.18346711315735
2020-09,346.7365135812235
2020-10,353.6015721549048
2020-11,378.85630004890925
2020-12,409.23120305989187
2021-01,439.03355772821226
2021-02,459.64239992346813
2021-03,472.5094292010254
2021-04,496.86726079178624
2021-05,483.3592709820167
2021-06,501.50342238223
2021-07,490.47107964522326
2021-08,514.7157086518582
2021-09,502.58125559716404
2021-10,506.53484748447767
2021-11,532.2413509688668
2021-12,555.3767588421529
2022-01,552.3163147209433
2022-02,537.1989036243423
2022-03,530.2965490931543
2022-04,504.4169253235982
2022-05,514.7251918372145
2022-06,452.57648550660093
2022-07,477.7262643718874
2022-08,478.1421581028772
2022-09,413.06479976800966
2022-10,388.465598384061
2022-11,455.7127129148268
2022-12,415.6635468664175
2023-01,460.2310949685616
2023-02,465.98875625454133
2023-03,468.5562997589471
2023-04,441.51991030501614
2023-05,490.77736923037264
2023-06,487.6843702732358
2023-07,486.3438386342151
