Date,SWITZERLAND
1998-12,100.0
1999-01,100.97505618753058
1999-02,101.05923325348883
1999-03,101.61081207530849
1999-04,103.41518514467391
1999-05,99.60867171722603
1999-06,99.07649293853359
1999-07,99.22722975143941
1999-08,100.42495513165571
1999-09,99.3669562989481
1999-10,102.514162985449
1999-11,106.18680353321189
1999-12,108.92658715390193
2000-01,99.33661668539185
2000-02,98.69933177615663
2000-03,107.32885751966681
2000-04,108.84077425574233
2000-05,112.821326513417
2000-06,113.35143834879767
2000-07,117.63370540836311
2000-08,119.84223673610539
2000-09,114.08916971177734
2000-10,119.80828135489718
2000-11,121.54422104327168
2000-12,123.09769838039344
2001-01,121.64424417128684
2001-02,114.8893122237967
2001-03,107.75202102856522
2001-04,110.0802034146114
2001-05,113.71708948145341
2001-06,109.18621736893954
2001-07,104.62331149761957
2001-08,100.58251731758295
2001-09,95.69278657342286
2001-10,96.77591034471271
2001-11,99.47409535812285
2001-12,102.04620009486838
2002-01,99.68510844749648
2002-02,102.07735406013208
2002-03,107.65890369001761
2002-04,107.0557268004952
2002-05,107.17100393073437
2002-06,97.35616423132994
2002-07,86.2813697002178
2002-08,86.13944490921473
2002-09,79.8802662361506
2002-10,82.4202202476456
2002-11,84.1039873784479
2002-12,77.6618323591348
2003-01,73.32465300253615
2003-02,69.16488662700122
2003-03,67.91926337880355
2003-04,73.94923082154348
2003-05,74.4808700750124
2003-06,76.19922238401793
2003-07,80.80532705343644
2003-08,82.08415589924965
2003-09,80.74549991329505
2003-10,82.68407367194926
2003-11,84.46405345931139
2003-12,86.63207488501682
2004-01,90.25836167352031
2004-02,90.72897835008966
2004-03,89.45530431019253
2004-04,92.88214323196648
2004-05,91.91032351416992
2004-06,92.28174415830057
2004-07,90.08198602565983
2004-08,88.17250646230472
2004-09,88.44351204716368
2004-10,87.97399049664325
2004-11,90.39178710272482
2004-12,92.4177104185658
2005-01,93.38581660511713
2005-02,96.89729757548841
2005-03,96.41251586782894
2005-04,96.68729787886684
2005-05,101.10675898064326
2005-06,102.4216385865325
2005-07,107.59551476076963
2005-08,107.14983495700271
2005-09,112.97902581117121
2005-10,115.40740531517771
2005-11,121.32960211590704
2005-12,123.89169428048928
2006-01,127.62194759174551
2006-02,128.25769138909413
2006-03,129.32890371797632
2006-04,131.8609513224999
2006-05,125.29705941424261
2006-06,125.65846020775919
2006-07,129.84602100246303
2006-08,132.91520858717553
2006-09,136.28123371001627
2006-10,138.87235690176058
2006-11,137.99148778660654
2006-12,141.18836528746942
2007-01,145.95495947637326
2007-02,140.77056102671415
2007-03,143.29707765886087
2007-04,149.67187747290484
2007-05,150.03920599757663
2007-06,145.7370574660862
2007-07,141.41513528841188
2007-08,141.2269924813332
2007-09,140.5493356312668
2007-10,140.81414708293718
2007-11,138.97244578728692
2007-12,134.0773846893194
2008-01,124.96381116590969
2008-02,124.66254160721256
2008-03,121.11392872039578
2008-04,123.36253858293495
2008-05,123.22623627941226
2008-06,114.99329278635733
2008-07,115.50224003396035
2008-08,118.83724845709543
2008-09,111.91603681569896
2008-10,108.76470013243629
2008-11,98.81210298334389
2008-12,98.02646069347611
2009-01,93.40564672602183
2009-02,84.00024585141564
2009-03,86.83697591711426
2009-04,93.32023413801987
2009-05,95.63752913576928
2009-06,95.5938347241656
2009-07,105.08745625076173
2009-08,110.58014032468304
2009-09,112.51038445527557
2009-10,111.98929432563031
2009-11,111.89552085423439
2009-12,119.01103153812558
2010-01,118.74268059001665
2010-02,123.21670625167435
2010-03,131.2530738585463
2010-04,126.74188784132339
2010-05,122.48338168351809
2010-06,127.93546532960659
2010-07,126.07161434141148
2010-08,132.45256985354268
2010-09,130.05587469183374
2010-10,130.6575143914412
2010-11,134.47224250572904
2010-12,142.28936837566462
2011-01,138.78862115919594
2011-02,142.64539889809947
2011-03,136.5099157012154
2011-04,142.98699742876585
2011-05,150.65244437707648
2011-06,142.86720428459003
2011-07,143.7750843584983
2011-08,133.97705582877308
2011-09,127.37860049147885
2011-10,132.84577966442737
2011-11,129.96808669284738
2011-12,137.08482088234817
2012-01,139.4053489398244
2012-02,143.4456153945652
2012-03,147.06085817442388
2012-04,146.07654994071598
2012-05,139.94072012306026
2012-06,144.9458097351419
2012-07,152.6357504341379
2012-08,152.51132076837436
2012-09,154.08678609663178
2012-10,156.99907468589873
2012-11,162.58115028312199
2012-12,162.44765677278932
2013-01,171.40783022578626
2013-02,179.4239328291646
2013-03,185.52575636192503
2013-04,188.4938536544129
2013-05,186.86875303198224
2013-06,182.75119485292038
2013-07,185.7862779714392
2013-08,184.6326614930342
2013-09,192.1108767194771
2013-10,196.1791864986926
2013-11,197.08231669852643
2013-12,196.7816881867886
2014-01,197.13410986429696
2014-02,205.7031710699272
2014-03,206.05683435190113
2014-04,207.9919317756746
2014-05,213.6537130748569
2014-06,211.7650460129489
2014-07,208.07349043829018
2014-08,215.99897954842706
2014-09,219.35478739185675
2014-10,219.52596614451093
2014-11,227.9672140116289
2014-12,223.88908881583313
2015-01,241.6986150570265
2015-02,254.30176869040244
2015-03,264.2133927948392
2015-04,263.31704625025407
2015-05,272.63244442946717
2015-06,257.2406080284054
2015-07,270.94533360297595
2015-08,248.9961083474111
2015-09,238.8819685654192
2015-10,252.09287362270436
2015-11,255.17806274805963
2015-12,250.48160789889818
2016-01,232.58119376384602
2016-02,226.995248705737
2016-03,225.62590630008447
2016-04,230.62910441554305
2016-05,237.09436887054326
2016-06,236.1411513922372
2016-07,240.37288191833136
2016-08,239.80935788067222
2016-09,239.56783278017718
2016-10,232.27674629991884
2016-11,234.13326956807003
2016-12,245.39789005934716
2017-01,249.11531866369003
2017-02,257.28434425013666
2017-03,262.1810101088719
2017-04,266.39671079733733
2017-05,272.19762343339517
2017-06,267.8963240198687
2017-07,261.4145524299889
2017-08,257.0118106106867
2017-09,263.5391803356135
2017-10,262.9393786890012
2017-11,262.3780575356236
2017-12,264.07423735687803
2018-01,265.431383262626
2018-02,253.89688476048102
2018-03,246.70891393471496
2018-04,250.1846681319565
2018-05,250.49769629696905
2018-06,252.80955659604624
2018-07,268.7249413913761
2018-08,271.94345355461013
2018-09,272.57631963446624
2018-10,268.4008363176356
2018-11,269.2325074153181
2018-12,252.19713471621512
2019-01,266.7640668083958
2019-02,280.10686190509904
2019-03,290.4208618200766
2019-04,295.42008468750623
2019-05,296.41698780436843
2019-06,310.43356898747635
2019-07,315.3761418360485
2019-08,319.7357429794328
