Date,NEW ZEALAND
1998-12,100.0
1999-01,113.62962090261581
1999-02,117.6922374242132
1999-03,116.94921967395277
1999-04,138.22663452722867
1999-05,116.86716432297273
1999-06,122.03901040226245
1999-07,122.2659299343027
1999-08,119.12694440632549
1999-09,109.62803457912388
1999-10,113.05490228012762
1999-11,121.28223074640614
1999-12,132.26015678890772
2000-01,119.13301918418844
2000-02,115.83228500990025
2000-03,121.07638761894572
2000-04,125.99619133271896
2000-05,112.5058917754621
2000-06,115.27463434492981
2000-07,116.2619523871418
2000-08,112.40484769404648
2000-09,101.88386631319956
2000-10,98.04144112500411
2000-11,101.30382747305906
2000-12,93.83594777350767
2001-01,103.832010571005
2001-02,98.68375079623284
2001-03,103.08668060374727
2001-04,113.1205445340918
2001-05,107.01821588067871
2001-06,109.28245033723267
2001-07,109.4213440321928
2001-08,109.00925074743415
2001-09,90.48089562782768
2001-10,98.11798742965439
2001-11,108.64930362718056
2001-12,107.26922666310246
2002-01,115.92723891811622
2002-02,112.56780414430902
2002-03,116.0526057430382
2002-04,112.64660800903987
2002-05,121.97154002226068
2002-06,113.42488781363953
2002-07,105.27427109966702
2002-08,110.86684704918969
2002-09,109.01352974078314
2002-10,116.30923125437819
2002-11,114.35912064256996
2002-12,113.08142385775216
2003-01,115.20436013093683
2003-02,114.1469396861227
2003-03,115.00611509826146
2003-04,118.38595929372308
2003-05,122.00117113300838
2003-06,132.77496181468814
2003-07,130.5976178900482
2003-08,135.9187120017211
2003-09,135.53438809445154
2003-10,138.97310483573898
2003-11,144.16765784311787
2003-12,146.2270223448598
2004-01,153.67871462519113
2004-02,155.89495266103668
2004-03,161.2055809219866
2004-04,156.24742767660652
2004-05,151.5232271617035
2004-06,160.4028459349337
2004-07,168.86976891886457
2004-08,168.25272038380078
2004-09,175.32749467613678
2004-10,170.2058862103123
2004-11,180.89620885753948
2004-12,183.41671599036692
2005-01,187.74969307828667
2005-02,198.03860015169315
2005-03,186.4631349556295
2005-04,190.2091618121118
2005-05,192.2591411936866
2005-06,205.89122738909649
2005-07,209.75584163995137
2005-08,208.89084378424204
2005-09,218.66387874911277
2005-10,212.87648740324838
2005-11,216.822613231981
2005-12,215.04026461533337
2006-01,204.69415204866127
2006-02,202.41943065398397
2006-03,200.1469314592093
2006-04,204.78601868630156
2006-05,186.04946751218353
2006-06,175.29960040651386
2006-07,176.23246558627025
2006-08,183.5792202727433
2006-09,191.62689185167872
2006-10,205.0249811110809
2006-11,205.97550171516312
2006-12,224.20226533161213
2007-01,227.36366949864365
2007-02,219.23036329253085
2007-03,224.37959897686898
2007-04,232.43072086410822
2007-05,242.36254626633558
2007-06,249.8948608786595
2007-07,244.3163347864144
2007-08,215.82122366013567
2007-09,235.05154940633776
2007-10,227.82585569901127
2007-11,219.9127269825815
2007-12,220.210737471598
2008-01,201.5182379720074
2008-02,192.76839916777888
2008-03,173.34781833539805
2008-04,181.01389447255232
2008-05,182.29770609331067
2008-06,149.2947184793036
2008-07,152.99934923125628
2008-08,152.95526008566645
2008-09,139.30797936486786
2008-10,119.65323952320944
2008-11,111.4164815779648
2008-12,107.02612691161717
2009-01,106.32268020703157
2009-02,96.59729738682014
2009-03,108.62370660671569
2009-04,119.61068558737354
2009-05,120.88679757233523
2009-06,127.14703734226941
2009-07,137.2664578446791
2009-08,145.00499299790215
2009-09,153.15697906247732
2009-10,153.74762675792206
2009-11,143.36068200751197
2009-12,155.9564473289256
2010-01,151.33784160927544
2010-02,151.61253632912863
2010-03,158.9678382918974
2010-04,167.67667610197768
2010-05,157.9122584816324
2010-06,156.80884142630697
2010-07,158.13538064277157
2010-08,156.7164312586783
2010-09,159.376877098639
2010-10,167.4577015051187
2010-11,176.21843093897596
2010-12,180.6613924993889
2011-01,178.58437870051958
2011-02,175.5827838313977
2011-03,177.87729868980549
2011-04,184.21542497611196
2011-05,200.08948263196942
2011-06,193.76827901247813
2011-07,206.77927846250174
2011-08,198.231146281545
2011-09,195.01505363351475
2011-10,190.80068537384068
2011-11,183.95749389495236
2011-12,197.0492736235492
2012-01,208.85101957491963
2012-02,211.48101870457123
2012-03,223.47973345597563
2012-04,226.21134459553852
2012-05,219.7619363808581
2012-06,215.8312564471115
2012-07,238.3825883152235
2012-08,233.768063533885
2012-09,245.60859828906771
2012-10,246.8934613847293
2012-11,249.42524907072666
2012-12,250.78653686186234
2013-01,267.93567094082835
2013-02,273.8161678678168
2013-03,284.40233067755815
2013-04,294.73478384492546
2013-05,261.14517284291253
2013-06,251.78935925807664
2013-07,253.72130220596583
2013-08,251.22346437043043
2013-09,283.38585905743315
2013-10,287.1172580072958
2013-11,271.3416631931359
2013-12,266.9947391585354
2014-01,277.16133970466433
2014-02,290.98057713717566
2014-03,310.6180682965763
2014-04,321.61616551413863
2014-05,306.31132334029496
2014-06,308.95094461978874
2014-07,310.87002499370504
2014-08,312.31483272570733
2014-09,304.9727345190714
2014-10,305.902420714147
2014-11,307.35998857337836
2014-12,326.36988586433733
