Date,ZIMBABWE
2010-11,1000.0
2010-12,1000.9547881857408
2011-01,1078.3207579042573
2011-02,1058.4672009453536
2011-03,1000.4993635705052
2011-04,1061.524702040976
2011-05,1096.1153704498793
2011-06,1071.826282034447
2011-07,1043.0724997284015
2011-08,1023.600074226436
2011-09,1022.3010914165455
2011-10,942.1657600755319
2011-11,1005.704021792604
2011-12,1047.8036091948134
2012-01,996.7265639243302
2012-02,1021.0202972116347
2012-03,989.6079255166571
2012-04,994.6777954969665
2012-05,1110.526829172563
2012-06,1083.1955597156502
2012-07,1127.7133734936888
2012-08,1103.3074646048942
2012-09,1172.9110598616119
2012-10,1320.5644906912626
2012-11,1350.7779759271025
2012-12,1387.6586045212334
2013-01,1692.9247441440887
2013-02,1711.2081953619884
2013-03,1785.2804645764368
2013-04,1785.6567648511202
2013-05,2086.1517462987827
2013-06,2004.046173709131
2013-07,2079.848552369585
2013-08,1528.7239821736785
2013-09,1741.011668692982
2013-10,1822.8365197744158
2013-11,1981.5461450649318
2013-12,1853.9238657551682
2014-01,1673.492517379177
2014-02,1707.2131959418555
2014-03,1616.9454773119107
2014-04,1606.355921552871
2014-05,1685.4106800350671
2014-06,1827.8696658167187
2014-07,1887.432165253847
2014-08,2044.8405908873835
2014-09,2072.4873898691276
2014-10,1857.5143047128845
2014-11,1856.1486199013834
2014-12,1720.5865181850688
2015-01,1867.4032055150467
2015-02,1942.2962858123788
2015-03,1881.0248894078065
2015-04,1793.5685581839446
2015-05,1796.3791774492345
2015-06,1693.49572922541
2015-07,1613.8103204996235
2015-08,1366.051501390263
2015-09,1332.9036873691125
2015-10,1334.2368570935748
2015-11,1197.7795212588442
2015-12,1163.9701397492654
2016-01,950.2332817129143
2016-02,955.4940641569551
2016-03,957.7993506103967
2016-04,1135.1280682886259
2016-05,1172.770913773539
2016-06,1129.2866768641259
2016-07,1096.7618060686355
2016-08,1088.1433464623315
2016-09,1014.963975852956
2016-10,1327.894981580864
2016-11,1589.8308039842696
2016-12,1636.5719612836474
2017-01,1462.3305781182046
2017-02,1438.2686380568791
2017-03,1537.9924554334598
2017-04,1551.5428697339685
2017-05,1850.7862398769205
2017-06,2373.941704266355
2017-07,2383.8665566755635
2017-08,2726.115393703333
2017-09,5117.906059292331
2017-10,7779.299778824004
2017-11,4842.0685942442215
2017-12,3947.8932254189003
2018-01,3400.804544186518
2018-02,3424.916215796918
2018-03,3418.0912017661135
2018-04,4445.604497451163
2018-05,4880.068997443441
2018-06,4685.460806181849
2018-07,5613.881531724063
2018-08,5734.534000455751
2018-09,5810.055896287113
2018-10,8625.039614289326
2018-11,8496.192000671115
2018-12,9401.847433066432
2019-01,10016.497715142323
2019-02,9162.340366506343
2019-03,7139.267463562305
2019-04,8048.497573042516
2019-05,11885.687085873387
2019-06,11843.564341306508
2019-07,11202.614151929496
2019-08,9215.826286185747
2019-09,13169.736200216383
2019-10,774.7037446325459
2019-11,731.2809583769673
2019-12,653.2055412980769
2020-01,975.7165906892313
2020-02,1181.0796062668962
2020-03,799.9026120492503
2020-04,857.7039731518128
2020-05,2200.3494574859255
2020-06,1267.3568335621221
2020-07,899.4414014737367
2020-08,525.939313120609
2020-09,559.562158830573
2020-10,483.89568202191634
2020-11,564.7614185859578
2020-12,801.6794775703614
2021-01,1063.851501442467
2021-02,1462.4250902127428
2021-03,1605.1545102228224
2021-04,1644.3347246995766
2021-05,1915.5573128551612
2021-06,2234.6232697827477
2021-07,2901.5476035691163
2021-08,2478.607141400632
2021-09,3459.9026093297534
2021-10,4322.759963411769
2021-11,3887.083968937482
2021-12,4234.050106568747
2022-01,4713.79276644766
2022-02,5668.9886395456815
2022-03,5087.205127780435
2022-04,9029.387607363371
2022-05,4318.753505210542
2022-06,2627.8098387629966
2022-07,1933.0970275972174
2022-08,1252.959535081416
2022-09,1244.7474849191863
2022-10,1102.682118180451
2022-11,1023.0938619176173
2022-12,1614.242371052443
2023-01,1480.0961136219435
2023-02,1516.7483150594328
2023-03,2237.552346384728
2023-04,1887.134343394808
2023-05,3046.19934121159
2023-06,1271.0143021623933
2023-07,894.0946515970077
