Date,COLOMBIA
2009-07,1440.4620403611552
2009-08,1489.682769057528
2009-09,1699.3321167470547
2009-10,1530.2381149590738
2009-11,1584.5257414545993
2009-12,1712.5437086589639
2010-01,1807.623448121367
2010-02,1924.2560243714827
2010-03,2004.0133273108943
2010-04,2051.632418322108
2010-05,2184.893019165268
2010-06,2292.9235857742133
2010-07,2441.3457928728644
2010-08,2730.2011883426953
2010-09,2722.759287907676
2010-10,2832.1955774421917
2010-11,2626.8835169724157
2010-12,2626.55960710386
2011-01,2516.4692727060424
2011-02,2438.526211407619
2011-03,2488.859883229323
2011-04,2490.3456426328203
2011-05,2630.0578157287882
2011-06,2579.7622831896792
2011-07,2528.084025242465
2011-08,2528.20695696902
2011-09,2440.0244068424413
2011-10,2504.2212481753227
2011-11,2403.5454072372036
2011-12,2578.002852613267
2012-01,2796.0760245289543
2012-02,2940.068940532261
2012-03,2967.400250918506
2012-04,3232.7458995862767
2012-05,3200.20497727581
2012-06,3111.0736665646436
2012-07,3266.302491448629
2012-08,3108.4319996087193
2012-09,3139.3603846796755
2012-10,3303.8444260699703
2012-11,3243.5460770571303
2012-12,3449.518812266343
2013-01,3417.087397941505
2013-02,3357.776826276976
2013-03,3309.49736519106
2013-04,3102.965402593155
2013-05,2933.3004139414256
2013-06,2836.306025482052
2013-07,2935.663796681433
2013-08,2960.475696821717
2013-09,2979.9721292837835
2013-10,2975.159904237303
2013-11,2693.9603379746854
2013-12,2602.767165385899
2014-01,2326.7457888302088
2014-02,2359.109746698478
2014-03,2735.54872463175
2014-04,2797.646212962174
2014-05,2843.0350468395654
2014-06,2970.239336094704
2014-07,3042.8688339569644
2014-08,3155.3990493063266
2014-09,2952.4924989175292
2014-10,2864.689238442953
2014-11,2498.2770410639473
2014-12,2376.813702042853
2015-01,2315.6479468861016
2015-02,2251.2979210760695
2015-03,2165.761949444233
2015-04,2415.5268086277642
2015-05,2166.895762871039
2015-06,2159.9981311202932
2015-07,1964.7298507160922
2015-08,1700.6051987810115
2015-09,1655.284013955246
2015-10,1806.3297327668781
2015-11,1580.043693572915
2015-12,1540.9865849790806
2016-01,1511.9377580807193
2016-02,1580.857851362281
2016-03,1799.293674780399
2016-04,1899.8426040359764
2016-05,1730.533439412352
2016-06,1898.218602887321
2016-07,1776.0393660799161
2016-08,1953.5513418347125
2016-09,1928.2946923767795
2016-10,1951.4848218438624
2016-11,1848.7168982518517
2016-12,2007.3819450394608
2017-01,2028.786254766704
2017-02,2005.1377769962082
2017-03,2092.496540577519
2017-04,2030.5540554573101
2017-05,2077.693818532393
2017-06,2010.997967774662
2017-07,2005.470793498464
2017-08,2039.5041757778156
2017-09,2066.2320275380325
2017-10,1908.9865808589782
2017-11,1915.2703438038423
2017-12,2050.4756110726885
2018-01,2200.455895680814
2018-02,2086.7897527200003
2018-03,2099.0530906534145
2018-04,2354.5096680904426
2018-05,2332.890604063897
2018-06,2359.9923955883373
2018-07,2312.318814254961
2018-08,2242.018585251313
2018-09,2314.0356169724537
2018-10,2033.4277060872898
2018-11,1998.3091676918145
2018-12,1905.5847169333806
2019-01,2154.695641010036
2019-02,2293.5943687019267
2019-03,2421.2405858813395
2019-04,2364.831905569732
2019-05,2159.4886119202865
2019-06,2329.635439182876
2019-07,2338.484582071716
2019-08,2273.3019661075014
2019-09,2284.482370744689
2019-10,2395.286813318233
2019-11,2297.8411588625686
2019-12,2539.182093953632
2020-01,2383.744903344093
2020-02,2210.0503023668493
2020-03,1306.3001608976044
2020-04,1408.061387214688
2020-05,1418.3622007176475
2020-06,1401.3340868524554
2020-07,1402.7274749987337
2020-08,1430.809439323725
2020-09,1324.6482665641745
2020-10,1318.4021604644656
2020-11,1548.2807854498058
2020-12,1887.8543620721125
2021-01,1635.2555848483676
2021-02,1666.0043164750793
2021-03,1626.8618883672711
2021-04,1477.6835489458222
2021-05,1437.7720949133525
2021-06,1565.6210524260216
2021-07,1512.855223211848
2021-08,1680.0118123229815
2021-09,1765.6418352386652
2021-10,1816.9270214830335
2021-11,1716.4679851285962
2021-12,1750.3564295068197
2022-01,1963.181742521685
2022-02,2065.2288661343277
2022-03,2393.6487891904644
2022-04,2257.0327704065285
2022-05,2520.202408704752
2022-06,1833.9948138580621
2022-07,1857.7326639125847
2022-08,1762.2250756085243
2022-09,1595.7877513488618
2022-10,1709.0705390149785
2022-11,1693.1105089825564
2022-12,1753.5834683035803
2023-01,1793.6718492096754
2023-02,1537.2275219700255
2023-03,1490.3627658045743
2023-04,1546.166275803
2023-05,1494.4492737983744
2023-06,1658.1727292165356
2023-07,1866.018924483776
