Date,COLOMBIA
2000-12,100.0
2001-01,116.98535029032709
2001-02,121.50649843021276
2001-03,110.68595966833793
2001-04,112.99568553056233
2001-05,147.62189593659855
2001-06,153.36534701418705
2001-07,144.1139593076084
2001-08,141.8897280657051
2001-09,127.8594841366981
2001-10,120.8263267456891
2001-11,138.93620380803117
2001-12,153.040329056678
2002-01,173.53790746837245
2002-02,151.23232568054402
2002-03,156.7311859978431
2002-04,157.47596974310002
2002-05,156.95338879279274
2002-06,152.01846275913638
2002-07,137.34918386078363
2002-08,137.13124936892015
2002-09,143.4101873660803
2002-10,165.42678561473159
2002-11,167.96674808169004
2002-12,162.11903816515394
2003-01,153.61418823087357
2003-02,150.70090440090277
2003-03,151.6802391437604
2003-04,161.2184157461661
2003-05,177.5704088824575
2003-06,187.2428524914012
2003-07,195.2685640951645
2003-08,198.87821594958896
2003-09,189.91490212890747
2003-10,203.5633471596114
2003-11,212.05581707160565
2003-12,224.38872535373278
2004-01,273.60976921981944
2004-02,292.766565346832
2004-03,326.2161195179324
2004-04,370.2879901056639
2004-05,317.98229106406694
2004-06,317.01452073972916
2004-07,330.62445769314417
2004-08,346.57549905648574
2004-09,396.7663550284868
2004-10,405.90436185403513
2004-11,479.6804292062113
2004-12,483.9942277754078
2005-01,494.679604986826
2005-02,548.828480877604
2005-03,491.9293164747848
2005-04,525.3695626810949
2005-05,527.5018344229861
2005-06,624.2085970236494
2005-07,718.7412352957457
2005-08,762.9602475815025
2005-09,794.2804150246031
2005-10,833.4969098859285
2005-11,1009.651045068351
2005-12,1155.3445027458715
2006-01,1259.5483031772799
2006-02,1333.8711694369074
2006-03,1323.274234840882
2006-04,1242.5173973768815
2006-05,982.8417907099689
2006-06,859.2945718825827
2006-07,983.091447095606
2006-08,1049.090512744624
2006-09,1039.5606318530504
2006-10,1119.6773290468884
2006-11,1044.8732596644616
2006-12,1173.5843151130646
2007-01,1136.206428875034
2007-02,1059.8169033202043
2007-03,1097.4794177276901
2007-04,1115.5905046521027
2007-05,1221.8278046056935
2007-06,1272.630789153305
2007-07,1349.0751798332471
2007-08,1204.2258475301549
2007-09,1202.501963748576
2007-10,1239.6608680098675
2007-11,1253.2776449438636
2007-12,1217.1544957182066
2008-01,1116.2602877012137
2008-02,1097.4504272700822
2008-03,1073.4900808022526
2008-04,1295.913248331827
2008-05,1351.5145194476297
2008-06,1121.3746732053467
2008-07,1214.5711161838276
2008-08,1249.8759823040375
2008-09,1152.0053451392014
2008-10,916.7089862967307
2008-11,964.0495028391028
2008-12,958.8562960148723
2009-01,976.3230347002672
2009-02,916.7603522643087
2009-03,902.3013966771343
2009-04,1072.6570806581906
2009-05,1209.528633558947
2009-06,1303.4433792556158
