Date,THAILAND
2013-02,817.7861240479652
2013-03,845.906175506922
2013-04,849.9806307707331
2013-05,806.9506552470566
2013-06,763.9595827343006
2013-07,725.6910683599282
2013-08,648.6309851536108
2013-09,695.3008765482642
2013-10,736.7915226904242
2013-11,670.8698346959469
2013-12,611.7262305882259
2014-01,612.2124132688425
2014-02,624.4120513171827
2014-03,656.7978171389482
2014-04,679.7509133639251
2014-05,668.5620948803182
2014-06,711.662999208578
2014-07,740.542040227905
2014-08,793.1496656321693
2014-09,830.10308424865
2014-10,832.6992771374771
2014-11,847.920962561134
2014-12,811.3632719534861
2015-01,899.6259320664011
2015-02,911.5628450104339
2015-03,935.7992713963915
2015-04,897.9393249360438
2015-05,882.5193699077654
2015-06,871.4276687034214
2015-07,811.2870832777855
2015-08,753.4353206171438
2015-09,716.7623986764057
2015-10,762.9036748301194
2015-11,769.6606585629761
2015-12,690.9955072186291
2016-01,722.2326172941846
2016-02,751.27858620651
2016-03,770.195361461913
2016-04,771.2459428199699
2016-05,795.1236977551877
2016-06,812.1450796860953
2016-07,865.6035722817419
2016-08,900.3859931770736
2016-09,860.7738902300131
2016-10,862.2734714160136
2016-11,877.7717277568585
2016-12,901.0262816067299
2017-01,912.2835852376895
2017-02,933.8650528757975
2017-03,964.8379163919983
2017-04,947.9131883302027
2017-05,929.1113974601168
2017-06,926.6163397284515
2017-07,921.0319657092907
2017-08,954.049372934879
2017-09,987.9254069694177
2017-10,1027.3008095268299
2017-11,1021.7020993896292
2017-12,1064.6765023502956
2018-01,1113.368772855558
2018-02,1163.3298556261761
2018-03,1132.527395070539
2018-04,1149.5172065234142
2018-05,1131.170353418594
2018-06,1014.0560590536952
2018-07,1090.7590371577853
2018-08,1121.16999491167
2018-09,1158.3431078333945
2018-10,1100.9507942165246
2018-11,1098.3947117527623
2018-12,1056.5448240501382
2019-01,1154.753664265013
2019-02,1158.3625805906818
2019-03,1155.5356009056275
2019-04,1180.5800269124984
2019-05,1161.697376781036
2019-06,1245.5565899717462
2019-07,1241.3698568726923
2019-08,1223.096954634554
2019-09,1223.4462077878798
2019-10,1177.1829696831237
2019-11,1188.4696053019775
2019-12,1178.11449837184
2020-01,1091.1255006524425
2020-02,966.0368028592745
2020-03,798.4049233401405
2020-04,927.9086402038246
2020-05,953.9721082771672
2020-06,964.3105368796256
2020-07,889.6685381770682
2020-08,860.0357610410009
2020-09,793.7567164109488
2020-10,780.5308663823729
2020-11,949.2379613363913
2020-12,954.5451149297813
2021-01,962.0970401188983
2021-02,980.3538269351789
2021-03,1036.643498499152
2021-04,1002.0983847825651
2021-05,980.906184372521
2021-06,977.3407777084632
2021-07,909.9107894441372
2021-08,1019.1751413028852
2021-09,964.3219097885823
2021-10,994.3905029601073
2021-11,961.1744766861567
2021-12,1012.5645166293525
2022-01,1029.3152512565368
2022-02,1082.2495500207788
2022-03,1077.8957666475924
2022-04,1083.6651656325105
2022-05,1092.5830606183536
2022-06,1025.5888673965546
2022-07,1031.2704134276535
2022-08,1104.5814314606469
2022-09,1062.6801013741315
2022-10,1065.5914944373071
2022-11,1131.305663616555
2022-12,1132.5477939057587
2023-01,1154.7278752914701
2023-02,1073.3252057702894
2023-03,1093.5012752587995
2023-04,1039.7400970592746
2023-05,1043.9807763437632
2023-06,999.5968918384322
2023-07,1068.7516573585108
