Date,SAUDI ARABIA DOMESTIC
2013-07,585.5030690863714
2013-08,582.613051719054
2013-09,580.4712453757645
2013-10,590.251345684792
2013-11,614.2384917923179
2013-12,621.7751438964855
2014-01,653.3289030263596
2014-02,662.6445212583355
2014-03,692.2112129809926
2014-04,691.6845022733706
2014-05,720.1407948231725
2014-06,697.614134022396
2014-07,779.8731132300917
2014-08,854.4897628141539
2014-09,870.0886352024232
2014-10,810.55216028158
2014-11,727.1276115412641
2014-12,688.942105625956
2015-01,784.2343248943391
2015-02,834.7486611569595
2015-03,824.9437441152311
2015-04,909.2359685099042
2015-05,916.5608336058616
2015-06,837.492059851918
2015-07,858.1717433977796
2015-08,713.5696918613523
2015-09,699.996787988388
2015-10,682.406072768159
2015-11,723.8124261411151
2015-12,670.3586461375018
2016-01,579.8833729610092
2016-02,602.6619179837074
2016-03,586.2928258493064
2016-04,644.0776412641469
2016-05,633.1715464628169
2016-06,637.3209248014471
2016-07,617.1819245420407
2016-08,604.7558894015365
2016-09,562.5623316675826
2016-10,622.704973151528
2016-11,738.9034881285035
2016-12,761.4263136110193
2017-01,738.2273343600473
2017-02,739.4544632012669
2017-03,738.0917532221707
2017-04,725.0864448229082
2017-05,703.2777885792998
2017-06,765.8062285190273
2017-07,705.2684384964662
2017-08,720.9464225371131
2017-09,727.1709354097673
2017-10,708.8521493356775
2017-11,705.6167118855155
2017-12,719.5468257808946
2018-01,741.4121249292975
2018-02,737.1217780671749
2018-03,794.3908339744884
2018-04,851.6221573508758
2018-05,899.7808450171423
2018-06,914.7969456122256
2018-07,922.7907317908713
2018-08,892.8581498306299
2018-09,892.8735659289653
2018-10,919.7633674250858
2018-11,890.7679521452384
2018-12,900.6688861475843
2019-01,991.0834961097684
2019-02,996.9782062335053
2019-03,1053.2325913987409
2019-04,1134.8169244651106
2019-05,1042.0581520266846
2019-06,1052.1422522751438
2019-07,1064.981827545234
2019-08,981.7638402965082
2019-09,995.920482087634
2019-10,931.7673785844928
2019-11,958.8005817646066
2019-12,998.8449396856101
2020-01,981.2255419793737
2020-02,909.3593603406216
2020-03,785.5946216638389
2020-04,869.8201007186515
2020-05,857.4698535089709
2020-06,867.4080071258404
2020-07,839.5972727672114
2020-08,878.0999132071563
2020-09,918.7047226377216
2020-10,900.8078596607118
2020-11,966.419323818188
2020-12,942.0654619712258
2021-01,960.6452934570978
2021-02,1026.998635107391
2021-03,1159.0716549781293
2021-04,1198.3000349588888
2021-05,1186.655733034521
2021-06,1272.1792925070679
2021-07,1283.5987219687147
2021-08,1353.4312625560722
2021-09,1417.4814796178275
2021-10,1475.6830794559328
2021-11,1396.4405117719382
2021-12,1457.5759662724704
2022-01,1610.0860787025883
2022-02,1671.918004087276
2022-03,1753.76306396068
2022-04,1966.1185459663361
2022-05,1789.3340842292341
2022-06,1619.4826247310657
2022-07,1764.8953426109842
2022-08,1820.4243011596975
2022-09,1726.3362943077277
2022-10,1763.9851589072678
2022-11,1575.5851750521972
2022-12,1463.2277168676017
2023-01,1482.5090095022615
2023-02,1398.0998346409592
2023-03,1442.701189571949
2023-04,1501.318216658837
2023-05,1502.8092969624995
2023-06,1520.127399799997
2023-07,1539.1055288391244
