Date,ARGENTINA
2009-04,76.71676504805083
2009-05,73.10610048587195
2009-06,92.25508013096228
2009-07,98.25548982500607
2009-08,109.49129424195911
2009-09,112.47599857700074
2009-10,119.913216231785
2009-11,116.36889321014174
2009-12,127.12586800062059
2010-01,127.0411944944888
2010-02,123.27268571368415
2010-03,141.95997769474337
2010-04,145.23469819633002
2010-05,140.1517222211774
2010-06,147.80752645208176
2010-07,161.06982138211166
2010-08,173.10113830445107
2010-09,187.59758704806103
2010-10,213.81164519805685
2010-11,235.65338917532472
2010-12,241.14743346941697
2011-01,233.20760988209992
2011-02,212.7980503089235
2011-03,200.60332527735747
2011-04,188.89289518513496
2011-05,197.22055938631442
2011-06,205.00157647208246
2011-07,199.47026659890417
2011-08,175.46512228013984
2011-09,151.23289858905864
2011-10,148.09469946285031
2011-11,152.72340472312135
2011-12,152.16214207494497
2012-01,170.84619193472145
2012-02,138.01369362183038
2012-03,139.00450941385657
2012-04,98.2814972559598
2012-05,89.14818337398611
2012-06,83.67902454006165
2012-07,85.13952440670397
2012-08,83.19041169264763
2012-09,83.2314487257167
2012-10,76.52477788491683
2012-11,80.45058685793816
2012-12,94.31154480980793
2013-01,106.90253343323043
2013-02,87.89973755152468
2013-03,99.46708518128865
2013-04,101.63695757078297
2013-05,99.75304702171881
2013-06,96.16096123530295
2013-07,102.8644549184804
2013-08,116.34779892461206
2013-09,127.73871324556696
2013-10,137.1736813622222
2013-11,165.00751457640033
2013-12,149.7653105394812
2014-01,116.52658814516359
2014-02,135.86867151419057
2014-03,158.5166774918144
2014-04,160.9464269257346
2014-05,169.8979524334584
2014-06,189.19132516171518
2014-07,205.77779767054832
2014-08,181.59962773612017
2014-09,211.50585771062734
2014-10,220.01236018889333
2014-11,218.46990003493417
2014-12,202.95895262145316
2015-01,206.31209483555907
2015-02,249.54790655474116
2015-03,285.7783610987567
2015-04,270.472169491275
2015-05,252.80110101007017
2015-06,237.98517988532808
2015-07,215.87896955631777
2015-08,210.0970055204471
2015-09,174.22512729488307
2015-10,255.1794011175079
2015-11,240.513660344332
2015-12,224.95843478588205
2016-01,234.00519943079215
2016-02,252.47448654792134
2016-03,232.36515949310066
2016-04,240.3504376189563
2016-05,247.96228021642912
2016-06,256.0203725065714
2016-07,253.61073678346193
2016-08,248.93050102547295
2016-09,259.8724157875849
2016-10,264.23574800948114
2016-11,248.3441057685643
2016-12,243.06622676057418
2017-01,280.93797669170954
2017-02,288.27481217433734
2017-03,323.1054989917332
2017-04,325.6720115476364
2017-05,334.2189580788262
2017-06,318.1110953847283
2017-07,286.66333200773266
2017-08,315.90872550960785
2017-09,350.5369841973953
2017-10,375.60859331349843
2017-11,349.71218178486316
2017-12,370.34618784544716
2018-01,364.7008121843233
2018-02,353.40570946100263
2018-03,341.2237885881086
2018-04,331.09757907342896
2018-05,267.5586944998772
2018-06,208.75911067039743
2018-07,237.6713298075081
2018-08,182.53868944970372
2018-09,190.72958029050827
2018-10,191.82715537714125
2018-11,202.74301277364043
2018-12,191.25175888322164
2019-01,228.10983071763275
2019-02,205.55265612907925
2019-03,190.79936902755725
2019-04,176.09481483288968
2019-05,199.9977896000616
2019-06,247.75935359989128
2019-07,250.45986590846482
2019-08,125.55940204613484
2019-09,137.60830431206085
2019-10,127.96660750355804
2019-11,138.6719908757035
2019-12,154.20876992838902
2020-01,152.07923750655203
2020-02,140.75267718389765
2020-03,95.72761621946667
2020-04,106.58059283558796
2020-05,125.7791762177511
2020-06,134.38847813126412
2020-07,143.61049789549634
2020-08,140.0150973961372
2020-09,137.29939250600253
2020-10,137.83385155888487
2020-11,148.38385893333768
2020-12,159.44382250648832
2021-01,141.22727426814012
2021-02,156.9214364090185
2021-03,156.0912822849233
2021-04,163.789249862283
2021-05,158.89629616212747
2021-06,163.6511053640151
2021-07,174.16574360078405
2021-08,228.26152834719437
2021-09,204.47106727375683
2021-10,226.82630779210993
2021-11,194.78880787583017
2021-12,207.48280504000468
2022-01,221.40505949569751
2022-02,216.10807405970283
2022-03,251.86655002154603
2022-04,230.51660527738872
2022-05,234.83486397811683
2022-06,192.86009747268858
2022-07,215.72045356135783
2022-08,242.89880964955356
2022-09,246.7087082742588
2022-10,270.34314139404444
2022-11,276.663770153144
2022-12,300.46207874644455
2023-01,340.82232646036664
2023-02,341.051971223092
2023-03,309.13362472111015
2023-04,315.8494958168959
2023-05,339.42320749520195
2023-06,417.82088876692904
2023-07,423.05193091902964
