Date,PAKISTAN
2021-01,344.0413101586147
2021-02,324.35036850817795
2021-03,340.1036184875481
2021-04,322.8751752699707
2021-05,336.42050838476223
2021-06,314.6651828717196
2021-07,313.1221594838176
2021-08,299.0678099508007
2021-09,265.7148457138508
2021-10,291.8574133357586
2021-11,279.463254045846
2021-12,263.5925154983105
2022-01,275.0585129547372
2022-02,262.8756850881795
2022-03,249.986636284686
2022-04,250.1590939854251
2022-05,206.61835165189473
2022-06,195.4893935520174
2022-07,165.86952104463225
2022-08,201.58981130201198
2022-09,190.3630058891754
2022-10,192.15275439365507
2022-11,183.431569420002
2022-12,177.0193816843616
2023-01,147.35350249627186
2023-02,151.757964681511
2023-03,130.15339646536435
2023-04,138.81286382035782
2023-05,140.466116628941
2023-06,130.9796820810547
2023-07,139.62918204453365
