Date,JAPAN
1998-12,100.0
1999-01,104.14883432847297
1999-02,105.38021166727222
1999-03,122.01440319020146
1999-04,129.70908138672382
1999-05,124.1716626061294
1999-06,137.45439457214488
1999-07,145.66911467774992
1999-08,146.56896331304117
1999-09,154.1924873845121
1999-10,162.92923163312724
1999-11,177.3656315856954
1999-12,189.22826374114376
2000-01,185.47353760354392
2000-02,183.59246075590087
2000-03,199.94707161079756
2000-04,194.17521826968985
2000-05,181.08258383007183
2000-06,187.242575777865
2000-07,171.39227091073704
2000-08,190.19628875469817
2000-09,182.09782420286106
2000-10,178.59065948979836
2000-11,166.6676180422394
2000-12,145.135663986955
2001-01,144.78177767037576
2001-02,139.8259362190173
2001-03,141.13891973328398
2001-04,150.29423194563307
2001-05,156.8238591539544
2001-06,147.66610224348014
2001-07,132.22772171078248
2001-08,124.17946202228426
2001-09,112.28711953470793
2001-10,113.29998786008987
2001-11,115.2136604577188
2001-12,108.03530360988745
2002-01,102.99037202290508
2002-02,106.75636329329619
2002-03,111.9212053753084
2002-04,114.66451677799711
2002-05,117.49000416305567
2002-06,105.35143399920929
2002-07,98.75306663981739
2002-08,97.67455878548098
2002-09,92.59632557728443
2002-10,85.97302775560489
2002-11,89.04962453024409
2002-12,82.2419423439802
2003-01,77.13689029514626
2003-02,77.27841904478852
2003-03,72.87533771739511
2003-04,70.69901700226056
2003-05,70.3361763592898
2003-06,77.35040278297018
2003-07,82.12008745345196
2003-08,93.05959506008506
2003-09,92.93562514064624
2003-10,97.36050823190261
2003-11,91.50543793806399
2003-12,92.9898611106258
2004-01,96.12399865671378
2004-02,95.82626377169271
2004-03,109.89598178221357
2004-04,106.55192020873727
2004-05,100.92470193616157
2004-06,106.75339410236417
2004-07,101.48435475740425
2004-08,101.26482198075142
2004-09,96.76344674029963
2004-10,96.94466083537753
2004-11,97.2649335192573
2004-12,99.98176949001906
2005-01,101.83292022576072
2005-02,102.0675251333045
2005-03,102.08595008988138
2005-04,100.12963520584864
2005-05,103.73328721192128
2005-06,105.69316496209854
2005-07,106.39447568273624
2005-08,112.39064682678249
2005-09,126.49192776763793
2005-10,125.79922523227987
2005-11,133.26062828263719
2005-12,144.61542075774528
2006-01,147.5598697902671
2006-02,149.0141864490579
2006-03,150.51284105958402
2006-04,148.8042700873901
2006-05,136.85539648414567
2006-06,135.95179796164464
2006-07,135.46422679384278
2006-08,137.07819160415923
2006-09,136.24622051754778
2006-10,137.5752197694019
2006-11,133.40788079640106
2006-12,137.43831477012844
2007-01,140.6488128698014
2007-02,143.92533799788137
2007-03,140.93465952404267
2007-04,134.78935738865178
2007-05,138.93339264167258
2007-06,138.0143396373194
2007-07,135.9476710067969
2007-08,132.49608998724867
2007-09,129.93858711601456
2007-10,127.24171515405214
2007-11,123.1139369624064
2007-12,118.71003874489534
2008-01,111.86530270032102
2008-02,109.85354326485697
2008-03,100.9777784194898
2008-04,110.23803401168934
2008-05,113.21992965840425
2008-06,104.0620143988512
2008-07,101.50113442556234
2008-08,103.28885461817553
2008-09,96.12381568094047
2008-10,90.73872773706294
2008-11,89.54822147640982
2008-12,88.38641497117561
2009-01,89.35694394873707
2009-02,78.99844585085577
2009-03,77.15492962212588
2009-04,84.74765129204519
2009-05,87.51107334453184
2009-06,89.8626923853819
2009-07,92.7078839040232
2009-08,95.19439187045484
2009-09,91.8492302646045
2009-10,88.71126856505964
2009-11,86.28702504291418
2009-12,90.98874758210822
2010-01,95.70424865038014
2010-02,98.56589024599367
2010-03,104.37559390781546
2010-04,106.05031040376214
2010-05,105.62461301239632
2010-06,103.68693698311732
2010-07,100.95743578416649
2010-08,101.1234379277218
2010-09,98.451246744153
2010-10,98.67440456763134
2010-11,107.57087425442936
2010-12,112.33122067427259
2011-01,110.05757553371016
2011-02,114.22630678021095
2011-03,100.9619308215847
2011-04,96.92475741580243
2011-05,98.39730417302344
2011-06,98.99515398794718
2011-07,103.41771400589566
2011-08,94.82741216940371
2011-09,100.08679105579694
2011-10,96.03898430069927
2011-11,95.11607939354963
2011-12,99.44997953303205
2012-01,103.08041640333502
2012-02,105.96324436125373
2012-03,107.86511246924553
2012-04,105.06329778388094
2012-05,102.42486013146112
2012-06,104.9235523296354
