Date,JAMAICA
2008-11,1093.1632307410628
2008-12,963.9178347676282
2009-01,973.8071959990293
2009-02,867.0156667157098
2009-03,695.3057160876672
2009-04,733.2858766485291
2009-05,772.1518290034932
2009-06,728.3702414613676
2009-07,712.013199955543
2009-08,710.526565786356
2009-09,713.3694659313
2009-10,713.5379713287349
2009-11,789.536401237566
2009-12,858.5111095331052
2010-01,733.4541999628225
2010-02,892.7150138947026
2010-03,1022.2310732414327
2010-04,1124.3628558093003
2010-05,1126.754431061386
2010-06,1160.8329395410044
2010-07,1128.1909611524607
2010-08,1191.3394919330233
2010-09,1045.9849976475125
2010-10,1036.7731466269356
2010-11,1176.4436928511113
2010-12,1135.211282901791
2011-01,1123.6488508423615
2011-02,1132.5266866125137
2011-03,1116.8678669848625
2011-04,1243.672632469728
2011-05,1240.2246380596675
2011-06,1246.2786873464602
2011-07,1278.3850381637503
2011-08,1391.3792147171453
2011-09,1440.2099736206217
2011-10,1460.2098374942298
2011-11,1494.004678339216
2011-12,1531.9982540490848
2012-01,1455.326142249085
2012-02,1394.752678649348
2012-03,1420.3338122281843
2012-04,1431.304888217544
2012-05,1423.15064347978
2012-06,1349.1366428431595
2012-07,1278.0138714010752
2012-08,1293.5592219294206
2012-09,1278.4006500329992
2012-10,1198.2720890514122
2012-11,1178.356325181193
2012-12,1271.246462393322
2013-01,1147.2857337105775
2013-02,1060.9251878166974
2013-03,1013.1806948713149
2013-04,1045.6878212547172
2013-05,1100.164638882232
2013-06,1108.8814258281357
2013-07,1051.3542145059416
2013-08,1085.5797784606398
2013-09,1018.8865416786774
2013-10,939.2555883935131
2013-11,895.9128145993227
2013-12,899.3511315758467
2014-01,983.0544861416116
2014-02,965.6582371482028
2014-03,934.2499137302904
2014-04,911.7115091372094
2014-05,869.7342329720685
2014-06,887.9008282070912
2014-07,922.7443610732593
2014-08,921.3587445526753
2014-09,975.4606602909172
2014-10,970.2421920673386
2014-11,1013.1639484079267
2014-12,1062.4838453180846
2015-01,1169.2133262580016
2015-02,1280.0216282448916
2015-03,1459.2077357664725
2015-04,1587.3774414449622
2015-05,1675.9526165425777
2015-06,1560.8759268932597
2015-07,1608.1947269074406
2015-08,1542.8981539896993
2015-09,1529.6120830980653
2015-10,1727.7383401252766
2015-11,1947.273965627192
2015-12,2124.061112751325
2016-01,2167.1606480835544
2016-02,2158.1773816056057
2016-03,2046.9504521936042
2016-04,2006.0221882840938
2016-05,2059.9673157594566
2016-06,2081.7958149930682
2016-07,2048.6462005308713
2016-08,2020.9415888778167
2016-09,2023.4352780741908
2016-10,2136.4788854398607
2016-11,2421.876651706776
2016-12,2579.6755249565094
2017-01,2909.7172325620154
2017-02,3057.293352378502
2017-03,2997.74597667055
2017-04,3210.0079434071627
2017-05,3218.2586792297516
2017-06,3131.4439911284653
2017-07,3278.0656619192673
2017-08,3415.843611790655
2017-09,3449.9791983399064
2017-10,4202.785638321089
2017-11,3769.7767417629634
2017-12,4054.47051620851
2018-01,3931.3762841750463
2018-02,3929.1586085734752
2018-03,3939.6394883012376
2018-04,3934.9179954032934
2018-05,3946.58136397712
2018-06,3944.404296444748
2018-07,3953.0212439035968
2018-08,4098.908834967466
2018-09,4577.293807080696
2018-10,4959.541535161751
2018-11,5892.6034460157225
2018-12,5357.658913894616
2019-01,5060.297950956513
2019-02,5231.2686371455975
2019-03,5393.969132578278
2019-04,5313.850357984897
2019-05,5758.953866971908
2019-06,6623.525103325119
2019-07,7142.248406376237
2019-08,7266.034396801465
2019-09,7601.664517857102
2019-10,6831.802220421317
2019-11,7084.877432198141
2019-12,7136.157844975379
2020-01,6713.087924822732
2020-02,6686.752531909562
2020-03,5414.1740203789695
2020-04,4892.021463928519
2020-05,4942.452513205866
2020-06,4877.383679961779
2020-07,4292.165160314634
2020-08,4331.135335187267
2020-09,4537.664567861868
2020-10,4386.231858007291
2020-11,4602.5165756550905
2020-12,4523.307426673377
2021-01,4227.001611492541
2021-02,4262.500266045456
2021-03,4456.733594120465
2021-04,4149.667438883793
2021-05,4233.906155988062
2021-06,4414.78091087928
2021-07,4260.7717807033005
2021-08,4230.408802503773
2021-09,4308.64322323619
2021-10,4097.552209879388
2021-11,3991.7951792303234
2021-12,4095.3844193889654
2022-01,4282.773786036438
2022-02,4173.864180339204
2022-03,4019.207871955387
2022-04,4190.45851456469
2022-05,4002.248834328081
2022-06,3992.6595103327163
2022-07,3895.9564959275585
2022-08,3816.6698309650387
2022-09,3829.0736452073893
2022-10,3465.935368539724
2022-11,3410.266487875225
2022-12,3372.1191247557995
2023-01,3097.990985601822
2023-02,3096.104967473575
2023-03,3148.528823878978
2023-04,2962.5477402727124
2023-05,2928.208873849718
2023-06,2738.7001103156763
2023-07,2857.116228373617
