Date,FINLAND
1998-12,100.0
1999-01,114.09931366258613
1999-02,111.3451174358239
1999-03,128.32992842822742
1999-04,130.04487438696293
1999-05,124.85037390307065
1999-06,146.36955433886135
1999-07,143.36039129922338
1999-08,140.18491574312972
1999-09,147.21076497232656
1999-10,178.7637492897684
1999-11,225.76754622189125
1999-12,295.9158341496854
2000-01,303.3820089630194
2000-02,334.7029693386449
2000-03,345.91805468717774
2000-04,373.8342366270043
2000-05,333.87928256526
2000-06,316.73923116928177
2000-07,287.06828884012685
2000-08,291.58486785665013
2000-09,268.15282426895925
2000-10,277.72828186743254
2000-11,273.9699057932716
2000-12,271.0379490616719
2001-01,227.02725182400755
2001-02,156.6632408547335
2001-03,166.39855550888257
2001-04,220.68122514628115
2001-05,204.67077615674725
2001-06,165.78231553496326
2001-07,156.77552285201446
2001-08,117.01553351786428
2001-09,115.93416187083587
2001-10,146.91478161218447
2001-11,162.5379741240015
2001-12,176.67405879486336
2002-01,167.28266378632645
2002-02,158.36321568252984
2002-03,158.29405037392678
2002-04,126.85760254456926
2002-05,113.9482547492832
2002-06,109.21477332864355
2002-07,94.17119238638942
2002-08,97.99400642846145
2002-09,93.36247799649904
2002-10,113.78740175619014
2002-11,128.25707700626708
2002-12,104.4632887621852
2003-01,91.89753443681683
2003-02,88.15334615778322
2003-03,89.28189800170821
2003-04,104.42116907417181
2003-05,103.89808948122233
2003-06,100.55332556392915
2003-07,99.71457176071517
2003-08,108.65369249961262
2003-09,98.29484736079135
2003-10,108.95061625386185
2003-11,111.50509867232574
2003-12,103.76596617095548
2004-01,118.98111532466497
2004-02,126.50559421879844
2004-03,122.638653622389
2004-04,98.10737259337692
2004-05,95.28184739514826
2004-06,99.60575496423705
2004-07,88.15700499945235
2004-08,88.14052847872387
2004-09,95.84470136551904
2004-10,101.93557414158153
2004-11,106.08697853106773
2004-12,102.20888003239797
2005-01,103.15197405331337
2005-02,108.84243940517395
2005-03,107.47313846024919
2005-04,109.05276673157553
2005-05,118.89727856955817
2005-06,122.5235995753741
2005-07,122.00976920826407
2005-08,120.96474260183655
2005-09,130.39454067766937
2005-10,125.84180457950565
2005-11,129.70171503000728
2005-12,137.43558288004007
2006-01,139.99235644016954
2006-02,147.59001816525569
2006-03,160.27058037235062
2006-04,163.58015829208247
2006-05,150.94783677849134
2006-06,147.42372048392946
2006-07,146.25363753180227
2006-08,152.7896140791149
2006-09,150.6002522517724
2006-10,155.16362494011253
2006-11,154.4427095431333
2006-12,159.74738679886875
2007-01,168.2801861274287
2007-02,166.98068138484328
2007-03,174.67168275061044
2007-04,185.38000509009268
2007-05,199.54748567064573
2007-06,199.01503886281964
2007-07,197.78988461422435
2007-08,210.23974684704677
2007-09,224.95925517698757
2007-10,228.6202072647138
2007-11,220.69262368961918
2007-12,214.17495760884174
2008-01,195.29133498248208
2008-02,196.5048051791984
2008-03,176.84053607670197
2008-04,177.3035151953391
2008-05,178.06016952867998
2008-06,153.40455034753208
2008-07,156.97453147046784
2008-08,157.13210460194142
2008-09,125.14225750514794
2008-10,114.09590290681656
2008-11,104.29550672163599
2008-12,100.99451495306604
2009-01,92.02371749914171
2009-02,75.78911306287472
2009-03,82.25048442636259
2009-04,104.6792664809426
2009-05,106.26044782860335
2009-06,102.20606986742011
2009-07,100.95364169712039
2009-08,108.14036879128146
2009-09,110.60708219273414
2009-10,100.84631812339632
2009-11,103.24709584190865
2009-12,108.74686456806465
2010-01,114.79948870495897
2010-02,114.0975419548353
2010-03,129.03571010206778
2010-04,119.52049087096154
2010-05,112.45790973377174
2010-06,104.86779503781132
2010-07,110.63825668525882
2010-08,108.84582299535263
2010-09,119.06943421793846
2010-10,121.71767222617387
2010-11,117.99653564356463
2010-12,128.2632956801081
2011-01,131.14058741624467
2011-02,121.91622787477338
2011-03,123.53836536041798
2011-04,126.24786927427705
2011-05,117.93596578438515
2011-06,111.48828167770274
2011-07,101.15120417496587
2011-08,97.03656470756063
2011-09,89.02449889802467
2011-10,97.9119251291578
2011-11,94.90941743445973
2011-12,90.27277287687495
2012-01,96.00562321668403
2012-02,101.62052644428613
2012-03,102.79728561956797
2012-04,94.91419916812644
2012-05,84.18786841412981
2012-06,84.62006586271767
2012-07,87.84096552568785
2012-08,90.75834987720344
2012-09,92.33586134917864
2012-10,94.16506896942411
2012-11,98.87530655557843
2012-12,101.8341250274421
2013-01,105.70502374269657
2013-02,107.80303319154115
2013-03,107.33806031467326
2013-04,110.19299486076393
2013-05,111.63626664910159
2013-06,106.5658106702592
2013-07,110.77686478057096
2013-08,113.62701357868404
2013-09,129.538767605246
2013-10,137.4288874543786
2013-11,142.09400266932377
2013-12,142.29546205884657
2014-01,134.31498532555796
2014-02,145.17619296451852
2014-03,142.22057675200978
2014-04,144.37583220256676
2014-05,150.52883243974316
2014-06,149.4042743505256
2014-07,151.83844798897172
2014-08,154.8627212630392
2014-09,157.2625535865057
2014-10,157.81362467610052
2014-11,163.6116424870075
2014-12,160.88797946985562
2015-01,174.41150083080117
2015-02,182.67446320981728
2015-03,185.77446956506503
2015-04,174.78928220487012
2015-05,179.07079176876667
2015-06,172.1026479664099
2015-07,180.089722222397
2015-08,163.74560270847832
2015-09,162.27322536422432
2015-10,179.87796936291835
2015-11,188.1993934741183
2015-12,182.82855980707157
2016-01,176.64040723331513
2016-02,164.64659103933494
2016-03,165.23728118720982
2016-04,162.99490956263494
2016-05,167.56103019203456
2016-06,165.89532038889914
2016-07,173.39242413400623
2016-08,171.58500257935185
2016-09,176.17009900632152
2016-10,168.5209007555484
2016-11,169.0101379282066
2016-12,179.44529599753193
2017-01,173.9636823488361
2017-02,182.95588886155105
2017-03,189.901301937062
2017-04,198.1528506359295
2017-05,206.15356876719144
2017-06,201.9886489555508
2017-07,199.77353090220103
2017-08,198.09274739858245
2017-09,201.24748146303392
2017-10,199.32250590802218
2017-11,195.08311369579204
2017-12,193.07249738842523
2018-01,198.86025311024716
2018-02,208.53530074943453
2018-03,203.98811356835813
2018-04,216.56458483120778
2018-05,220.062676048068
2018-06,217.76071556758228
2018-07,219.83444127892432
2018-08,226.76088740528579
2018-09,225.83908356080076
2018-10,209.5143322441145
2018-11,199.16065776754743
2018-12,195.85191734089236
2019-01,211.2415547179239
2019-02,215.55996904897273
2019-03,215.2998674524083
2019-04,214.3971346101848
2019-05,205.75781985867516
2019-06,212.70277384175682
2019-07,215.5682633877686
2019-08,210.62838934741455
2019-09,218.2032445023743
2019-10,212.93673542814025
2019-11,211.55476775834308
2019-12,218.37251794128883
2020-01,223.72889525998477
2020-02,208.4947900214182
2020-03,180.78598856653204
2020-04,198.14492026980525
2020-05,212.83168007602052
2020-06,213.27149815007627
2020-07,217.14087583723085
2020-08,232.69952951264196
2020-09,228.56579731893808
2020-10,212.44227753721555
2020-11,240.60885827134382
2020-12,241.23112618286228
2021-01,247.80054934058037
2021-02,244.98069809201007
