Date,LEBANON
2022-10,3075.074476922519
2022-11,2925.382155852991
2022-12,3171.713296220637
2023-01,3268.7939995998545
2023-02,3773.2826886814246
2023-03,4474.072319912084
2023-04,4485.016891884707
2023-05,4465.689570462363
2023-06,3909.0319292181475
2023-07,4050.5242590284774
