Date,LEBANON
2002-05,454.2948876202271
2002-06,424.1361734698282
2002-07,437.0184873227631
2002-08,419.2931193819379
2002-09,408.66197244737583
2002-10,406.60080107873006
2002-11,435.5380089070599
2002-12,396.6561137452991
2003-01,395.91311258514554
2003-02,370.0668923506244
2003-03,371.514620621028
2003-04,345.9746551330799
2003-05,364.97288059273814
2003-06,373.4203175602046
2003-07,373.2251998538366
2003-08,370.5337282213025
2003-09,344.20406087389483
2003-10,340.0830838511355
2003-11,334.9091857928362
2003-12,318.16032441551164
2004-01,335.0312848060307
2004-02,336.38936278475603
2004-03,361.46519859821433
2004-04,433.48389626810854
2004-05,403.4075828217619
2004-06,482.06500847180274
2004-07,501.295737928023
2004-08,436.7821159096379
2004-09,494.460359073209
2004-10,430.0619638502927
2004-11,457.76882853790414
2004-12,449.7611722020656
2005-01,501.23347881005714
2005-02,450.5170718991595
2005-03,512.5003238128451
2005-04,573.5238018599872
2005-05,570.4671120573063
2005-06,740.3986747148575
2005-07,848.4788389518824
2005-08,766.3085070528348
2005-09,838.7824606710113
2005-10,853.5154345646018
2005-11,887.784490652616
2005-12,1141.4359813143228
2006-01,1637.5521236029142
2006-02,1290.9771241709855
2006-03,1349.089101653088
2006-04,1313.2616930231263
2006-05,1262.4159643017795
2006-06,1316.0075806846771
2006-07,1056.886887532409
2006-08,1128.4906587039343
2006-09,1153.4800557128235
2006-10,1149.9494307083714
2006-11,975.2051797833067
2006-12,839.9947755819082
2007-01,865.9474293969848
2007-02,817.953529422195
2007-03,855.3902081385683
2007-04,837.5888645046916
2007-05,854.0102254030795
2007-06,824.7965943361243
2007-07,796.7354892414392
2007-08,796.8695331096352
2007-09,877.9779514162302
2007-10,900.1444141905645
2007-11,999.9999999999999
2007-12,1026.8589227362168
2008-01,976.1952413511617
2008-02,929.0194747497225
2008-03,989.6434962374691
2008-04,1101.2321768019274
2008-05,1380.776829565526
2008-06,1468.7305186843316
2008-07,1482.8085017341634
2008-08,1357.0533927062536
2008-09,1382.4873964961416
2008-10,1253.0744979271121
2008-11,983.9690406084458
2008-12,864.0356855601332
2009-01,846.229648301026
2009-02,865.2040914945368
2009-03,809.7451853626973
2009-04,860.8148635764568
2009-05,896.7595126625777
2009-06,1159.1650092019743
2009-07,1212.2337701270826
2009-08,1117.8752151300682
2009-09,1155.8075633018705
2009-10,1234.039548006977
2009-11,1167.4643975210295
2009-12,1222.8222883441638
2010-01,1210.68902769496
2010-02,1251.5919794181787
2010-03,1320.3172880076029
2010-04,1335.338787694252
2010-05,1435.9730774091258
2010-06,1398.5295985903529
2010-07,1280.5300480874896
2010-08,1242.072580866039
2010-09,1166.1232444720074
2010-10,1131.5234366060179
2010-11,1211.260787619683
2010-12,1196.2201639484922
2011-01,1191.2977363316013
2011-02,1119.929875814472
2011-03,1087.6479923417508
2011-04,1033.4839497522455
2011-05,1045.6943293733136
2011-06,1024.9258628913317
2011-07,1013.4587025431023
2011-08,983.5020189536754
2011-09,1009.4401191173573
2011-10,931.3095271829726
2011-11,923.9228072388694
2011-12,989.0562587670265
2012-01,963.1807550966397
2012-02,959.3448582534779
2012-03,986.1966326008535
2012-04,975.9892765993919
2012-05,991.3634573760053
2012-06,979.0852593573284
2012-07,1036.9024849742816
2012-08,981.8723477065871
2012-09,957.6298407073415
2012-10,932.7102804865403
2012-11,929.6933316658287
2012-12,978.2497734441404
2013-01,959.1737461839112
2013-02,990.9028479336035
2013-03,992.0724115695575
2013-04,1028.9248903524835
2013-05,1001.147957009854
2013-06,925.3599174325866
2013-07,919.1783709803939
2013-08,899.301263393609
2013-09,917.5670512796358
2013-10,887.325701015941
2013-11,894.17681588349
2013-12,866.6910833454971
2014-01,1004.2830353358466
2014-02,1005.2083101340261
2014-03,955.8212802946449
2014-04,975.1867760951266
2014-05,1035.1568462165455
2014-06,1019.7846861227888
2014-07,985.0559277533362
2014-08,1010.5653752936992
2014-09,1014.2456179796767
2014-10,999.3987073321649
2014-11,1019.1706684708184
2014-12,1019.1520586549026
2015-01,1076.1665267215644
2015-02,1125.1201202270624
2015-03,1183.9380167677937
2015-04,1129.7981342799867
2015-05,1180.0997934860518
2015-06,1173.4709595254376
2015-07,1171.2867616334606
2015-08,1095.1954652377199
2015-09,1095.6528508350439
2015-10,1080.774105418629
2015-11,1210.4899659495281
2015-12,1175.079341912919
2016-01,1136.3681451198825
2016-02,1126.350418975787
2016-03,1124.2572135066143
2016-04,1136.4870437945433
2016-05,1157.8573619224562
2016-06,1138.8160600491979
2016-07,1154.1022063273392
2016-08,1132.5750524410266
2016-09,1139.481444976859
2016-10,1327.4609693807838
2016-11,1333.150995648961
2016-12,1322.058180377681
2017-01,1279.658582365992
2017-02,1307.7363385973383
2017-03,1304.2463185573706
2017-04,1228.0500896236363
2017-05,1218.5414776020962
2017-06,1148.8004354397412
2017-07,1120.4004171956194
2017-08,1138.3319333129643
2017-09,1129.4008856018572
2017-10,1159.2389343173006
2017-11,1093.4297170758196
2017-12,1115.9549247342254
2018-01,1125.4809123365794
2018-02,1132.5402641061455
2018-03,1140.1064542524628
2018-04,1166.600856661668
2018-05,1176.3887473102711
2018-06,1095.8503598266793
2018-07,1078.7016724620673
2018-08,1002.4323702080059
2018-09,942.9148729267949
2018-10,1024.408587016167
2018-11,1027.5049797584234
2018-12,1021.0600328856691
2019-01,972.8589043090026
2019-02,969.2148954823593
2019-03,1014.8114067139027
2019-04,1014.828178742729
2019-05,946.4697060009249
2019-06,977.6221536970502
2019-07,948.941910516851
2019-08,904.8258709586096
2019-09,919.947386983075
2019-10,856.878216341056
2019-11,479.6704981257376
2019-12,563.0831931382392
2020-01,553.68924597797
2020-02,553.6020334657824
2020-03,576.4464778391816
2020-04,711.9195674806803
2020-05,594.3652684412566
2020-06,703.4816857475485
2020-07,709.7640906091118
2020-08,739.3135213094401
2020-09,784.7703112721473
2020-10,771.2918328842339
2020-11,725.4837855403619
2020-12,838.6126910950593
2021-01,864.2845048960297
2021-02,181.24489814486415
2021-03,1134.6202352415137
2021-04,1151.6375421523999
2021-05,1131.2459245376604
2021-06,1161.7978810482018
2021-07,1381.8847765633075
2021-08,1529.983405176916
2021-09,1404.4821977617923
2021-10,1417.6361801328349
2021-11,1521.699443938992
2021-12,1604.967445751304
2022-01,1519.95811661716
2022-02,1489.0628147926966
2022-03,1589.6358574254273
2022-04,1933.1267945994412
2022-05,3219.436863135198
2022-06,3179.320229691994
2022-07,3264.4077036261788
2022-08,3007.2618854869247
2022-09,2923.6253427669867
