Date,SRI LANKA
2021-07,468.9333282126516
2021-08,456.5549308673869
2021-09,505.9508839766408
2021-10,507.2391015362449
2021-11,490.75907304997696
2021-12,567.2596895449647
2022-01,581.6948527546925
2022-02,516.2008624334964
2022-03,284.3982907567862
2022-04,205.20339953193164
2022-05,225.61523470678546
2022-06,200.31068900018622
2022-07,203.9072437937245
2022-08,244.7568660744781
2022-09,252.3419336602542
2022-10,212.72171091094597
2022-11,227.96346186506332
2022-12,209.97664142783412
2023-01,214.29524118903635
2023-02,212.85788331163897
2023-03,219.1403216341688
2023-04,224.53007833585113
2023-05,238.9937593872326
2023-06,238.94458589609772
2023-07,257.13305102500107
