Date,BOTSWANA
2008-11,990.0126899587541
2008-12,778.4375859265272
2009-01,824.9261358363043
2009-02,760.1559433581517
2009-03,737.2361724484708
2009-04,775.7924097774281
2009-05,778.0386795640494
2009-06,831.0634330973295
2009-07,861.577015023435
2009-08,916.9891754932861
2009-09,936.437950919493
2009-10,886.9163791664854
2009-11,887.3807310527978
2009-12,888.0857728694406
2010-01,938.9166555566577
2010-02,993.4224558905062
2010-03,983.8273143187923
2010-04,998.5620587414144
2010-05,1009.4257912967262
2010-06,1001.6061928714948
2010-07,1006.1226507563504
2010-08,963.2923403655152
2010-09,914.2421973102222
2010-10,907.4870193200663
2010-11,837.1236769673396
2010-12,729.4087989323278
2011-01,776.5651969034157
2011-02,795.3067856095214
2011-03,793.6354235590122
2011-04,796.1283709438172
2011-05,808.3825578019797
2011-06,813.1996138164042
2011-07,853.3883152386344
2011-08,798.0034242462416
2011-09,705.3692588005503
2011-10,668.215148932928
2011-11,706.3937688074597
2011-12,735.3128019767864
2012-01,711.254223796275
2012-02,717.7247825328319
2012-03,751.0352346393146
2012-04,749.6211794757302
2012-05,768.9658958860749
2012-06,750.0913981492351
2012-07,774.9764180978474
2012-08,743.3344684260995
2012-09,750.7435391006743
2012-10,794.0229835775502
2012-11,861.0346762223338
2012-12,847.5266277962949
2013-01,846.1476760183009
2013-02,896.9092112608304
2013-03,1047.408714314667
2013-04,1077.6889093624493
2013-05,1001.0819906432608
2013-06,978.639722274969
2013-07,942.3778234963091
2013-08,888.9822562977089
2013-09,906.7713552236576
2013-10,947.5722773261684
2013-11,978.5792460271813
2013-12,966.7917826640337
2014-01,981.5745158046243
2014-02,963.2223775569568
2014-03,924.0693361669669
2014-04,875.4286952504677
2014-05,878.3745929336995
2014-06,906.6800913388697
2014-07,973.5966219719479
2014-08,1010.6333929265132
2014-09,1037.8967212056964
2014-10,1101.9936090924432
2014-11,1091.6774951041975
2014-12,1088.3276720365227
2015-01,1108.8067693567082
2015-02,1119.2430278287457
2015-03,1152.5182532947404
2015-04,1291.026091657411
2015-05,1421.138338770965
2015-06,1343.2558618410308
2015-07,1395.6670986189592
2015-08,1254.6902811273737
2015-09,1219.771231246348
2015-10,1230.894128747551
2015-11,1240.8290600920955
2015-12,1157.2512613052363
2016-01,1089.9940767291566
2016-02,1027.1316922206797
2016-03,1045.5459000906903
2016-04,1100.2689848736645
2016-05,1058.422426860091
2016-06,1026.3928489633684
2016-07,1012.0053793969392
2016-08,846.2321100261432
2016-09,958.0197125390818
2016-10,1028.2006298631634
2016-11,906.8087082740913
2016-12,919.8727769867988
2017-01,892.3937987643428
2017-02,930.6626654361033
2017-03,897.9024439038201
2017-04,918.5915066614857
2017-05,929.0349362814549
2017-06,839.1449309242837
2017-07,796.3970669105385
2017-08,729.9569999956229
2017-09,785.3310708638176
2017-10,774.9335843420423
2017-11,762.409982593507
2017-12,797.5966833766565
2018-01,825.8918832488439
2018-02,852.4866099269785
2018-03,742.5596452089511
2018-04,828.6608160179885
2018-05,826.239660141945
2018-06,738.5500252495854
2018-07,730.5106835913997
2018-08,656.198493481103
2018-09,571.754215389834
2018-10,564.7508341662862
2018-11,578.8370187863272
2018-12,510.81474376349627
2019-01,469.33481965635906
2019-02,454.6428528252334
2019-03,459.2876552031744
2019-04,456.1259143969495
2019-05,431.3020577167933
2019-06,412.606525475341
2019-07,378.36075457887733
2019-08,241.69718401475
2019-09,255.71296532961114
2019-10,234.2952175838878
2019-11,212.24741137532712
2019-12,216.8527637268896
2020-01,257.05158515306283
2020-02,264.85915735312665
2020-03,235.53086789717986
2020-04,224.63643407126668
2020-05,241.87382411787664
2020-06,208.24611531193798
2020-07,172.9406405616476
2020-08,183.13428368598815
2020-09,191.1665484231806
2020-10,206.50157005932627
2020-11,219.120026460041
2020-12,226.70812341445765
2021-01,234.11148762620329
2021-02,234.06657518957667
2021-03,221.6625416119058
2021-04,278.3340420606017
2021-05,292.0666065636113
2021-06,310.28064276895583
2021-07,365.6040768852522
2021-08,374.87716294410876
2021-09,410.62791225806546
2021-10,432.66777911947145
2021-11,495.1120015551083
2021-12,501.8185060404448
2022-01,524.5671815500668
2022-02,622.3898737622548
2022-03,677.2745233978337
2022-04,676.6790033427868
2022-05,684.7153201271551
2022-06,602.0206552255055
2022-07,584.898978163871
2022-08,565.5622045832083
2022-09,498.225947264867
2022-10,481.331715785562
2022-11,495.70725282011585
2022-12,481.9290043406348
2023-01,469.9645254511598
2023-02,465.52240032712325
