Date,BRAZIL
2009-09,388.71640129839227
2009-10,395.5396881651465
2009-11,420.7416325814591
2009-12,447.2154956352796
2010-01,411.1235899102243
2010-02,437.72212884575185
2010-03,473.6284901822586
2010-04,477.5343041066037
2010-05,463.0587287993213
2010-06,443.29949915985515
2010-07,474.02941252449807
2010-08,470.1895146415392
2010-09,484.1044397572109
2010-10,482.28772589613817
2010-11,490.3034615429895
2010-12,509.58206154173166
2011-01,477.71189406920604
2011-02,488.3580664114793
2011-03,494.1403528659839
2011-04,469.4459801902181
2011-05,469.29204709774234
2011-06,463.7565100400103
2011-07,447.7580401035138
2011-08,417.85522880577986
2011-09,365.9839964101759
2011-10,420.17985083816546
2011-11,404.9592516553808
2011-12,411.5596997365811
2012-01,470.0667329506824
2012-02,485.08133506518953
2012-03,456.3405691910659
2012-04,430.6335593241053
2012-05,394.4216272591552
2012-06,388.6161628535901
2012-07,406.23663127988874
2012-08,398.6628075277921
2012-09,401.5480339254063
2012-10,394.92646389313353
2012-11,381.7049519782564
2012-12,405.4339841992296
2013-01,405.1962822495096
2013-02,410.24441672456135
2013-03,412.9159637109194
2013-04,409.25960298125284
2013-05,386.7487544047509
2013-06,337.27538190303335
2013-07,325.12815586414933
2013-08,320.53139431793204
2013-09,351.0549270082908
2013-10,370.6864969725099
2013-11,345.5076973675564
2013-12,325.6776541041488
2014-01,297.5225999769621
2014-02,300.92413509325576
2014-03,334.7259890271564
2014-04,345.2252858692765
2014-05,344.64063608753366
2014-06,362.1728019318082
2014-07,377.5234591417605
2014-08,425.8256970957221
2014-09,358.6852478165388
2014-10,363.41091571855316
2014-11,348.08968824210507
2014-12,318.78595753405426
2015-01,319.8031937906736
2015-02,330.846052003749
2015-03,306.5799923449689
2015-04,343.2089965562873
2015-05,309.603355050342
2015-06,316.08227366183684
2015-07,279.82485402373885
2015-08,236.83241383700542
2015-09,209.4912423203056
2015-10,222.69144429866154
2015-11,225.57723467296813
2015-12,208.20383987424222
2016-01,193.7063540640643
2016-02,204.9092724590191
2016-03,255.007563146146
2016-04,280.0885082325976
2016-05,248.83925417213868
2016-06,297.9295716399377
2016-07,325.5137211137491
2016-08,329.67906493821795
2016-09,327.8439029507663
2016-10,383.0311865923419
2016-11,351.4658908528519
2016-12,356.46327206951275
2017-01,385.2577535902351
2017-02,408.8963140560065
2017-03,387.9675980378855
2017-04,380.8816777757781
2017-05,350.34346280331124
2017-06,339.5358804706576
2017-07,364.4189571163784
2017-08,384.20371422340855
2017-09,402.7425889792348
2017-10,395.2766052347732
2017-11,374.1865264993513
2017-12,388.6071006894505
2018-01,437.6487403833209
2018-02,438.0156634111931
2018-03,426.34155102285155
2018-04,416.6811825591382
2018-05,360.6644121477164
2018-06,330.58410645725087
2018-07,368.8582930054262
2018-08,328.87458256515663
2018-09,352.48532773341435
2018-10,425.7508081793968
2018-11,417.66892208726847
2018-12,406.20412122521856
2019-01,476.55185348293196
2019-02,458.6282188055428
2019-03,447.2102022055794
2019-04,444.7011911460672
2019-05,454.8908641932275
2019-06,472.5807723143231
2019-07,495.7047426228916
2019-08,454.90898865686194
2019-09,471.04249098468824
2019-10,489.5028691748904
2019-11,473.4894140506369
2019-12,522.4872039859713
2020-01,489.67046743879916
2020-02,429.7754593258777
2020-03,266.02353801034184
2020-04,280.9092365152362
2020-05,300.1739849891645
2020-06,319.26839862118396
2020-07,346.3970660437253
2020-08,312.0456701421589
2020-09,295.6463867952876
2020-10,290.08271432402137
2020-11,349.5249307786046
2020-12,388.18265398782216
2021-01,360.32639009258907
2021-02,337.86778803046326
2021-03,363.7965929010546
2021-04,378.0796428307115
2021-05,408.10394000222095
2021-06,443.1452966999433
2021-07,416.0057176652753
2021-08,408.47958450429076
2021-09,361.90469768128554
2021-10,329.6850607307419
2021-11,333.9971993014626
2021-12,344.9665646434908
2022-01,395.5210479379104
2022-02,413.29051324532753
2022-03,479.2256736917469
2022-04,436.11900862775997
2022-05,465.48284443143353
2022-06,385.5662313973246
2022-07,417.1662915947557
2022-08,450.1100436178534
2022-09,446.61684293687074
2022-10,480.8538660703618
2022-11,448.2049162389803
2022-12,419.5958629949725
2023-01,440.93541142812035
2023-02,409.97830571177803
2023-03,399.0951656946006
2023-04,406.0967778951419
2023-05,423.2652296742313
2023-06,479.5897750596416
2023-07,497.7855747719558
