Date,CZECH REPUBLIC
2010-02,626.8223630829983
2010-03,647.0654769118245
2010-04,665.9395954938609
2010-05,634.1884453648029
2010-06,617.7669480207442
2010-07,660.5213398323947
2010-08,644.9500917829224
2010-09,648.8078948528054
2010-10,638.4480129978076
2010-11,607.4089283642895
2010-12,637.4005239224753
2011-01,680.0948069671949
2011-02,665.9505293855484
2011-03,700.9315078709865
2011-04,746.2636544920308
2011-05,725.190274719253
2011-06,724.4353241251288
2011-07,714.3055233021452
2011-08,669.0443861567286
2011-09,611.1291790673204
2011-10,628.4091585390642
2011-11,599.744718902914
2011-12,619.3436165870642
2012-01,638.9562123364959
2012-02,665.2222447709373
2012-03,659.773002307372
2012-04,632.0171883863599
2012-05,583.8697155450467
2012-06,609.162353057664
2012-07,612.843482773941
2012-08,689.2597206042892
2012-09,662.1388345502004
2012-10,655.4811885555191
2012-11,605.0265494339675
2012-12,624.9180952589817
2013-01,570.3442689671477
2013-02,568.4178672003341
2013-03,550.902109726621
2013-04,535.8229118478404
2013-05,531.4885877051285
2013-06,498.73669230397775
2013-07,502.39094877542146
2013-08,516.9084680281954
2013-09,542.44675031208
2013-10,602.1551795624137
2013-11,564.1962411953087
2013-12,534.9317778385894
2014-01,530.5609803114273
2014-02,562.5841129298855
2014-03,575.3320463210084
2014-04,583.8396755119611
2014-05,582.105565221388
2014-06,586.4676496614746
2014-07,576.9551726819565
2014-08,612.7718093587655
2014-09,660.8981112728537
2014-10,596.359838018072
2014-11,613.1706904686083
2014-12,582.5040668407134
2015-01,583.4143018896142
2015-02,623.5440735576419
2015-03,635.8406675949598
2015-04,649.1940384694605
2015-05,631.8405658319367
2015-06,623.1697352909039
2015-07,649.1414464951578
2015-08,621.8763073855291
2015-09,580.8423753038358
2015-10,564.6292492858668
2015-11,553.4851881207641
2015-12,529.3420872396778
2016-01,528.6573581543768
2016-02,473.49453002093696
2016-03,530.4348903547998
2016-04,543.86331250479
2016-05,528.1275506873745
2016-06,510.7924114888623
2016-07,549.2892953898479
2016-08,495.1097690193727
2016-09,503.1063317703945
2016-10,539.0399146498852
2016-11,497.7206325213743
2016-12,517.9117882310027
2017-01,517.0360714820848
2017-02,538.9733746997204
2017-03,539.6208400047964
2017-04,550.6640089663704
2017-05,564.8185552951115
2017-06,547.1713705331841
2017-07,562.4504731020304
2017-08,567.8290820638379
2017-09,580.907805737841
2017-10,602.0843626711712
2017-11,600.8668544372156
2017-12,616.2137488046153
2018-01,643.6389308000618
2018-02,627.3032248665215
2018-03,640.1825177144447
2018-04,645.6923200265954
2018-05,638.8600292458765
2018-06,638.0440626865714
2018-07,674.3511468606653
2018-08,663.8704479173031
2018-09,666.9576494183922
2018-10,630.220249369146
2018-11,643.6679509396218
2018-12,618.5104696245205
2019-01,656.6369241149323
2019-02,664.3379592072573
2019-03,653.7365177144663
2019-04,639.3976381244881
2019-05,644.1780481906218
2019-06,661.4180735693948
2019-07,660.0662333498979
2019-08,631.7371495259986
2019-09,620.9493390486396
2019-10,626.6970429554067
2019-11,631.7123730251907
2019-12,656.4789176593385
2020-01,640.5705381070213
2020-02,569.2325346227032
2020-03,412.9616363882531
2020-04,460.06561701262274
2020-05,471.52765202709014
2020-06,500.67505611449394
2020-07,472.5646967796279
2020-08,488.5381497185483
2020-09,449.8870776176989
2020-10,446.0080270823671
2020-11,528.5915593313248
2020-12,578.2859612605713
2021-01,593.3002106912222
2021-02,612.9612754632423
2021-03,635.2821444708146
2021-04,655.8138303200083
2021-05,714.3923612670183
2021-06,721.2633461174128
2021-07,738.2380691695228
2021-08,800.1060825627441
2021-09,842.9799639183148
2021-10,835.6841302424435
2021-11,861.7037284894565
2021-12,964.5282258822311
2022-01,976.9690766798075
2022-02,946.8025048380497
2022-03,1016.5169211577764
2022-04,1045.2198164983665
2022-05,1085.5850390622604
2022-06,1042.0406429404072
2022-07,1064.9292706512933
2022-08,981.1304320707535
2022-09,899.0540845347516
2022-10,896.7158562076014
2022-11,902.1314192455363
2022-12,879.3093953559696
2023-01,1012.0904684135688
2023-02,1144.1634110952505
2023-03,1148.6683494671322
2023-04,1217.1052949783432
2023-05,1085.0037266062193
2023-06,1085.0579157025895
2023-07,1155.0516282903263
