Date,BRAZIL ADR
2011-09,832.8275282188815
2011-10,947.9396994127632
2011-11,933.2192762582858
2011-12,951.3757786650792
2012-01,1067.7121267003179
2012-02,1082.6288893273631
2012-03,1026.059814380334
2012-04,960.9226180406829
2012-05,888.1091039161225
2012-06,876.862971216212
2012-07,908.2182018353728
2012-08,886.8378113231349
2012-09,895.0066559146488
2012-10,874.8389315616772
2012-11,836.1913090594304
2012-12,905.6074904659496
2013-01,889.8773058196191
2013-02,884.5439591662793
2013-03,901.9712286296673
2013-04,902.4611785124664
2013-05,844.1261269421917
2013-06,728.9012400588394
2013-07,709.0898927971107
2013-08,705.9606454621835
2013-09,777.693770702874
2013-10,811.9314257891377
2013-11,760.9619263278084
2013-12,720.2280095807665
2014-01,639.1254679382066
2014-02,646.8008396941677
2014-03,710.5454438365977
2014-04,750.8964614813823
2014-05,742.2771034109549
2014-06,772.6533229913513
2014-07,831.4954615387206
2014-08,937.2989583722497
2014-09,782.9902169228424
2014-10,762.8685196963413
2014-11,728.4300400898875
2014-12,647.9429003512519
2015-01,632.920321166436
2015-02,669.7368099163448
2015-03,605.2819315659451
2015-04,690.9090170287137
2015-05,618.1471233090984
2015-06,621.2925945901095
2015-07,546.3161280700431
2015-08,469.99449301271494
2015-09,412.389252890497
2015-10,430.83684615693875
2015-11,436.64284206600837
2015-12,395.14349341439964
2016-01,367.32931851576353
2016-02,382.4098990730238
2016-03,476.89454229720224
2016-04,539.8696524386762
2016-05,462.72531829293877
2016-06,553.7797323198103
2016-07,608.5708185732162
2016-08,628.5818646016801
2016-09,631.0232746770236
2016-10,747.3096150995726
2016-11,703.8423484067648
2016-12,693.6293749635669
2017-01,772.2152098453435
2017-02,809.3029216758258
2017-03,774.2782389525761
2017-04,747.597954433541
2017-05,683.5226355816562
2017-06,663.712772541782
2017-07,711.0357857811453
2017-08,751.4864132833808
2017-09,782.0529044949999
2017-10,775.4796183324776
2017-11,729.164732660795
2017-12,776.0766607422179
2018-01,875.525031823824
2018-02,892.9804212575552
2018-03,876.1985773364526
2018-04,862.3325214265932
2018-05,751.0188682505973
2018-06,678.5959139036872
2018-07,769.8106907183128
2018-08,699.7749120402768
2018-09,741.2227844974195
2018-10,886.931334705785
2018-11,868.7596345937529
2018-12,831.6740590653077
2019-01,958.5946520601851
2019-02,921.6099972034153
2019-03,913.1450883375089
2019-04,911.5786576103657
2019-05,903.3030792625201
2019-06,941.7712377320379
2019-07,949.9379606008075
2019-08,856.8632764716928
2019-09,890.7213329179068
2019-10,924.2138210034504
2019-11,881.496858709125
2019-12,979.1350274160862
2020-01,873.4035298975737
2020-02,762.1460858840506
2020-03,476.05905964078386
2020-04,487.32591104143177
2020-05,525.3400041826071
2020-06,558.8601267372293
2020-07,583.4872958677698
2020-08,525.9157009911642
2020-09,508.78976345128444
2020-10,501.0903383403677
2020-11,642.6240209591779
2020-12,726.1755915909521
2021-01,661.7432467293355
2021-02,619.5849611139836
2021-03,694.5688253680158
2021-04,732.014685925641
2021-05,806.465925921662
2021-06,891.1972267082216
2021-07,821.1993420193257
2021-08,806.4459798966993
2021-09,723.0136240936803
2021-10,668.761204289437
2021-11,688.2751983859081
2021-12,730.6134275300592
2022-01,837.126030669553
2022-02,885.8676059767943
2022-03,1008.8465922279627
2022-04,939.7381810792215
2022-05,1010.5690880928466
2022-06,844.0382594819133
2022-07,910.8798193639706
2022-08,973.3213104026437
2022-09,969.6986308528817
2022-10,1014.6136581766083
2022-11,1003.6003604497034
2022-12,931.2079441480729
2023-01,985.5896457212905
2023-02,921.8941887909938
2023-03,890.6979033845155
2023-04,887.1055654252498
2023-05,917.3576463693369
2023-06,1039.002617384917
2023-07,1079.965963003528
