Date,BRAZIL ADR
2003-05,136.3669357001788
2003-06,141.2933244718132
2003-07,150.38340028216965
2003-08,170.64695785156118
2003-09,166.846881690279
2003-10,179.17562570321482
2003-11,182.89566982317737
2003-12,205.30318795105657
2004-01,202.57045725058074
2004-02,210.1583724074993
2004-03,211.2390025089034
2004-04,184.88109688618954
2004-05,179.33505634178113
2004-06,189.59210064239005
2004-07,201.06006595813534
2004-08,213.1102989132392
2004-09,229.33566028455292
2004-10,227.94681403837012
2004-11,241.09285669274126
2004-12,260.12783463364997
2005-01,264.9797154214997
2005-02,304.2011441112235
2005-03,283.42131619861203
2005-04,275.01501911826836
2005-05,310.3304792939589
2005-06,332.725138087512
2005-07,341.1151633525841
2005-08,376.86054515792046
2005-09,450.6365207740114
2005-10,432.77666473260285
2005-11,474.8763670140099
2005-12,475.5054314248238
2006-01,581.2859027952248
2006-02,585.4459855472168
2006-03,557.8895202794602
2006-04,584.5846394311407
2006-05,486.8147285716458
2006-06,513.4839686727081
2006-07,522.7143701991242
2006-08,513.2907832919284
2006-09,509.96079387627094
2006-10,553.0776521427164
2006-11,563.3832318574671
2006-12,610.0478083600873
2007-01,630.7171322047589
2007-02,593.8505568707996
2007-03,633.742763846588
2007-04,660.7959973020711
2007-05,753.5263504008872
2007-06,773.5300984433586
2007-07,802.5259858549651
2007-08,785.988446215202
2007-09,916.5513246607679
2007-10,1050.2909335148315
2007-11,984.0106707380457
2007-12,1023.9293996597985
2008-01,959.4801294981337
2008-02,1025.391646942509
2008-03,907.9411000941883
2008-04,1074.0209460514006
2008-05,1181.8226444358081
2008-06,1073.422826516835
2008-07,959.2193575012825
2008-08,930.9048296898223
2008-09,785.5595440248314
2008-10,570.3356655411372
2008-11,512.2400576885605
2008-12,492.5472501916938
2009-01,548.2128698731364
2009-02,537.451517920621
2009-03,560.3682623923806
2009-04,668.214937644384
2009-05,769.415246479418
2009-06,739.6778340849496
2009-07,789.5073067230829
2009-08,780.7205414346997
2009-09,899.5477559904951
2009-10,920.0210161874252
2009-11,1000.0
2009-12,1049.2565264791215
2010-01,941.4725034595342
2010-02,1012.5817915710664
2010-03,1100.4710998146618
2010-04,1098.1428024401446
2010-05,1032.686696897619
2010-06,1001.1250502149638
2010-07,1063.9740593036088
2010-08,1046.832350925671
2010-09,1094.6265336172373
2010-10,1084.19038250024
2010-11,1114.1694350789526
2010-12,1183.9847090959909
2011-01,1122.055538432744
2011-02,1141.4205897159197
2011-03,1146.652702785128
2011-04,1088.8457755630984
2011-05,1083.8086495041973
2011-06,1069.3529272563792
2011-07,1038.9842254076507
2011-08,957.1005186759844
