Date,GERMANY
1998-12,100.0
1999-01,105.11002425271519
1999-02,99.76206594488282
1999-03,98.68962574568762
1999-04,107.24769509697722
1999-05,102.18490195937181
1999-06,109.07647205954866
1999-07,103.41946036845025
1999-08,106.60573225225991
1999-09,104.31078521090815
1999-10,111.41188499823983
1999-11,119.5264458878875
1999-12,140.63163217347926
2000-01,139.07069796137336
2000-02,156.08555464264145
2000-03,154.51564694270192
2000-04,148.2109208866275
2000-05,141.10133905961942
2000-06,136.1161024643506
2000-07,140.27751774998052
2000-08,139.47807662811778
2000-09,133.17679755029124
2000-10,139.6578012789113
2000-11,125.98968302252105
2000-12,126.73822700746908
2001-01,132.72529315706583
2001-02,123.30704620238158
2001-03,114.8424802672447
2001-04,122.40949297348226
2001-05,119.8892536328016
2001-06,119.31484039033957
2001-07,115.948978544683
2001-08,103.72596016986404
2001-09,86.65109992231288
2001-10,91.46606634313908
2001-11,100.08933624186474
2001-12,103.71979535984218
2002-01,102.3821409530968
2002-02,100.55263533053939
2002-03,107.66775295160261
2002-04,101.13674585544915
2002-05,96.51337624490628
2002-06,88.59276919734863
2002-07,74.5034611111781
2002-08,74.8036999351356
2002-09,56.155605806995545
2002-10,63.87414019498603
2002-11,67.19145189698538
2002-12,58.80378789466321
2003-01,56.080170111375864
2003-02,51.98548274898026
2003-03,49.411257380353405
2003-04,59.626576387049546
2003-05,60.251832727007326
2003-06,64.84681417913274
2003-07,70.07829977343002
2003-08,70.6463798567434
2003-09,66.11583749676969
2003-10,74.11803099416795
2003-11,75.70215259060635
2003-12,80.13597248089873
2004-01,82.25439972177462
2004-02,81.55860409155419
2004-03,78.56350242039794
2004-04,80.90622015454072
2004-05,79.70643783628917
2004-06,82.32679699482269
2004-07,79.11164131390692
2004-08,76.90263300875185
2004-09,79.2222102322874
2004-10,80.49301319815788
2004-11,83.83650747098993
2004-12,86.38749655628992
2005-01,86.55881272007021
2005-02,88.45653105890902
2005-03,88.29683623448062
2005-04,84.79776320347167
2005-05,90.36839710007456
2005-06,93.01953986221596
2005-07,99.18177651921548
2005-08,98.26502439318084
2005-09,102.498863442587
2005-10,99.98799252221926
2005-11,105.15470223471605
2005-12,109.42357105710175
2006-01,115.26972909380359
2006-02,117.99887221179047
2006-03,121.37739846251213
2006-04,122.33152180014987
2006-05,115.1119570444692
2006-06,114.48289265923215
2006-07,114.3072173459994
2006-08,118.10844631544293
2006-09,121.14627368858463
2006-10,126.25782377330921
2006-11,127.15904348793977
2006-12,133.10748361472758
2007-01,136.97123596879487
2007-02,135.96644258895896
2007-03,140.83828414556805
2007-04,150.36443063494943
2007-05,158.86493640938815
2007-06,161.26273573294634
2007-07,153.3051354085302
2007-08,154.18994949338077
2007-09,158.79026854796743
2007-10,163.35500256167973
2007-11,159.0066502574204
2007-12,162.31793633421023
2008-01,138.10838813213098
2008-02,136.46982532353078
2008-03,132.17415124067338
2008-04,140.41409123392583
2008-05,142.88463169301468
2008-06,129.72639096731322
2008-07,129.62551467602765
2008-08,128.98204147572054
2008-09,115.59310242213557
