Date,GERMANY
2008-10,98.63481544747194
2008-11,89.74594255453259
2008-12,92.41505543575028
2009-01,83.3890970241133
2009-02,73.58176155520778
2009-03,77.84836460624543
2009-04,91.02934338179071
2009-05,93.41331901917488
2009-06,91.03020417395233
2009-07,100.667423652356
2009-08,103.60103533152771
2009-09,107.64927605583567
2009-10,102.40147256834705
2009-11,105.80646050793293
2009-12,112.05777339351323
2010-01,105.61566755551418
2010-02,105.17649005428315
2010-03,115.67428022490182
2010-04,115.38747734160368
2010-05,111.48799309314141
2010-06,111.43212483010939
2010-07,114.71595667433219
2010-08,110.61957575978131
2010-09,116.63042107219502
2010-10,123.50249447100096
2010-11,125.16674522843367
2010-12,129.955659059501
2011-01,132.61394518064353
2011-02,136.22810546068945
2011-03,132.03488622501882
2011-04,140.37685169039608
2011-05,135.826944757406
2011-06,137.34049743513035
2011-07,133.17163763841756
2011-08,108.21862612827259
2011-09,102.40494376048277
2011-10,114.37005926956292
2011-11,113.52689356472338
2011-12,110.01423433280759
2012-01,120.62137154469096
2012-02,127.95333768922251
2012-03,129.67032825619043
2012-04,126.33110535875846
2012-05,116.70495231948192
2012-06,119.15991449993123
2012-07,125.88206672156583
2012-08,129.38786087568099
2012-09,133.92192022705123
2012-10,135.16421110021298
2012-11,138.17954970175055
2012-12,141.79849260208778
2013-01,145.1118383368766
2013-02,144.76245317470722
2013-03,145.84546353198755
2013-04,147.59054501771848
2013-05,154.7992131373083
2013-06,147.97850588576134
2013-07,154.25661287101622
2013-08,151.30692072034856
2013-09,160.1631395066292
2013-10,168.58067092480567
2013-11,175.48532227910385
2013-12,178.2262645629455
2014-01,173.12041023476257
2014-02,180.36395483142005
2014-03,177.5928315859796
2014-04,178.04417815536075
2014-05,183.5379800384095
2014-06,181.7158666346567
2014-07,173.9719541832222
2014-08,175.13722823233138
2014-09,174.956020915544
2014-10,172.8310823816827
2014-11,184.75698004229022
2014-12,181.93379889456116
2015-01,198.5463635939158
2015-02,211.87911368966732
2015-03,221.95537181179412
2015-04,212.23664562578406
2015-05,210.7791207070616
2015-06,201.9930378764416
2015-07,209.1774692214086
2015-08,190.77494826866678
2015-09,179.6640219529597
2015-10,200.82936175582043
2015-11,210.0733578249057
2015-12,198.83535548742
2016-01,181.8018233818159
2016-02,176.390980728644
2016-03,184.80126642214321
2016-04,185.8854675272573
2016-05,189.39367698170977
2016-06,178.99473697920212
2016-07,191.02896831631816
2016-08,195.6454747478034
2016-09,194.65683735185104
2016-10,196.5334884460648
2016-11,195.58065852163745
2016-12,210.41577204364765
2017-01,211.77166634668274
2017-02,216.76370664616323
2017-03,224.86167601943163
2017-04,227.46162607379472
2017-05,229.98180367734372
2017-06,224.4026200861274
2017-07,221.04521781589548
2017-08,219.73714499334346
2017-09,233.25596516243667
2017-10,240.33505555401132
2017-11,237.62588924667529
2017-12,236.02070656651915
2018-01,240.9890537854182
2018-02,228.3512991738851
2018-03,222.19300375997858
2018-04,230.5777646796309
2018-05,230.2911292895602
2018-06,224.79256742708307
2018-07,233.9617496681449
2018-08,228.1594374133348
2018-09,224.6717627948248
2018-10,210.86627084809498
2018-11,206.71706544003416
2018-12,192.95197286968607
2019-01,204.9659780080458
2019-02,210.12158139633948
2019-03,210.0072013231764
2019-04,224.80670289350303
2019-05,211.18918737161337
2019-06,221.80853683962837
2019-07,218.96627585477006
2019-08,214.84872227083096
2019-09,222.3510573242731
2019-10,230.13261045527668
2019-11,237.0653335151561
2019-12,237.3195289843679
2020-01,233.0058151687652
2020-02,213.3518392576019
2020-03,177.22023672034115
2020-04,194.72619672672784
2020-05,208.30089062509944
2020-06,219.08140894854307
2020-07,218.52300474032245
2020-08,229.89350286673312
2020-09,227.3014423003871
2020-10,205.33805542677615
2020-11,234.26627952514843
2020-12,242.8581050714464
2021-01,240.104177941455
2021-02,245.15809197934698
2021-03,263.5281896074911
2021-04,265.9983896914315
2021-05,269.9344007090217
2021-06,273.442048472421
2021-07,273.71325378532214
2021-08,278.6226351925567
2021-09,267.89157887670484
2021-10,274.0670355032361
2021-11,263.389383998791
2021-12,275.24752517242996
2022-01,268.91573780593325
2022-02,249.86096525688714
2022-03,245.07010683504694
2022-04,237.32036893966165
2022-05,240.85455964558935
2022-06,213.53020886139856
2022-07,224.0850852476563
2022-08,212.75041477499852
2022-09,199.1936973373678
2022-10,215.89687089523616
2022-11,236.18479578332858
2022-12,227.76065925086473
2023-01,251.5872696900504
2023-02,252.77137662946922
2023-03,256.59212282282925
2023-04,261.14473863174055
2023-05,255.2673789032406
2023-06,262.6662585399837
2023-07,267.8692712535085
