Date,BELGIUM
1998-12,100.0
1999-01,100.11229488413899
1999-02,98.88512355275104
1999-03,94.82681141601086
1999-04,93.63941291630235
1999-05,89.71560756945127
1999-06,91.79489864744181
1999-07,89.39944975935025
1999-08,95.16452883787802
1999-09,91.5306513333485
1999-10,92.33629711518034
1999-11,93.5616942697012
1999-12,100.44519818106386
2000-01,83.69656519134654
2000-02,81.40833291377554
2000-03,82.07203524549551
2000-04,83.76326204783203
2000-05,85.40183768085338
2000-06,88.19005491431747
2000-07,92.28950501208857
2000-08,94.56412879788061
2000-09,91.4029880132989
2000-10,93.77696784711631
2000-11,88.19727596430579
2000-12,89.17325065002669
2001-01,87.73422754507442
2001-02,88.82612205029973
2001-03,84.07952276946622
2001-04,83.1208752190595
2001-05,82.91412946079495
2001-06,85.31827285893887
2001-07,87.97896949319933
2001-08,86.43298225409094
2001-09,77.97171208209143
2001-10,76.20810475318773
2001-11,79.14170407760497
2001-12,83.78453212029491
2002-01,82.0204445770165
2002-02,80.75307195079122
2002-03,81.96209420468672
2002-04,82.94580907965944
2002-05,82.0570199550575
2002-06,76.16338054604043
2002-07,66.26563002383045
2002-08,66.6872813121662
2002-09,55.19175738703166
2002-10,59.80810842840914
2002-11,62.01632833186397
2002-12,60.45010003523138
2003-01,55.84786705851804
2003-02,49.25753598167131
2003-03,48.11654017955745
2003-04,55.52874044422422
2003-05,57.863075969718906
2003-06,59.179363402182645
2003-07,61.76920542446964
2003-08,62.272172850202686
2003-09,62.29096033756431
2003-10,65.40382623531637
2003-11,65.66239626316434
2003-12,68.05879119304906
2004-01,72.25356258061808
2004-02,75.32763873289485
2004-03,72.0408962449612
2004-04,74.16819694339578
2004-05,74.65886488235058
2004-06,77.1358303693985
2004-07,76.947354156118
2004-08,79.80024839939394
2004-09,83.98415250819635
2004-10,86.83040093628728
2004-11,88.48090705413361
2004-12,90.646889508218
2005-01,92.64521710767941
2005-02,95.91313504119861
2005-03,96.81282732767221
2005-04,94.50819927988434
2005-05,97.280708784773
2005-06,99.53909108081947
2005-07,103.48263694909252
2005-08,103.48808847775045
2005-09,106.95902830774003
2005-10,104.99718987641695
2005-11,109.17166502324113
2005-12,113.90662329933681
2006-01,118.4959360664908
2006-02,122.20062024993838
2006-03,122.70426263947199
2006-04,124.47085293980638
2006-05,117.9338044804375
2006-06,117.10852690563352
2006-07,120.55906432906237
2006-08,126.00354696824152
2006-09,131.61407559223503
2006-10,134.4223358496785
2006-11,131.9994235502487
2006-12,139.24293362100465
2007-01,141.6536828614066
2007-02,138.54948595768357
2007-03,143.38276939886302
2007-04,146.7844601744126
2007-05,149.00026027578016
2007-06,147.66325503178467
2007-07,139.82528138634916
2007-08,136.01949974033525
2007-09,133.56662348841476
2007-10,137.22619693686036
2007-11,123.91220626755448
2007-12,122.16105682994922
2008-01,108.62087311432764
2008-02,108.47786143955832
2008-03,109.23544220177429
2008-04,116.81834158081892
2008-05,110.75765492305267
2008-06,88.48882698831463
2008-07,81.85091519945354
2008-08,86.50739726405784
2008-09,67.66917198541955
2008-10,47.55731091976733
2008-11,42.594497976323716
2008-12,43.064721647706165
2009-01,46.059048660046194
2009-02,42.20838493357756
2009-03,43.1217186027228
2009-04,48.54086054930947
2009-05,51.92322279295834
2009-06,51.41438028138379
2009-07,55.26674285714126
2009-08,60.24387560941753
2009-09,63.498321466998306
2009-10,61.70284842376065
2009-11,62.911422995804585
2009-12,65.7110176272266
2010-01,66.07115102503121
2010-02,66.39731243455181
2010-03,68.96307624083137
2010-04,67.55444170358254
2010-05,67.48151620523774
2010-06,66.48205560559512
2010-07,69.0138488474911
2010-08,68.07114624752724
2010-09,71.3378139536083
2010-10,73.0291427438079
2010-11,68.34659018149748
2010-12,69.98221714106404
2011-01,69.78345899007132
2011-02,71.12683044274651
2011-03,69.8203389955189
2011-04,74.82023854971654
2011-05,73.71380095595585
2011-06,70.01286900371136
2011-07,67.66759479105828
2011-08,63.36506906497466
2011-09,61.200357728129966
2011-10,62.0536913519508
2011-11,62.66269551243363
2011-12,64.64309845076218
2012-01,66.6127416201549
2012-02,71.1748896676651
2012-03,74.97521981913238
2012-04,73.88714392494823
2012-05,72.48058478989812
2012-06,78.91456034852003
2012-07,81.96058494915688
2012-08,84.8402425803588
2012-09,85.66200918416125
2012-10,84.53278379666959
2012-11,88.2952548882222
2012-12,88.82511947658915
2013-01,88.9245428095847
2013-02,95.20369190231553
2013-03,99.28454873731222
2013-04,97.92719649715526
2013-05,98.22283398490045
2013-06,93.71917269040934
2013-07,99.09031003099399
2013-08,98.29007665756563
2013-09,102.23468004377767
2013-10,106.73333701731708
2013-11,105.82312056572741
2013-12,108.4551549211386
2014-01,104.09381327092349
