Date,JORDAN
2019-06,201.8821898781703
2019-07,205.05557021195332
2019-08,203.1851238137464
2019-09,201.473599527074
2019-10,197.60191964812003
2019-11,198.0323817715635
2019-12,198.0939368962736
2020-01,206.57146115030807
2020-02,202.38204259661845
2020-03,182.51357885038132
2020-04,182.69678871407558
2020-05,171.89320806444778
2020-06,161.29185088332935
2020-07,151.54391942235995
2020-08,149.6061750569976
2020-09,155.4356892079551
2020-10,153.36079787259447
2020-11,94.28910876933281
2020-12,94.00684088555178
2021-01,96.51453487625143
2021-02,94.53195780487836
2021-03,97.77447524973611
2021-04,98.15038840811593
2021-05,122.18876300122683
2021-06,128.5156030158903
2021-07,125.73897652148172
2021-08,125.38051056423463
2021-09,125.03561048940918
2021-10,127.3658842353611
2021-11,124.04137387557549
2021-12,127.41051096525821
2022-01,126.29194131063002
2022-02,126.94757215463855
2022-03,141.42452967182058
2022-04,170.55333335479372
2022-05,173.83061553241316
2022-06,175.94939835942964
2022-07,186.55108925182085
2022-08,183.06944032171353
2022-09,180.368080072518
2022-10,174.74713582352376
2022-11,178.39130144540295
2022-12,170.11543185997107
2023-01,179.7773392754765
2023-02,185.26793195320332
2023-03,176.67617441190978
2023-04,168.63952178480608
2023-05,174.12960124230477
2023-06,166.07222010684828
2023-07,165.61943535495638
