Date,JORDAN
2000-12,100.0
2001-01,104.38920046793588
2001-02,106.80724774069743
2001-03,111.8578701743782
2001-04,110.03456716823159
2001-05,120.26302547281259
2001-06,122.07682288763472
2001-07,124.35233037954062
2001-08,125.05275683437057
2001-09,124.52698870655713
2001-10,136.6912248958468
2001-11,142.9494709158127
2001-12,141.3228533117152
2002-01,150.91755527543194
2002-02,150.04310676983783
2002-03,151.27705160240234
2002-04,138.38305696176894
2002-05,143.2079107230987
2002-06,145.7401938838914
2002-07,141.65398972009692
2002-08,137.59009674764084
2002-09,133.36114093467106
2002-10,129.00335353295287
2002-11,130.75545958062006
2002-12,125.08675331012084
2003-01,126.16453264820731
2003-02,119.58687243294581
2003-03,124.43246535181451
2003-04,130.48055949825266
2003-05,129.2545379566382
2003-06,139.1610251031044
2003-07,150.59210323410912
2003-08,158.59060575662582
2003-09,159.28928058748303
2003-10,155.85831665176747
2003-11,164.65343991724535
2003-12,163.895596468955
2004-01,180.1641943643895
2004-02,176.70585000161108
2004-03,176.60947703128548
2004-04,175.99540655737223
2004-05,176.74918570568724
2004-06,182.56618846193157
2004-07,194.02226104769463
2004-08,191.53573569265666
2004-09,200.9036486637396
2004-10,215.01221724681182
2004-11,240.490650565385
2004-12,245.0570238086908
2005-01,295.87481449485756
2005-02,293.93387147253645
2005-03,322.9357169098603
2005-04,393.3149393996081
2005-05,390.68476885673783
2005-06,435.10405662862075
2005-07,450.1673179720041
2005-08,483.76695781740233
2005-09,492.82976662963125
2005-10,510.9222776256195
2005-11,560.7984732069285
2005-12,490.35226095991936
2006-01,481.4782101363365
2006-02,434.91868749966824
2006-03,408.1994172279143
2006-04,408.63902749555064
2006-05,399.7495037436549
2006-06,345.8598094339139
2006-07,342.3823250129109
2006-08,358.1008808749707
2006-09,346.38297206493075
2006-10,347.8262812384462
2006-11,306.3857401540638
2006-12,303.1679369297027
2007-01,336.7861300111312
2007-02,351.5004940120497
2007-03,329.3616109588876
2007-04,314.6119491487015
2007-05,306.722942972932
2007-06,308.5544389656059
2007-07,290.76606973787364
2007-08,285.594607960485
2007-09,281.34624091949973
2007-10,319.0333185123693
2007-11,323.42723775890295
2007-12,339.821642459932
2008-01,341.79897641525014
2008-02,336.0815656888108
2008-03,307.5628990311044
2008-04,320.4906734426353
2008-05,339.7512917129061
2008-06,363.10091248290655
2008-07,368.85678007314124
2008-08,375.281021899036
2008-09,353.5514612017686
2008-10,318.078980301159
2008-11,244.2277573791965
2008-12,233.55279724255303
2009-01,248.54127893953353
2009-02,233.4295241512354
2009-03,230.0063661749761
2009-04,238.28891337951606
2009-05,239.24858357551398
2009-06,225.957477375404
2009-07,221.3510650394827
2009-08,219.49363033367152
2009-09,216.31457072446165
2009-10,210.94361845044756
2009-11,206.64306288427537
2009-12,214.8477541010051
2010-01,219.25347062896898
2010-02,209.30803843328195
2010-03,215.08144007366462
2010-04,226.7914220799572
2010-05,229.29184160698367
2010-06,228.86991836817862
2010-07,210.26103540374208
2010-08,207.16596046648132
2010-09,200.34305495843137
2010-10,201.1986640107171
2010-11,212.82776178664483
2010-12,207.97671760523392
2011-01,200.91752124124895
2011-02,187.08944046675126
2011-03,180.00835484469317
2011-04,176.19232172895926
2011-05,179.64093862200355
2011-06,171.22990251009264
2011-07,177.31351041812772
2011-08,173.05348180867583
2011-09,176.55753129603553
2011-10,172.17890704171035
2011-11,167.6819613526047
2011-12,183.3363096881341
2012-01,169.3431059674137
2012-02,166.48089944622046
2012-03,186.6905002163802
2012-04,191.70012855170293
2012-05,187.4404279381563
2012-06,179.6204536879944
2012-07,182.39318961753855
2012-08,194.53353702090348
2012-09,181.24803196255405
2012-10,180.92352316403884
2012-11,179.9636851285411
2012-12,179.36058397915644
2013-01,181.6053431499808
2013-02,187.53010999493384
2013-03,188.33967003750206
2013-04,180.5380463557618
2013-05,179.46424196938935
2013-06,168.38031248175395
2013-07,159.52522081453057
2013-08,153.5706090987743
2013-09,146.7627285530537
2013-10,158.49664099349908
2013-11,162.7797068429341
2013-12,162.14695651625274
2014-01,190.23462908936165
2014-02,175.4847735071714
2014-03,180.80152123177623
2014-04,182.81196036502544
2014-05,192.85862388182892
2014-06,180.47673273488294
2014-07,182.85986904262617
2014-08,174.8036964994315
2014-09,177.02121932835541
2014-10,177.10516413919433
2014-11,169.59905003731203
2014-12,180.7151150774273
2015-01,185.582022371579
2015-02,188.04165813676133
2015-03,188.0535259993028
2015-04,178.51197157885198
2015-05,209.4109435354186
2015-06,190.5645249794843
2015-07,191.73130879657114
2015-08,205.92747562388297
2015-09,189.32394337081945
2015-10,186.63535706467596
2015-11,190.8379401001995
2015-12,196.692834684044
2016-01,187.54235686107072
2016-02,187.77289363667012
2016-03,176.7733359928264
2016-04,174.74969557854178
2016-05,188.39891242917346
2016-06,183.97465321673417
2016-07,189.19866117632952
2016-08,179.47207491866988
2016-09,178.05619827325086
2016-10,183.19845675892137
2016-11,196.20238017036317
2016-12,200.3563318226059
2017-01,192.99576545191772
2017-02,205.85678447380934
2017-03,211.53034514877584
2017-04,199.40691779878196
2017-05,200.40421831225237
2017-06,194.79493021160982
2017-07,186.01502174527502
2017-08,185.90686729657156
2017-09,182.51236873913777
2017-10,184.22733313151747
2017-11,186.32872465586837
2017-12,192.77197882055773
2018-01,197.84423894265367
2018-02,208.35951529412313
2018-03,209.03301848490295
2018-04,226.86581408331978
2018-05,220.20883732990725
2018-06,215.78048737402656
2018-07,205.59102338013545
2018-08,201.10962674089603
2018-09,198.42617753008696
2018-10,195.31706962473677
2018-11,186.86112035981142
2018-12,193.48936573936822
2019-01,195.26686991431768
2019-02,204.38320685717252
2019-03,203.82999409330458
2019-04,200.1701891136565
2019-05,202.4758552943407
