Date,SWEDEN
1998-12,100.0
1999-01,109.50701379918881
1999-02,110.55368519635489
1999-03,114.62580073095373
1999-04,123.59842309835456
1999-05,122.70748231557377
1999-06,136.02999123439002
1999-07,136.34966287664346
1999-08,137.52329572274473
1999-09,135.52229165328225
1999-10,153.07191788925334
1999-11,176.93074629137467
1999-12,210.5686463703582
2000-01,217.31274987337585
2000-02,271.3608226368699
2000-03,259.62894107579734
2000-04,269.85370794265253
2000-05,253.4540106976695
2000-06,241.26136205803542
2000-07,240.742497736037
2000-08,247.8795542034042
2000-09,217.13148532088454
2000-10,210.84142661937543
2000-11,185.11486861092945
2000-12,176.95745096033022
2001-01,192.54328061673004
2001-02,163.02349539288792
2001-03,131.76046479846602
2001-04,150.9237169713694
2001-05,149.17797224616544
2001-06,141.18059056011043
2001-07,137.80045974689384
2001-08,125.23542148473221
2001-09,104.75819342730195
2001-10,113.98774970555495
2001-11,131.4524288844898
2001-12,135.87393621710206
2002-01,127.14404930409819
2002-02,129.23964385896107
2002-03,133.0792120685453
2002-04,116.08036573208521
2002-05,110.46071386992625
2002-06,101.78632869289058
2002-07,87.53769209997473
2002-08,87.04488980179771
2002-09,71.76890646029373
2002-10,83.16245148855481
2002-11,94.72073637201373
2002-12,80.13765600392831
2003-01,77.26089328976298
2003-02,76.47835641945717
2003-03,73.72379524858142
2003-04,86.8733850089814
2003-05,85.99259606248002
2003-06,88.66091683954528
2003-07,96.24275312472844
2003-08,100.35136938065774
2003-09,97.78351538268606
2003-10,106.33633418162927
2003-11,106.70542132724651
2003-12,109.69475999347152
2004-01,115.58567296508316
2004-02,121.59754688974454
2004-03,120.62451347143823
2004-04,123.28875226969531
2004-05,122.98876821649354
2004-06,127.26073676187929
2004-07,122.92811440572846
2004-08,123.79034697982878
2004-09,130.5902892237486
2004-10,129.29340957687307
2004-11,139.3059747868618
2004-12,138.72047499511288
2005-01,137.71904407020736
2005-02,143.88288109732034
2005-03,141.98357674928417
2005-04,139.1288905954359
2005-05,149.72238387757145
2005-06,151.1792982538112
2005-07,159.14385838903743
2005-08,158.19287452517912
2005-09,168.3650311178156
2005-10,159.96389661554252
2005-11,165.06822636366644
2005-12,176.32816287643823
2006-01,180.91036702947866
2006-02,183.50436220448242
2006-03,196.3350508089199
2006-04,197.1028804263471
2006-05,180.63059415757914
2006-06,182.04078901180003
2006-07,179.43367818568927
2006-08,185.70162713151439
2006-09,196.39378847353981
2006-10,207.3341912826301
2006-11,207.70038764857227
2006-12,226.15907180892694
2007-01,232.37348817216713
2007-02,221.5918896653464
2007-03,232.99372477171352
2007-04,252.9270962521345
2007-05,253.2166781643352
2007-06,248.71193869202716
2007-07,246.17252090020784
2007-08,235.90358251647638
2007-09,241.83331468963434
2007-10,231.94611364871244
2007-11,210.13458417192084
2007-12,205.23843125118887
2008-01,178.93298255807713
2008-02,186.69004517770253
2008-03,182.86516805269702
2008-04,193.32387923929164
2008-05,197.82696392581437
2008-06,165.07355747946335
2008-07,165.2700665938314
2008-08,167.44344471387942
2008-09,142.96215540903296
2008-10,116.15023520492302
2008-11,111.84847760574881
2008-12,108.23936996176118
2009-01,104.189202387911
2009-02,101.46233633177565
2009-03,106.22843248443311
2009-04,132.4944826529867
2009-05,134.4990052224765
2009-06,135.51008702364487
2009-07,158.1029803073913
2009-08,164.62971437115237
2009-09,163.04849187314636
2009-10,168.97065439461412
2009-11,166.015216082472
2009-12,172.15376290447162
2010-01,173.2814464601026
2010-02,181.55523124328866
2010-03,196.38128616606605
2010-04,209.38072340218727
2010-05,195.3590812942004
2010-06,201.31674053436507
2010-07,211.40075647369585
2010-08,204.1383623475825
2010-09,225.25354528377898
2010-10,222.31493611904307
2010-11,230.79806236354077
2010-12,246.256538904722
2011-01,249.50456318443455
2011-02,246.92570537289015
2011-03,245.1603315974021
2011-04,255.80616694337505
2011-05,255.30494883955387
2011-06,239.84953447747438
2011-07,230.387456651655
2011-08,204.30245788790637
2011-09,190.12462694489827
2011-10,211.90566335984352
2011-11,208.2555355623109
2011-12,213.8186261263709
2012-01,224.3344811038679
2012-02,243.08195063529996
2012-03,238.5175606497854
2012-04,235.54101370673865
2012-05,215.96933327826935
2012-06,229.57204696803643
2012-07,251.6611819845654
2012-08,246.10678173108846
2012-09,250.53654209963122
2012-10,242.85362767158907
2012-11,249.6537578436475
2012-12,256.78849908123345
2013-01,269.5859330237856
2013-02,283.413633267882
2013-03,288.51242905771346
2013-04,286.0199175649537
2013-05,287.86031286820287
2013-06,267.63943972275814
2013-07,290.92036840844065
2013-08,284.32184836284546
2013-09,296.04348065683985
2013-10,295.2543032504971
2013-11,298.05139741926814
2013-12,305.89380150758575
2014-01,300.181674471084
2014-02,314.2283147405929
2014-03,313.661171433539
2014-04,312.4800388111023
2014-05,319.7509158622865
2014-06,312.939756171893
2014-07,310.04862052246256
2014-08,314.246039278144
2014-09,319.4874590902901
2014-10,317.06762259714316
2014-11,327.0340140202914
2014-12,322.04666419989104
2015-01,352.8194875486374
2015-02,379.17858352963145
2015-03,381.68188142832594
2015-04,372.69480511532583
2015-05,376.7052693906207
2015-06,357.03937034477906
2015-07,364.3900202396721
2015-08,337.3146920855547
2015-09,323.73618507926346
2015-10,343.1095622485468
2015-11,358.8129462641844
2015-12,340.73643083876954
2016-01,315.0491106588135
2016-02,317.741541248805
2016-03,324.11332515713366
2016-04,327.7204078379607
2016-05,328.425533532832
2016-06,314.55989417759383
2016-07,324.13153243027955
2016-08,330.51234305798806
2016-09,334.2155794532649
2016-10,324.87642434922486
2016-11,336.28352229377026
2016-12,353.1017813037932
2017-01,364.3151278832987
2017-02,370.19383680377143
2017-03,381.15860804238156
2017-04,391.30430281561144
2017-05,390.4763650415947
2017-06,388.12432461999066
2017-07,378.4782420481743
2017-08,381.05250123878227
2017-09,394.95846043659685
2017-10,399.78858388287074
2017-11,377.71509103396943
2017-12,374.0069106664344
2018-01,382.59588842495657
2018-02,369.7322753128263
2018-03,356.4925750060801
2018-04,358.15584831946234
2018-05,363.3938618416013
2018-06,361.55900932139997
2018-07,380.38360051469806
2018-08,376.95594862301994
2018-09,388.8285060276821
2018-10,358.75930402403986
2018-11,353.9137848838805
2018-12,339.13043857636177
2019-01,357.2685990396121
2019-02,366.05979863403513
2019-03,370.6560413158651
2019-04,392.4627288606031
2019-05,357.455769096981
2019-06,383.3698309134171
2019-07,374.03847675731754
2019-08,362.1687027630922
2019-09,381.1426229392959
2019-10,398.4108195336837
2019-11,405.77494125429627
2019-12,418.53977144522395
2020-01,412.7609260602438
2020-02,390.27949865480997
2020-03,336.67646353731845
2020-04,364.44887956243304
2020-05,385.9075624044987
2020-06,395.1289268232814
2020-07,411.5702632813442
2020-08,428.3372858774155
2020-09,433.6373968721681
2020-10,416.29026119316296
2020-11,471.64722950382316
2020-12,475.5725059773897
2021-01,489.62093645016154
2021-02,503.728041509607
2021-03,550.7981888979764
2021-04,559.3953339893023
2021-05,571.2228948637741
2021-06,575.7233554746086
2021-07,603.6164356566652
2021-08,599.0387473567035
2021-09,576.4299974421903
2021-10,609.102302351581
2021-11,588.9271066188413
2021-12,623.5022764524346
2022-01,568.3640066632075
2022-02,521.3582458336615
2022-03,538.7186667845858
2022-04,525.1270109026434
2022-05,513.682211336643
2022-06,450.75268521031705
2022-07,514.5053848849925
2022-08,469.3536860781374
2022-09,438.61774134715137
2022-10,464.6581716408099
2022-11,495.1145991932589
2022-12,475.64678647548413
2023-01,502.08536908633
2023-02,525.4390793414038
2023-03,511.7897466378511
2023-04,524.3232153276856
2023-05,496.98030809895357
2023-06,503.6393801695417
2023-07,506.01797252302686
