Date,DENMARK
1998-12,100.0
1999-01,99.74562053306586
1999-02,94.30111564361452
1999-03,94.24251744013857
1999-04,103.15094823628264
1999-05,101.72648518989588
1999-06,104.01684646304449
1999-07,107.24945220968459
1999-08,109.00570892251618
1999-09,111.40340972997798
1999-10,114.34186740652052
1999-11,123.44603280993707
1999-12,131.28217139854
2000-01,127.26271321910268
2000-02,134.05307136780672
2000-03,147.31912645933048
2000-04,140.58688118271795
2000-05,147.48531342870294
2000-06,142.5020705688383
2000-07,150.50615370553948
2000-08,165.96665049696074
2000-09,164.02322677962547
2000-10,162.9488736731377
2000-11,150.8124410652214
2000-12,144.98815297890422
2001-01,163.5483919131916
2001-02,150.43198817675776
2001-03,141.56293716737702
2001-04,144.6752983784346
2001-05,151.1995550969559
2001-06,148.76596286862295
2001-07,148.876732541206
2001-08,135.55299897938
2001-09,123.34661314146386
2001-10,127.21658595659851
2001-11,129.3832114063002
2001-12,130.24336159359308
2002-01,127.54051112755933
2002-02,129.9816953376865
2002-03,133.62419936425852
2002-04,124.60640030078875
2002-05,122.98976728622081
2002-06,117.75867565756627
2002-07,103.4930383690794
2002-08,106.78705584856871
2002-09,91.76033580130071
2002-10,94.08939668713909
2002-11,97.4716191016089
2002-12,92.7988446407106
2003-01,86.73465454520299
2003-02,82.48535599341932
2003-03,88.7091452081246
2003-04,97.80078542048571
2003-05,99.20630635774883
2003-06,101.17373376489746
2003-07,101.13487020526036
2003-08,112.91189020316831
2003-09,110.45850799792629
2003-10,117.71058385152058
2003-11,113.62162584363236
2003-12,115.23045398635905
2004-01,122.33032944372206
2004-02,129.41790375366247
2004-03,125.74041810489662
2004-04,126.97027236902755
2004-05,125.18681463180411
2004-06,132.96091063094497
2004-07,131.82032765990292
2004-08,132.97592830837434
2004-09,138.23852556823795
2004-10,133.76457551407714
2004-11,137.8068513184548
2004-12,139.88401881307547
2005-01,141.91555210314445
2005-02,150.14754631851832
2005-03,154.933546722123
2005-04,150.9264025778929
2005-05,162.22649888779526
2005-06,168.26967028435217
2005-07,172.92740572736608
2005-08,179.3751985564916
2005-09,184.33266704801477
2005-10,181.4513031454942
2005-11,188.41437266752843
2005-12,200.68751521706977
2006-01,199.67740200039594
2006-02,204.10708591280405
2006-03,214.07300209494863
2006-04,218.48692514800456
2006-05,204.82314238930428
2006-06,203.54579433569154
2006-07,203.15473833427586
2006-08,215.74071364282622
2006-09,223.34799570715396
2006-10,231.39715199546407
2006-11,237.35512617129706
2006-12,249.1138482977964
2007-01,259.70216044674044
2007-02,255.93516366112587
2007-03,266.5711311077497
2007-04,278.11925059430695
2007-05,288.13935137722194
2007-06,279.84580298001566
2007-07,286.50313890664916
2007-08,286.4010334065371
2007-09,289.65311292839704
2007-10,296.35992663736937
2007-11,280.70269503410736
2007-12,282.18418773168514
2008-01,246.68333114717623
2008-02,262.05436870013204
2008-03,260.47236292932297
2008-04,263.3726867579364
2008-05,280.25663972196554
2008-06,259.35573210125835
2008-07,254.78268479303483
2008-08,257.9656087842712
2008-09,214.31622397498515
2008-10,176.45637758145816
2008-11,164.31439695675215
2008-12,155.6410665939287
2009-01,165.06404462013813
2009-02,149.47747461687254
2009-03,144.52070464238747
2009-04,171.34110123645897
2009-05,181.6077646174955
2009-06,183.58743916201036
2009-07,194.64468148118132
2009-08,207.54807531911098
2009-09,207.95502053316105
2009-10,200.17380979048465
2009-11,203.0763339560957
2009-12,205.93948117938362
2010-01,219.22435497375213
2010-02,220.41631393126755
2010-03,239.62731475858925
2010-04,257.8963239483749
2010-05,247.65239700808203
2010-06,250.34111990767136
2010-07,259.6013615836375
2010-08,253.41188396909982
2010-09,264.3056597018543
2010-10,268.4490898313697
2010-11,268.4142608882628
2010-12,287.93142727644044
2011-01,287.3976983467188
2011-02,299.49468026491337
2011-03,297.83846351283523
2011-04,293.7329760233592
2011-05,288.76503412348785
2011-06,272.5253825603154
2011-07,265.336758206761
2011-08,229.1558736039528
2011-09,223.29466439516537
2011-10,230.8316611079996
2011-11,246.30927825055178
2011-12,249.88963848103717
2012-01,258.72928102325807
2012-02,289.5590015981217
2012-03,287.02313683332574
2012-04,297.8768284693913
2012-05,280.8761758830619
2012-06,291.8406081273686
2012-07,316.94319568905956
2012-08,319.949385021222
2012-09,320.372575313094
2012-10,315.3871160982469
2012-11,319.51966182479765
2012-12,322.98621409535
2013-01,349.1900200203502
2013-02,351.47576394533894
2013-03,344.827819843685
