Date,NETHERLANDS
1998-12,100.0
1999-01,95.63468832485526
1999-02,98.25702828752769
1999-03,100.93996091672483
1999-04,109.57327236740451
1999-05,104.7999705862459
1999-06,106.28930350325486
1999-07,105.71394235839449
1999-08,109.60333572408528
1999-09,104.76368227115994
1999-10,109.80390365844382
1999-11,113.89125022403233
1999-12,125.21499529828372
2000-01,112.97274127192233
2000-02,122.13136098682513
2000-03,126.47881946955543
2000-04,128.38231921392185
2000-05,129.54180156986794
2000-06,132.28840543661767
2000-07,130.90400144849696
2000-08,136.21531472025188
2000-09,131.94182428856465
2000-10,136.24570901089757
2000-11,131.56446388831108
2000-12,128.2199833249515
2001-01,128.57263328728865
2001-02,121.572813549044
2001-03,115.03652793638945
2001-04,122.77309974637086
2001-05,123.3966544680878
2001-06,120.63159125549679
2001-07,115.71341631448787
2001-08,110.86256968942318
2001-09,95.83098300845704
2001-10,97.2136646260503
2001-11,102.13860044686707
2001-12,105.31826598879074
2002-01,104.67959376502833
2002-02,104.46726436160401
2002-03,112.59943142757847
2002-04,108.46235504300942
2002-05,105.19936663754912
2002-06,96.45921446199885
2002-07,79.8899207221817
2002-08,81.31120240648278
2002-09,66.32292659451122
2002-10,74.82064408504422
2002-11,78.8727086530426
2002-12,70.74368811986545
2003-01,64.82115895829092
2003-02,59.794086954936844
2003-03,57.34335370939891
2003-04,63.20000501366992
2003-05,63.699599273322356
2003-06,65.74001345925727
2003-07,69.97660622494705
2003-08,73.21430237741721
2003-09,68.10942178929646
2003-10,72.37566817057015
2003-11,72.65381310844985
2003-12,75.3866217677775
2004-01,76.22019475690456
2004-02,77.40814855067205
2004-03,74.35598818630773
2004-04,75.86880815367279
2004-05,75.9362155230784
2004-06,77.63128857292571
2004-07,74.80818318948049
2004-08,73.86523330323718
2004-09,73.83337214780491
2004-10,75.20290690478274
2004-11,76.74828055123353
2004-12,78.5185190777961
2005-01,81.51581243573469
2005-02,85.6168481292652
2005-03,84.11667753629533
2005-04,80.44865458320767
2005-05,84.56122279146118
2005-06,90.2506231761215
2005-07,91.80313719880859
2005-08,90.26356032208442
2005-09,93.23458549035587
2005-10,91.86595510862266
2005-11,98.15440474256586
2005-12,103.01387174918085
2006-01,105.01233675198398
2006-02,109.10183249505786
2006-03,112.09065428684431
2006-04,111.64248820419438
2006-05,104.87141487037876
2006-06,105.21714758485761
2006-07,108.0421728725677
2006-08,112.87258522341975
