Date,SPAIN
2019-06,198.16640827436174
2019-07,194.12066665439968
2019-08,189.44238756739418
2019-09,199.1562476492928
2019-10,198.91914064709385
2019-11,200.403130993887
2019-12,205.03252240507916
2020-01,201.99057205957783
2020-02,188.86954013031558
2020-03,147.32900264282037
2020-04,149.68775346256845
2020-05,153.71589466120784
2020-06,158.75002050102742
2020-07,151.14295010689813
2020-08,151.90116124764003
2020-09,146.31065015021386
2020-10,141.34422715937967
2020-11,178.27861786098597
2020-12,179.1019077047568
2021-01,172.17794573657366
2021-02,181.3417254743954
2021-03,188.24157585148254
2021-04,193.7763191941178
2021-05,201.5487811365031
2021-06,196.46189028350668
2021-07,192.92883038202746
2021-08,196.913268008719
2021-09,194.4681637670664
2021-10,202.2709338465362
2021-11,185.62939930122974
2021-12,195.38860764959668
2022-01,195.1010189430365
2022-02,191.67989601039838
2022-03,191.4241232844956
2022-04,196.60204152203644
2022-05,202.99810746332716
2022-06,186.57824414318824
2022-07,188.35031964013598
2022-08,182.93902353164128
2022-09,171.1116332389189
2022-10,185.85963422116444
2022-11,195.4057834065162
2022-12,193.0338029476085
2023-01,210.97194088686481
2023-02,221.8270914958499
2023-03,219.32253591809013
2023-04,221.9478136031695
2023-05,216.80361017950878
2023-06,230.57834054917618
2023-07,232.96155778834623
