Date,TURKEY
2000-12,100.0
2001-01,116.46178839509284
2001-02,69.198503750147
2001-03,58.97111037892536
2001-04,85.16377183942926
2001-05,78.1882410405091
2001-06,73.69894925887229
2001-07,60.37577809254391
2001-08,55.8402379821207
2001-09,38.27809150986365
2001-10,46.826139531957104
2001-11,58.193761753139604
2001-12,70.81851508028276
2002-01,78.32650304487606
2002-02,62.339602575712675
2002-03,67.925323373665
2002-04,64.34927523784312
2002-05,52.7415635996719
2002-06,39.31043373701228
2002-07,40.80683551912676
2002-08,38.43905306970533
2002-09,34.85550109231628
2002-10,40.358119744547125
2002-11,56.62158540074219
2002-12,38.56037073650076
2003-01,40.514122876790914
2003-02,43.818665495202616
2003-03,32.574400734082666
2003-04,42.557916387382456
2003-05,43.88545833611213
2003-06,44.091769462624285
2003-07,43.912948485563604
2003-08,50.92293800346227
2003-09,55.6343133765532
2003-10,63.835254628981005
2003-11,57.822487300936224
2003-12,72.27882499012263
2004-01,70.99300869979095
2004-02,77.69700297074266
2004-03,83.86565354674211
2004-04,71.41799644273115
2004-05,62.93595970891487
2004-06,68.69672802854718
2004-07,76.30527452128644
2004-08,76.71398508539303
2004-09,80.84347887354909
2004-10,84.13011055693697
2004-11,81.60796948453907
2004-12,94.86643312759381
2005-01,107.75061074602831
2005-02,114.58571050605663
2005-03,100.00726334301969
2005-04,90.67204023559911
2005-05,104.82887957248322
2005-06,114.77666889805315
2005-07,127.2017600851212
2005-08,129.39144912507314
2005-09,142.9841223018395
2005-10,136.1229243944046
2005-11,165.31846495921667
2005-12,170.6075215465351
2006-01,189.45193622291126
2006-02,205.14918798559734
2006-03,177.42416516075184
2006-04,179.35273489168165
2006-05,126.83550721348993
2006-06,118.21542444597368
2006-07,127.97566643363517
2006-08,135.41951107669294
2006-09,130.66475969138207
2006-10,149.1661676085277
2006-11,133.61568632632034
2006-12,141.61310670162533
2007-01,154.2598440351837
2007-02,152.1935858407003
2007-03,160.740900620457
2007-04,165.8767929366475
2007-05,182.18863604755308
2007-06,182.7927554012333
2007-07,207.46842660184456
2007-08,193.34960431778856
2007-09,215.96873674510616
2007-10,236.2882451488358
2007-11,215.23132468192773
2007-12,222.356631513781
2008-01,167.79963144426392
2008-02,165.28451258490713
2008-03,126.41986988030236
2008-04,149.8793633654875
2008-05,144.96259275408661
2008-06,125.17417120271574
2008-07,162.15425137100675
2008-08,155.4486196353017
2008-09,139.48872243313534
2008-10,101.5440103304963
2008-11,90.89672492628367
2008-12,88.18475492258737
2009-01,86.45566230316672
2009-02,77.66488257617247
2009-03,80.58475628045701
2009-04,104.53897281059997
2009-05,112.38632107409467
2009-06,119.43830818952587
2009-07,142.70787270177843
2009-08,149.62135694945343
2009-09,151.75954054967116
2009-10,146.7993414203187
2009-11,134.7772409935702
2009-12,168.74587731998156
2010-01,178.11502129606262
2010-02,158.93609755011744
2010-03,186.0146535617364
2010-04,203.2156499820926
2010-05,194.8363513723785
