Date,EGYPT
2000-12,100.0
2001-01,104.26240336612237
2001-02,93.10761631253216
2001-03,88.62037522924463
2001-04,92.80113234675609
2001-05,103.63708238115986
2001-06,95.18983192099512
2001-07,82.04879223873736
2001-08,80.27210956476063
2001-09,71.87497031014115
2001-10,70.70147057881721
2001-11,65.64832047883633
2001-12,61.898190031002535
2002-01,57.65253273211265
2002-02,62.92442563086728
2002-03,65.87002788898023
2002-04,62.46247490853547
2002-05,60.265127264266695
2002-06,55.40933140569131
2002-07,55.6945011696471
2002-08,55.214136083390706
2002-09,55.883484418979954
2002-10,53.74895009550136
2002-11,53.722834828509846
2002-12,53.356999278879535
2003-01,55.62205433550234
2003-02,50.52573298309142
2003-03,50.018017307659534
2003-04,55.96333098152182
2003-05,59.23091311986097
2003-06,63.16190934744721
2003-07,59.84643979540111
2003-08,68.01097126720374
2003-09,75.77600374467448
2003-10,85.30797785415042
2003-11,84.10269171888446
2003-12,85.16156823673938
2004-01,102.37252155275765
2004-02,98.49666564332625
2004-03,106.68075217627693
2004-04,118.75692637662443
2004-05,106.84234933271408
2004-06,108.76685512120238
2004-07,121.06635653244261
2004-08,133.5783668529523
2004-09,158.67432199400096
2004-10,169.73882764246795
2004-11,163.67042711692866
2004-12,178.7856465427481
2005-01,266.0455095618468
2005-02,288.68670671849253
2005-03,292.1445410761957
2005-04,322.904282282281
2005-05,354.2877463219154
2005-06,411.8993389357128
2005-07,412.7650229895096
2005-08,402.5393640413179
2005-09,465.95720172812713
2005-10,467.73522309248847
2005-11,475.3554429947611
2005-12,538.926882833925
2006-01,662.4223010836046
2006-02,608.4295401045661
2006-03,569.5274060022176
2006-04,538.0129727293388
2006-05,437.40493370184015
2006-06,395.7834109643352
2006-07,461.3140900161443
2006-08,503.3848500096155
2006-09,530.3916615194673
2006-10,537.5848359333667
2006-11,522.4108886239242
2006-12,564.4352345850157
2007-01,553.5593528013188
2007-02,584.2437224392277
2007-03,579.0099944402715
2007-04,587.1571599735025
2007-05,632.2353244438928
2007-06,628.7576077343488
2007-07,654.5580050495837
2007-08,613.8237756285737
2007-09,666.8661809364295
2007-10,718.0937336029845
2007-11,728.8280538584853
2007-12,806.5061182142591
2008-01,774.7317291026409
2008-02,830.7651288120213
2008-03,802.9414876818237
2008-04,862.2623919276303
2008-05,806.9979631662421
2008-06,724.712178205081
2008-07,703.7179760037233
2008-08,676.6701430461912
2008-09,589.7415338612727
2008-10,441.317708363998
2008-11,377.1087352734141
2008-12,404.1727088841179
2009-01,362.1681029699232
2009-02,341.9504685023685
2009-03,374.7340004330131
2009-04,462.160041697233
2009-05,479.2728259226745
2009-06,486.8339825172984
2009-07,529.5578152845544
2009-08,573.6947478951347
2009-09,572.8629960860815
2009-10,591.3389174207379
2009-11,487.4968365098835
2009-12,547.1780762729157
2010-01,606.1459279086072
2010-02,626.3449946516142
2010-03,649.0844591090222
2010-04,719.940949182105
2010-05,678.7745976292716
2010-06,621.0102966011032
2010-07,615.0161405900601
2010-08,640.820241381403
2010-09,616.1742455635745
2010-10,601.0085649984295
2010-11,636.2168767833629
2010-12,657.8780908307041
2011-01,509.5100483911854
2011-02,503.0286780603628
2011-03,477.4434398262305
2011-04,425.73446866067763
2011-05,486.46398494900296
2011-06,461.9546231549222
2011-07,436.5466920327211
2011-08,407.41982452054225
2011-09,395.81259050195354
2011-10,417.05592654168873
2011-11,387.3367981907675
2011-12,361.2948529001422
2012-01,461.9336276504461
2012-02,519.3527440089754
2012-03,496.7658193781559
