Date,EGYPT
2012-04,500.08458738200625
2012-05,508.65706458159224
2012-06,496.9119831494731
2012-07,529.0817524108921
2012-08,562.3094939947688
2012-09,601.0802908639934
2012-10,577.1705882742832
2012-11,490.2784227814437
2012-12,523.2994831658264
2013-01,497.48634444481996
2013-02,502.87267498892976
2013-03,479.0579726938592
2013-04,465.1988078530828
2013-05,492.0726582353342
2013-06,427.2145926465736
2013-07,468.6863578887234
2013-08,442.94939749541044
2013-09,461.9013566282332
2013-10,504.97557317763
2013-11,503.0661441771764
2013-12,541.6552663758348
2014-01,586.7695977572746
2014-02,604.8589581397234
2014-03,591.3175169740633
2014-04,634.5950169157234
2014-05,619.3743093348893
2014-06,601.7214287783698
2014-07,686.6838019734378
2014-08,757.7064213460636
2014-09,836.0015349668404
2014-10,784.0705494605683
2014-11,797.7805273588272
2014-12,797.7012943567788
2015-01,907.3305664215078
2015-02,868.3085545884658
2015-03,910.9666613439235
2015-04,851.929044798133
2015-05,864.114491825803
2015-06,824.316908668537
2015-07,801.2351374660898
2015-08,696.9569913366191
2015-09,716.329501146894
2015-10,701.8787772476019
2015-11,621.3560738752018
2015-12,678.3886425631431
2016-01,564.7069724872458
2016-02,592.6397243692916
2016-03,608.3689385074374
2016-04,685.8843739528116
2016-05,666.2874346979685
2016-06,629.7863151256641
2016-07,756.0049999965759
2016-08,772.4970656292812
2016-09,756.7660961085082
2016-10,841.7510264346429
2016-11,578.2875405926859
2016-12,618.1095171096582
2017-01,591.8398324886921
2017-02,669.6360074350413
2017-03,620.7717340446916
2017-04,600.0389988344109
2017-05,624.2176347977498
2017-06,600.647886476119
2017-07,600.0699163538427
2017-08,606.4949553737142
2017-09,592.2538868341754
2017-10,593.193612269927
2017-11,569.0739937439314
2017-12,570.777826328859
2018-01,544.2437181431718
2018-02,553.3404280272649
2018-03,617.8950088119645
2018-04,642.3080245233498
2018-05,586.5257777445205
2018-06,598.1562531297437
2018-07,576.8883624490754
2018-08,597.2769003333084
2018-09,560.3293568573016
2018-10,540.4176795395629
2018-11,526.1013452596477
2018-12,515.6336596638171
2019-01,568.0094120548423
2019-02,599.9619274126993
2019-03,607.9868355851243
2019-04,670.1495202456873
2019-05,642.6633281098947
2019-06,646.4294951465046
2019-07,648.2002872750143
2019-08,720.2633786694399
2019-09,725.4910710418367
2019-10,735.9373718150589
2019-11,721.7199729434453
2019-12,744.36886446628
2020-01,777.9786417477941
2020-02,762.1689921119511
2020-03,554.9882299364766
2020-04,611.9966106302877
2020-05,582.5668476193914
2020-06,580.5232615626584
2020-07,541.3696478235161
2020-08,580.1879454517011
2020-09,581.4730532137665
2020-10,548.4589255107986
2020-11,550.3080248288803
2020-12,529.4366656952965
2021-01,573.8457229680652
2021-02,565.9850740475351
2021-03,529.1756387937891
2021-04,519.3776830283632
2021-05,481.05918873108413
2021-06,476.05482024614076
2021-07,509.5877575199856
2021-08,540.4231251289908
2021-09,507.820576784484
2021-10,585.7476290758113
2021-11,605.0259732471939
2021-12,612.4449230794148
2022-01,594.3848610398525
2022-02,560.7819626669087
2022-03,479.3373437773996
2022-04,487.8886961838454
2022-05,442.0610456955649
2022-06,406.2511065393791
2022-07,422.81979299127386
2022-08,429.17540208672733
2022-09,427.9078824826507
2022-10,432.06459483563845
2022-11,499.25987355816653
2022-12,504.784915107664
2023-01,482.70795028344463
2023-02,521.0428956427818
2023-03,477.9182440753275
2023-04,493.43157109049497
2023-05,509.3339371695828
2023-06,494.5670011813158
2023-07,481.1544564040488
