Date,INDONESIA
2000-12,99.99999999999999
2001-01,111.35822641165463
2001-02,111.30489608081653
2001-03,94.1771141963564
2001-04,78.63200726957875
2001-05,101.12872031905088
2001-06,106.81834672824453
2001-07,125.53626931763021
2001-08,126.53987022471884
2001-09,101.49948528424494
2001-10,92.76415549813555
2001-11,89.85310541183239
2001-12,95.98567354641898
2002-01,121.24874912890876
2002-02,122.10016439185662
2002-03,135.78789186516306
2002-04,155.95026346632065
2002-05,161.10805034584521
2002-06,142.9618995183534
2002-07,133.1221945091351
2002-08,128.730585329147
2002-09,119.45524346895587
2002-10,98.32966291270216
2002-11,109.53318513548153
2002-12,115.54389221058732
2003-01,98.8805860825806
2003-02,102.254012618171
2003-03,102.1145927208769
2003-04,119.77376992913176
2003-05,133.16453775275906
2003-06,142.90920737590218
2003-07,138.0656623702946
2003-08,144.1033010768474
2003-09,160.64900749920798
2003-10,165.4485632683691
2003-11,158.74682920884575
2003-12,169.6972331911647
2004-01,189.83596578249703
2004-02,190.0704969566144
2004-03,184.12523885259586
2004-04,203.07478092401377
2004-05,178.11386479997097
2004-06,177.54982242972858
2004-07,193.74417456440113
2004-08,189.68674753631873
2004-09,208.70791237526146
2004-10,216.20693998145174
2004-11,243.1700837038517
2004-12,237.22638167725955
2005-01,261.5016854795936
2005-02,258.83475649364925
2005-03,261.47879614125515
2005-04,251.0381023633579
2005-05,280.6156168160063
2005-06,293.51215004364246
2005-07,313.71188515785985
2005-08,261.1460506276654
2005-09,273.8454213374112
2005-10,268.0237945262046
2005-11,289.0479994881735
2005-12,314.68372871232964
2006-01,343.41157301448413
2006-02,353.1162293345165
2006-03,385.073105361674
2006-04,421.851871119148
2006-05,355.1119411821637
2006-06,356.89811481156323
2006-07,379.5237252452519
2006-08,400.66410432856446
2006-09,425.8856294890911
2006-10,437.60414602578146
2006-11,462.304208313016
2006-12,489.1634788100894
2007-01,472.765931915602
2007-02,448.8510727522081
2007-03,474.51116935211166
2007-04,500.87843531280635
2007-05,530.8160547763969
2007-06,541.0961848738197
2007-07,583.2114163962559
2007-08,551.2024416303216
2007-09,592.4713973735339
2007-10,678.1509659986419
2007-11,669.7200181149833
2007-12,680.1939233084506
2008-01,658.4633281801819
2008-02,696.9067342734467
2008-03,587.095379025359
2008-04,562.4235717753679
2008-05,585.8357990608703
2008-06,562.339184407145
2008-07,566.7042822667095
2008-08,560.0358019319406
2008-09,464.6635489507842
2008-10,311.0908344991516
2008-11,274.43894044091263
2008-12,311.3602007647222
2009-01,310.7500477384309
2009-02,284.84667089096627
2009-03,329.6702918341556
2009-04,431.2076519235555
2009-05,448.48924817775026
2009-06,482.1425195006007
2009-07,592.3297036412071
2009-08,580.9121209378777
2009-09,637.3315571549031
2009-10,607.9489109662874
2009-11,617.1652571216931
2009-12,682.4760775733512
2010-01,718.7140444482566
2010-02,705.2370028678873
2010-03,796.1313457576935
2010-04,859.4829064086717
2010-05,860.7123205943305
2010-06,916.5436919879518
2010-07,914.4608308016677
2010-08,911.8413862972461
2010-09,967.715920480002
2010-10,977.7280054739309
2010-11,972.2979843223974
2010-12,977.538686460283
2011-01,861.5400355058003
2011-02,906.5698517468165
2011-03,967.5461843341016
2011-04,971.7607702651486
2011-05,1010.0269337906733
2011-06,1019.6149929801757
2011-07,1102.9042648101772
2011-08,1013.812265533361
2011-09,979.9271146933456
2011-10,1022.2358080013693
2011-11,999.1914754137006
2011-12,1070.8457214415007
2012-01,1103.0999053723726
2012-02,1065.0284626394946
2012-03,1086.2695720949243
2012-04,1086.2720070520422
2012-05,1030.3239903584533
2012-06,1056.1052323602062
2012-07,1151.902304780326
2012-08,1085.3154650508172
2012-09,1119.186761792411
2012-10,1142.3563218863155
2012-11,1099.8786157970903
2012-12,1103.4181637647334
2013-01,1095.7634072451135
2013-02,1252.5139055271009
2013-03,1284.5868713744032
2013-04,1276.007264878744
2013-05,1244.3831210867866
2013-06,1182.3845271327334
2013-07,1080.157119487822
2013-08,921.1392441163531
2013-09,863.3119123719429
2013-10,940.0935023590702
2013-11,824.2165200680533
2013-12,807.8589972822123
2014-01,860.6051632961079
2014-02,926.1937240263477
2014-03,978.8126721710386
2014-04,983.8993402656937
2014-05,1003.1394987524509
2014-06,989.2118131511409
2014-07,1094.8612066945104
2014-08,1097.1387205119308
2014-09,1108.7598503335994
2014-10,1121.616263074654
2014-11,1135.388188725355
2014-12,1164.5588786046224
2015-01,1234.2026786826932
2015-02,1268.4964051821312
2015-03,1343.095958642266
2015-04,1160.662696719464
2015-05,1218.121581080602
2015-06,1112.3648343411855
2015-07,1070.2819130666346
2015-08,965.149789840227
2015-09,841.413266712971
2015-10,984.5396669422933
2015-11,1022.1679568744329
2015-12,1044.757591132324
2016-01,1066.2225284815215
2016-02,1126.698036468973
2016-03,1107.8579029268724
2016-04,1089.5975983742037
2016-05,1078.314775998181
2016-06,1182.9195692294404
2016-07,1243.1160893059648
2016-08,1266.3943398305294
2016-09,1280.6750256117273
2016-10,1312.6614422745479
2016-11,1187.3261808830105
2016-12,1258.7379922558814
2017-01,1229.1616454337848
2017-02,1279.562287460413
2017-03,1327.5715110455712
2017-04,1346.7027214639427
2017-05,1335.1124534586463
2017-06,1350.4537085007416
2017-07,1308.7631777005472
2017-08,1291.8235179004448
2017-09,1288.9779808039268
2017-10,1309.05297179415
2017-11,1273.740855179923
2017-12,1373.431690529778
2018-01,1363.6852869806562
2018-02,1350.535912238547
2018-03,1244.6729331829833
2018-04,1208.549134444781
2018-05,1238.3919172916462
2018-06,1146.732290902669
2018-07,1175.6674428890308
2018-08,1191.845137362174
2018-09,1175.1747498725117
2018-10,1167.2793330574698
2018-11,1311.2882726920295
2018-12,1309.8035597430946
2019-01,1416.9426589334419
2019-02,1362.5728039101014
2019-03,1390.4132350996313
2019-04,1404.2212209588815
2019-05,1371.2363120536625
2019-06,1414.114906478508
2019-07,1466.703535064693
2019-08,1427.5246541669878
2019-09,1400.4901488929895
2019-10,1407.0505634295807
2019-11,1383.418034045341
2019-12,1455.0915224326452
2020-01,1433.6155873218047
2020-02,1271.6326240455157
2020-03,899.2592238576432
2020-04,1010.2743455208678
2020-05,1027.9937035448006
2020-06,1089.058255761438
2020-07,1079.7479149738997
2020-08,1094.6992164837914
2020-09,971.5237027762006
2020-10,1062.855966520155
2020-11,1187.9937185897427
2020-12,1226.9769229214523
2021-01,1201.5988592841345
2021-02,1219.9921001733626
2021-03,1180.722462724762
2021-04,1150.2893387960578
2021-05,1146.9801328981664
2021-06,1109.96444932907
2021-07,1088.3482670082713
2021-08,1179.9363523297675
2021-09,1242.7420947109538
2021-10,1348.4211098960777
2021-11,1346.980525043831
2021-12,1347.9780581264142
2022-01,1375.316867632421
2022-02,1448.0023677853187
2022-03,1509.370874913107
2022-04,1651.3452177360496
2022-05,1572.494098730521
2022-06,1461.6238016125437
2022-07,1546.2274634098014
2022-08,1649.3337196928398
2022-09,1680.9729191541262
2022-10,1671.8537456300141
2022-11,1614.523204346082
2022-12,1487.9378793451724
2023-01,1509.8305341476694
2023-02,1531.320342112727
2023-03,1548.9798191456778
2023-04,1624.2641539308722
2023-05,1627.2924150213278
2023-06,1585.5088208949298
2023-07,1590.270750244525
