Date,AUSTRALIA
1998-12,100.0
1999-01,109.62628189215684
1999-02,110.53244954900856
1999-03,117.1097128809074
1999-04,131.74081722825338
1999-05,122.66021977046242
1999-06,130.20671278304397
1999-07,125.36224263589479
1999-08,119.86741558138017
1999-09,119.35920684565531
1999-10,118.12479609550167
1999-11,129.8388949680968
1999-12,137.78577567848606
2000-01,136.08003250118082
2000-02,135.02681251623002
2000-03,134.66853786941954
2000-04,137.60466167448925
2000-05,130.40570892583827
2000-06,144.3965034480452
2000-07,140.28654112742043
2000-08,147.75513890403346
2000-09,142.3119744338671
2000-10,138.62243634924928
2000-11,137.9773639314499
2000-12,132.46360376480106
2001-01,139.13291818113532
2001-02,134.27384812129839
2001-03,124.85806522147811
2001-04,139.14924505265984
2001-05,146.37056931370904
2001-06,151.20961945881842
2001-07,138.75294315879506
2001-08,134.36056965968544
2001-09,117.1718278535518
2001-10,128.9126274161654
2001-11,139.639058230896
2001-12,142.0131459813001
2002-01,147.27658318333272
2002-02,147.40742204425013
2002-03,151.11699714044235
2002-04,144.47761801737948
2002-05,148.0435905324813
2002-06,133.13311251259213
2002-07,124.06077816143087
2002-08,126.9679675055171
2002-09,118.94869808992401
2002-10,125.07412831729073
2002-11,127.79344386641813
2002-12,118.88609764424989
2003-01,118.30684139143689
2003-02,116.16629597841533
2003-03,118.78591194276251
2003-04,125.34769910910644
2003-05,122.91732095837985
2003-06,130.76196524160582
2003-07,132.98382857179553
2003-08,139.5841602423874
2003-09,136.67080250936704
2003-10,148.48940454962215
2003-11,143.41086110906514
2003-12,147.83061082247133
2004-01,149.88392878266896
2004-02,156.76966336090376
2004-03,160.7305973932554
2004-04,155.0048272848807
2004-05,153.0640037658236
2004-06,153.39250310864205
2004-07,155.4088808349186
2004-08,156.75785509887854
2004-09,163.37624886753798
2004-10,169.09181746457605
2004-11,175.42982577088867
2004-12,178.80350361484838
2005-01,187.80411215749038
2005-02,194.3373298322805
2005-03,190.39374956981968
2005-04,188.58121761937227
2005-05,196.879154105989
2005-06,212.00178655015495
2005-07,216.28649792904054
2005-08,215.28833173109416
2005-09,235.4867065288288
2005-10,222.2862997295009
2005-11,233.87941822276193
2005-12,239.04851254895084
2006-01,248.73995045501087
2006-02,249.4021123058571
2006-03,246.64530903478666
2006-04,258.685630683871
2006-05,239.47872303946846
2006-06,242.08303282293824
2006-07,245.50621798891842
2006-08,251.748321450598
2006-09,250.68718653625965
2006-10,269.24910101459653
2006-11,269.51316874235283
2006-12,279.8195805472876
2007-01,284.59323683269395
2007-02,289.4753817683507
2007-03,302.75490748168255
2007-04,312.9653343696404
2007-05,322.06631973067545
2007-06,329.17344723268167
2007-07,320.33489342732514
2007-08,315.5924038588587
2007-09,347.4101853700986
2007-10,367.224763010019
2007-11,334.5801660306889
2007-12,323.8905993993981
2008-01,290.33352376724787
2008-02,291.57162634383945
2008-03,263.7619673714462
2008-04,291.12254129918307
2008-05,298.3455376390078
2008-06,275.94875251315665
2008-07,259.11051361780045
2008-08,262.7421997998775
2008-09,227.31632000409195
2008-10,187.52899922312642
2008-11,173.21617013949265
2008-12,168.0389980042552
2009-01,158.2398170052216
2009-02,153.68561987304395
2009-03,173.15207458100315
2009-04,193.01377038125224
2009-05,198.62715967413882
2009-06,210.3613054148876
2009-07,229.42930852156556
2009-08,245.18792146357782
2009-09,268.71954264811177
2009-10,266.39226065183766
2009-11,269.91836683050064
2009-12,287.239917876342
2010-01,275.75036461345064
2010-02,290.35094214344105
2010-03,317.2174455293123
2010-04,320.9983562307143
2010-05,289.73989496607317
2010-06,283.8809511833241
2010-07,299.43589242054463
2010-08,297.4697108557938
2010-09,314.8581496114475
2010-10,318.1265562401518
2010-11,327.9023302618972
2010-12,351.8074438566529
2011-01,336.396464143909
2011-02,349.22700900169474
2011-03,347.36751573372226
2011-04,351.44225535070365
2011-05,344.4803746225349
2011-06,337.95791059939813
2011-07,333.48590094226194
2011-08,318.12888595739855
2011-09,291.47958184933543
2011-10,328.0766994162482
2011-11,317.1507207048275
2011-12,323.7418683017931
2012-01,349.36737177666294
2012-02,352.19921941555924
2012-03,343.8211992191028
2012-04,352.6518721843573
2012-05,328.68524832206083
2012-06,342.5006032393444
2012-07,379.2128666251714
2012-08,371.1786273853184
2012-09,373.2322600318271
2012-10,380.35217286101295
2012-11,383.26223714397696
2012-12,389.11966575002566
2013-01,398.7487539515574
2013-02,430.1727746681215
2013-03,435.70702815376
2013-04,444.1914598765514
2013-05,397.1930572766597
2013-06,370.47600983799884
2013-07,372.91354765908767
2013-08,381.27443273752516
2013-09,398.23803995865893
2013-10,418.59626289888087
2013-11,399.57279122201214
2013-12,387.80537432334313
2014-01,374.77214630619426
2014-02,394.1850244658177
2014-03,410.6785932299355
2014-04,415.85305241180475
2014-05,427.2033408141657
2014-06,424.86742424631154
2014-07,447.19963314836394
2014-08,458.96199795484364
2014-09,423.9534380561433
2014-10,450.0278176309767
2014-11,423.8415228248065
2014-12,426.53639163319514
2015-01,449.256586351322
2015-02,486.5149849989739
2015-03,495.4336556348585
2015-04,480.37370677421194
2015-05,477.4520876640568
2015-06,448.0165293605063
2015-07,450.8504688492003
2015-08,393.78328822325557
2015-09,378.6579881245527
2015-10,404.9722210110582
2015-11,427.0895148049513
2015-12,427.83764867346946
2016-01,392.8908066703255
2016-02,387.60411986839387
2016-03,416.4025542582427
2016-04,426.1391631671176
2016-05,427.9328775058061
2016-06,429.0898110819587
2016-07,461.08798799622514
2016-08,450.82898559172435
2016-09,457.75321766332394
2016-10,459.3076343887598
2016-11,476.3414085537151
2016-12,491.0804349467615
2017-01,499.7367003765643
2017-02,527.3152716194714
2017-03,537.443865678417
2017-04,524.1743706430384
2017-05,487.65010184750815
2017-06,494.54894155566444
2017-07,499.6950570128107
2017-08,494.473524929912
2017-09,492.08893149761803
2017-10,506.4707911011102
2017-11,497.39659429645667
2017-12,517.3396099756752
2018-01,513.4063550555086
2018-02,506.1830280833902
2018-03,474.03351893870337
2018-04,494.3291638617197
2018-05,518.9891988549824
2018-06,525.2923862097796
2018-07,535.8163934049282
2018-08,529.2558827214087
2018-09,523.086806423991
2018-10,495.58916726590786
2018-11,499.03950157568545
2018-12,478.25912686987886
2019-01,510.80396143285816
2019-02,531.9900418066471
2019-03,542.3784302510418
2019-04,549.9582019011021
2019-05,557.0972046309416
2019-06,573.8134629101297
2019-07,590.5783342694172
2019-08,571.2375686736647
2019-09,591.0590468402535
2019-10,587.6635309531077
2019-11,600.613981424479
2019-12,598.6956104333719
2020-01,606.967911073235
2020-02,545.0092232796643
2020-03,408.8508652679648
2020-04,472.20211949230315
2020-05,486.1815710290725
2020-06,514.8763867371465
2020-07,510.9554582316648
2020-08,533.5034523021989
2020-09,507.0700581808267
2020-10,510.5721701645297
2020-11,576.1839004788744
2020-12,597.2017111216526
2021-01,601.7065787873337
2021-02,618.144507113757
2021-03,642.9196189689386
2021-04,658.6652742318918
2021-05,669.5669982189586
2021-06,680.9206126370738
2021-07,672.0025446979469
2021-08,684.8250624427449
2021-09,675.6429228968799
2021-10,703.1694582725762
2021-11,675.7863110519019
2021-12,703.0223877983144
2022-01,650.7127000369981
2022-02,687.4138032737944
2022-03,770.6420158836673
2022-04,765.0775990284274
2022-05,745.2343539496186
2022-06,671.6032683033944
2022-07,733.7273226172044
2022-08,736.3165631553799
2022-09,668.4362546627331
2022-10,697.3338057189447
2022-11,750.8551762504951
2022-12,709.7519128233719
2023-01,772.0865822372288
2023-02,738.7286134146842
2023-03,716.6625777478215
2023-04,706.7016563066701
2023-05,696.9123474207428
2023-06,715.6029194899164
2023-07,736.4072022479849
