Date,UKRAINE
2006-05,1120.479627925763
2006-06,1122.1983560836252
2006-07,1095.6306037394775
2006-08,1172.5987599321497
2006-09,1102.574139028149
2006-10,1030.41745209444
2006-11,992.4730948948647
2006-12,1084.1864957627179
2007-01,1261.4944406176148
2007-02,1198.9132313963787
2007-03,1240.297398731166
2007-04,1248.6065781312295
2007-05,1272.7123298364934
2007-06,1203.2590721365186
2007-07,1244.8097498714012
2007-08,1101.9353732559769
2007-09,1027.9893311892076
2007-10,1103.5263566343567
2007-11,1000.0
2007-12,1064.282499399639
2008-01,976.8617155349922
2008-02,969.8398862669554
2008-03,835.0729194223571
2008-04,780.711599473631
2008-05,838.0245571740095
2008-06,742.5091984522658
2008-07,615.8338831443256
2008-08,551.2012874345795
2008-09,358.0089993171797
2008-10,256.20808956791404
2008-11,210.63359016702026
2008-12,180.72494237870524
2009-01,178.09059831453362
2009-02,141.5288531219571
2009-03,144.78960465818787
2009-04,183.45247339929023
2009-05,234.16555272921727
2009-06,224.51739726514677
2009-07,215.93947673514376
2009-08,199.9786600142048
2009-09,210.42619813768212
2009-10,257.2599173346002
2009-11,230.89390851480442
2009-12,225.95722546800843
2010-01,252.79136338199467
2010-02,283.99035663122453
2010-03,356.01032961313587
2010-04,395.987003963428
2010-05,312.12007652614744
2010-06,333.5411813882419
2010-07,333.9015766111795
2010-08,302.6495706451124
2010-09,280.8541980904704
2010-10,267.2316293453409
2010-11,310.80489346905324
2010-12,360.5337365095446
2011-01,382.7039616240306
2011-02,446.4615322678792
2011-03,413.99275909961136
2011-04,400.4757572850929
2011-05,378.88187633913793
2011-06,350.72005788494505
2011-07,360.9223199863233
2011-08,294.7554110321338
2011-09,225.8573812483374
2011-10,207.54707004815631
2011-11,238.432351573238
2011-12,201.9582265260501
2012-01,205.27155551876277
2012-02,194.35507179455738
2012-03,182.24332162224755
2012-04,182.32487346956628
2012-05,140.75369481468152
2012-06,122.47373306596255
2012-07,133.01299466938133
2012-08,127.2177647435182
2012-09,120.02974134388228
2012-10,109.5979184965829
2012-11,98.9579436640717
2012-12,101.02808922319826
2013-01,104.26556152858063
2013-02,128.05038883256685
2013-03,107.03818702572954
2013-04,94.55222377954274
2013-05,98.76187839073148
2013-06,94.13727524631673
2013-07,88.4938877813256
2013-08,83.45907333927413
2013-09,77.95370679784538
2013-10,76.33653589622168
2013-11,76.79161660089868
2013-12,81.57109488168764
2014-01,82.59281199859969
2014-02,95.43167326708371
2014-03,77.38466713661563
2014-04,84.72070347109076
2014-05,97.80063823554246
2014-06,98.47203459848649
2014-07,118.22224084323703
2014-08,103.89466198498819
2014-09,109.20088008798864
2014-10,111.87904707460291
2014-11,81.93935603760191
2014-12,84.53867670659389
2015-01,97.3665769526674
2015-02,71.69146249581321
2015-03,78.19037844152564
2015-04,83.45315463382083
2015-05,84.84140368418315
2015-06,88.50993369732943
2015-07,84.87759326013446
2015-08,75.77849292742314
2015-09,74.08543248655762
2015-10,59.077992529568206
2015-11,58.18607211854092
2015-12,56.71400201776731
2016-01,50.507143747109644
2016-02,54.63119067679305
2016-03,59.88996324112177
2016-04,59.17449983171449
2016-05,61.33524224189394
2016-06,60.73125133901575
2016-07,67.86325299312254
2016-08,66.581795420616
2016-09,66.69119960095644
2016-10,70.09630413172331
2016-11,69.77237844548877
2016-12,69.17249229491112
2017-01,82.27740524561949
2017-02,82.38083178660497
2017-03,80.39134466266036
2017-04,80.30723794963093
2017-05,78.68789129382391
2017-06,74.58636847157291
2017-07,72.95787012253244
2017-08,73.39838663818924
2017-09,68.59578306630083
2017-10,64.19904685904878
2017-11,63.18240978758439
2017-12,63.599052926267824
2018-01,70.81233089837619
2018-02,68.97662266539291
2018-03,69.10075731825147
2018-04,68.50419554811027
2018-05,72.45406793722191
2018-06,68.28094845254921
2018-07,70.01862290930782
2018-08,68.98714978322596
2018-09,69.277133670098
2018-10,67.1826078580657
2018-11,68.50965291984778
2018-12,64.0739310705575
2019-01,67.59850920474143
2019-02,65.98364421095857
2019-03,66.08045025463406
2019-04,72.4492619904837
2019-05,65.05787399574513
2019-06,65.6260532629463
2019-07,65.75527862255545
2019-08,61.22859055036441
2019-09,58.62651788164742
2019-10,57.02492091042622
2019-11,57.437179089560004
2019-12,62.424363092441205
2020-01,60.42414401477042
2020-02,54.03731355233353
2020-03,41.33797510311914
2020-04,48.84081776979884
2020-05,49.66826955932539
2020-06,50.600952385232894
2020-07,48.05326798574943
2020-08,45.244278303760886
2020-09,45.7895143577178
2020-10,44.32126891693721
2020-11,54.386372840190184
2020-12,53.92349186980229
2021-01,59.74622592843306
2021-02,59.469355603262656
2021-03,56.8304735178006
2021-04,54.28127759335969
2021-05,61.1403209678838
2021-06,60.22487651738327
2021-07,57.84807804632582
2021-08,62.115655283292746
2021-09,68.53128180182553
2021-10,69.10342412347092
2021-11,66.7885224638546
2021-12,67.09535567119637
2022-01,61.00301424020286
2022-02,36.61658108499547
2022-03,39.27408700027495
2022-04,35.00696341928529
2022-05,36.959677824841826
2022-06,27.213158567251835
2022-07,34.44094085660101
2022-08,29.411054456776338
2022-09,26.01234176725795
2022-10,23.108999948477376
2022-11,25.498342785868473
2022-12,25.809318245986677
2023-01,25.122000006523805
2023-02,26.916372617420304
2023-03,24.796447909485074
2023-04,25.151086604259124
2023-05,26.04088200536982
2023-06,25.1103143996485
2023-07,23.896146791323815
