Date,LITHUANIA
2008-06,964.2517755736714
2008-07,978.8450959782945
2008-08,1014.6407423200163
2008-09,880.0749463110578
2008-10,680.787213639333
2008-11,600.0010742225395
2008-12,564.9539318551472
2009-01,608.2783726145357
2009-02,546.8668930416644
2009-03,551.0666683911628
2009-04,571.4291758130707
2009-05,599.2123646299935
2009-06,588.0525217363326
2009-07,653.7459881188732
2009-08,957.615907848684
2009-09,1027.9205697764628
2009-10,1023.4079471651221
2009-11,955.5309066680643
2009-12,954.0572298168114
2010-01,1171.4028736635023
2010-02,1130.9090402143138
2010-03,1179.2967745184967
2010-04,1141.0153220901318
2010-05,1100.998059413716
2010-06,1117.4265742109167
2010-07,1111.9472636336054
2010-08,1139.3425738488347
2010-09,1237.960262187399
2010-10,1276.2806940178657
2010-11,1310.6971853968719
2010-12,1346.4533788802155
2011-01,1322.4693398138236
2011-02,1319.0499267910568
2011-03,1289.4892049745667
2011-04,1228.1972970931506
2011-05,1175.164428087605
2011-06,1245.768854037878
2011-07,1190.5225032346223
2011-08,1170.1373754567655
2011-09,1127.3974423909483
2011-10,1147.013524531986
2011-11,1109.8572550846209
2011-12,1116.229253686504
2012-01,1148.464632217745
2012-02,1197.1168999187373
2012-03,1213.5042515641185
2012-04,1291.5808545406799
2012-05,1314.6013506001582
2012-06,1314.6013506001566
2012-07,1355.082872020889
2012-08,1339.6064801340272
2012-09,1300.434848256393
2012-10,1251.8450194084721
2012-11,1323.193289526465
2012-12,1389.3207354641588
2013-01,1506.2585348939651
2013-02,1519.330247903684
2013-03,1559.529058079472
2013-04,1568.834744862867
2013-05,1588.1264157119265
2013-06,1584.3593172142641
2013-07,1586.515440358154
2013-08,1612.8180384832262
2013-09,1601.1078821476497
2013-10,1584.0420157468282
2013-11,1570.0170855336416
2013-12,1601.6753937239582
2014-01,1719.6394063372834
2014-02,1693.63174589346
2014-03,1696.5587589197546
2014-04,1720.5465831672147
2014-05,1681.2749669057825
2014-06,1716.9969300501537
2014-07,1732.6430469750517
2014-08,1695.6395427149243
2014-09,1690.5504879922757
2014-10,1656.6906753991188
2014-11,1720.7321022201481
2014-12,1669.335535240142
2015-01,1720.7321022201497
2015-02,1760.0752898877456
2015-03,1849.0953285701971
2015-04,1847.4457057820423
2015-05,1838.3940951536833
2015-06,1826.46078605878
2015-07,1820.4941315113253
2015-08,1810.6094699283403
2015-09,1787.3794047385982
2015-10,1751.7587654422018
2015-11,1759.1375145015109
2015-12,1759.13751450151
2016-01,1741.2456107544745
2016-02,1737.164435521267
2016-03,1793.664335786086
2016-04,1691.0880459500193
2016-05,1704.901942539835
2016-06,1650.3386195869086
2016-07,1689.7380268636432
2016-08,1674.0149264011282
2016-09,1703.933921985362
2016-10,1690.0552065113516
2016-11,1682.026825650561
2016-12,1715.4090676845437
2017-01,1768.3535291762264
2017-02,1766.7511493263414
2017-03,1755.2008291180728
2017-04,1772.6014839395632
2017-05,1780.8342406410936
2017-06,1731.6120515079822
2017-07,1807.9102423818595
2017-08,1875.214818322467
2017-09,1793.5014271004375
2017-10,1795.5894614279414
2017-11,1796.2651613095884
2017-12,1733.6521083315233
2018-01,1844.871167738258
2018-02,1852.863392543571
2018-03,1937.2084941366716
2018-04,1938.5843481665336
2018-05,1911.4729309669472
2018-06,1888.8092542418628
2018-07,1894.6151770591296
2018-08,1880.6471556926938
2018-09,1884.0969027780523
2018-10,1710.5718348747937
2018-11,1736.3207349007569
2018-12,1619.1880804054788
2019-01,1732.1551691136747
2019-02,1757.9040691396374
2019-03,1790.9037582535561
2019-04,1872.1816726635413
2019-05,1882.9873701640417
2019-06,1860.4513264544844
2019-07,2000.9640821956746
2019-08,1997.9338078615885
2019-09,2036.989856761148
2019-10,2076.854470993661
2019-11,2068.5277031757437
2019-12,2090.210671403739
2020-01,2165.203474571549
2020-02,2037.709401796877
2020-03,1648.944084061636
2020-04,1876.0996924175865
2020-05,1897.7483078212779
2020-06,1967.7142442697457
2020-07,2167.562284836592
2020-08,2165.746269696183
2020-09,2089.400839250122
2020-10,2058.5271059271163
2020-11,2123.235974545621
2020-12,2224.785273273711
2021-01,2359.948156120047
2021-02,2285.733376900879
2021-03,2249.6174291340594
2021-04,2292.2561112335084
2021-05,2393.918087557498
2021-06,2339.1078308521205
2021-07,2485.803322817569
2021-08,2686.0946667939465
2021-09,2315.3954452794696
2021-10,2390.7122479527434
2021-11,2400.2097465703214
2021-12,2411.784888885178
2022-01,2374.9818182433182
2022-02,2256.658024136431
2022-03,2219.3602262335544
2022-04,2247.50370665693
2022-05,2237.1979754483114
2022-06,2193.702394046509
2022-07,2207.509392752286
2022-08,2284.771446235178
2022-09,2282.053043849025
2022-10,2269.2969703214144
2022-11,2382.825927132908
2022-12,2352.8788633034765
2023-01,2391.76880191504
2023-02,2454.3720417207096
2023-03,2481.8339348893032
2023-04,2580.1094322426025
2023-05,2573.4230751169953
2023-06,2494.5052278184853
2023-07,2488.7117173046736
