Date,GREECE
2013-07,20.04364021499308
2013-08,21.163216722293093
2013-09,23.551940799844694
2013-10,27.282049137053416
2013-11,26.389134461108316
2013-12,25.475015276801148
2014-01,25.987430959228583
2014-02,29.705280569606003
2014-03,30.084433360333644
2014-04,27.12243621776916
2014-05,27.326160678677287
2014-06,27.022786701528194
2014-07,25.34810686213827
2014-08,25.706023818262548
2014-09,23.42655765477563
2014-10,20.11827457668453
2014-11,20.75597476871608
2014-12,17.418447844718706
2015-01,13.215547464221935
2015-02,15.928778625098708
2015-03,13.867174652639644
2015-04,14.580243993248736
2015-05,14.771186228642543
2015-06,14.063310067261877
2015-07,14.063310067261877
2015-08,8.988836027981387
2015-09,9.013312966409998
2015-10,10.044848318551566
2015-11,7.85725844725972
2015-12,7.50281817793842
2016-01,5.936098148385898
2016-02,5.314017569454815
2016-03,6.277620800181252
2016-04,6.443539251279165
2016-05,7.3844293339096305
2016-06,5.535779531007552
2016-07,5.849772035567886
2016-08,5.888592246892696
2016-09,5.525444753652603
2016-10,5.864553901071981
2016-11,6.6553961843898
2016-12,6.790213101535135
2017-01,6.106598037783848
2017-02,6.4026635334621
2017-03,6.462703965407148
2017-04,7.065734286249633
2017-05,7.791920235108697
2017-06,8.110113213612706
2017-07,7.925179485091631
2017-08,7.948010004657602
2017-09,6.873799025283884
2017-10,6.8267116337584595
2017-11,6.635851586263834
2017-12,7.66989314722344
2018-01,8.263284689175704
2018-02,7.749168608402209
2018-03,6.983291635282432
2018-04,8.227748134469891
2018-05,6.915071141797582
2018-06,7.194315897241512
2018-07,7.162818291280504
2018-08,6.4827487748791315
2018-09,5.960060901374212
2018-10,5.6097249496642245
2018-11,5.426898868528976
2018-12,5.088650709409704
2019-01,5.351633470705453
2019-02,5.701753133482949
2019-03,5.842728416761128
2019-04,6.218452234181412
2019-05,6.424455858245042
2019-06,6.6962124584845375
2019-07,6.867562029245114
2019-08,6.574368736357463
2019-09,6.78021023359464
2019-10,7.140663461047921
2019-11,7.343125180328766
2019-12,7.419300371738785
2020-01,7.1415146537612895
2020-02,5.6147406720040705
2020-03,4.1621207389942
2020-04,4.545606439614939
2020-05,4.683421423588678
2020-06,4.5084380086108125
2020-07,4.59861828579346
2020-08,4.659747608476873
2020-09,4.459412885144072
2020-10,3.8658111343438413
2020-11,4.919740145634877
2020-12,4.9735835661254395
2021-01,4.551499078159236
2021-02,4.880632517429249
2021-03,5.255841724647706
2021-04,5.502994799667602
2021-05,5.650765123219154
2021-06,5.634757202776336
2021-07,5.618457072577768
2021-08,5.960955283344362
2021-09,5.883448731424603
2021-10,5.852418314538848
2021-11,5.614572938450596
2021-12,5.779266322032871
2022-01,6.25043241964153
2022-02,6.116680125492294
2022-03,5.971071007324262
2022-04,6.2349018851852005
2022-05,5.9703066700514595
2022-06,5.27550810933423
2022-07,5.649880524690841
2022-08,5.611131735519142
2022-09,5.208589270647027
2022-10,5.879572400229475
2022-11,6.110020477995058
2022-12,6.174242923661093
2023-01,6.814665793330797
2023-02,7.607951417278545
2023-03,7.020219397201869
2023-04,7.160050638991904
2023-05,8.058511840058781
2023-06,8.65800214561836
2023-07,9.050206672659444
