Date,GREECE
2000-12,99.99999999999999
2001-01,96.73656657909585
2001-02,92.87041101991757
2001-03,91.39632842450347
2001-04,99.30528108936822
2001-05,92.20381600164282
2001-06,81.27780585157787
2001-07,78.92949664572015
2001-08,80.41764172656993
2001-09,64.58300527451973
2001-10,71.92817107976272
2001-11,76.66105268250853
2001-12,74.22464996208969
2002-01,73.85381729546552
2002-02,66.0524373298508
2002-03,64.14297351502866
2002-04,62.34811219919371
2002-05,65.515845660035
2002-06,63.335486010176986
2002-07,59.12347527505482
2002-08,59.35765732153515
2002-09,50.90187145538427
2002-10,48.735628872259355
2002-11,49.80750846475555
2002-12,47.06985259480982
2003-01,45.67982092804791
2003-02,43.28448620309438
2003-03,38.48142491750047
2003-04,45.54459245582328
2003-05,46.37755700081347
2003-06,52.310352175203086
2003-07,60.510407435662366
2003-08,62.26575970752011
2003-09,57.232168359725286
2003-10,60.03486253011201
2003-11,61.93250523775037
2003-12,66.38364784343628
2004-01,71.09834234901237
2004-02,71.53345211290241
2004-03,70.19814745377082
2004-04,76.30815052660193
2004-05,74.55673949433904
2004-06,73.60000764945087
2004-07,72.15239641806299
2004-08,72.47619747993927
2004-09,73.90051022985313
2004-10,79.71203301467143
2004-11,84.81594200987023
2004-12,89.97495907761893
2005-01,93.80831729790674
2005-02,102.4426153312698
2005-03,93.11964406302164
2005-04,93.22767971159826
2005-05,97.68165005991126
2005-06,101.99591961323407
2005-07,108.61974163572077
2005-08,107.34631906137554
2005-09,111.46003002754635
2005-10,108.88699431387948
2005-11,113.38323051027466
2005-12,120.37510304914025
2006-01,129.60863123409484
2006-02,139.2294288726232
2006-03,134.7655124087866
2006-04,134.78488429298895
2006-05,122.93971636776249
2006-06,123.9965634306441
2006-07,125.57880450211512
2006-08,129.363628089496
2006-09,131.54344800090712
2006-10,139.0246778621113
2006-11,141.57629544929506
2006-12,145.41625104460195
2007-01,156.69050142293085
2007-02,148.45373386560917
2007-03,152.15576420080842
2007-04,155.13543937119482
2007-05,164.08710200966618
2007-06,159.80519403752234
2007-07,161.4009923982345
2007-08,162.30390002876172
2007-09,168.56197752973742
2007-10,176.00030922021776
2007-11,168.61728296153484
2007-12,174.31298406497325
2008-01,147.94923179353017
2008-02,137.89603464543595
2008-03,135.3842889816557
2008-04,144.06153086516375
2008-05,145.03645957189448
2008-06,118.51792262825137
2008-07,120.43407454750759
2008-08,117.06893736127036
2008-09,104.49892869787321
2008-10,73.26992671487692
2008-11,66.01958550676957
2008-12,62.323305245767685
2009-01,62.487433798405675
2009-02,51.08542995265598
2009-03,57.05342899568623
2009-04,71.26077404554258
2009-05,79.31002616044664
2009-06,74.98926424176099
2009-07,81.42193590440283
2009-08,87.23345328529899
2009-09,95.5434559504294
2009-10,96.39897544896402
2009-11,79.46499092635521
2009-12,75.50699196259505
2010-01,69.81858486046238
2010-02,64.16259266387758
2010-03,69.5244366422367
2010-04,62.638828308470806
2010-05,50.33876461958216
2010-06,45.69802210150956
2010-07,56.114241218101064
2010-08,52.15067785818498
2010-09,48.71072596096765
2010-10,51.72929640366843
2010-11,46.676858580965614
2010-12,44.51888114502896
2011-01,51.29349484574712
2011-02,50.25780690785793
2011-03,48.46388763666211
2011-04,44.27840063444605
2011-05,40.428273175164776
2011-06,39.6181343903713
2011-07,37.107525461435884
2011-08,26.71057611497407
2011-09,22.858726197637353
2011-10,21.073868590437947
2011-11,17.238905393394596
2011-12,17.12720405606708
2012-01,21.176601852137715
2012-02,19.064362575972833
2012-03,18.955363379255985
2012-04,17.843816918117245
2012-05,13.321145022376673
2012-06,14.253789278645437
2012-07,14.396172656295567
2012-08,15.628565973567214
2012-09,14.105810195769827
2012-10,16.346374289801886
2012-11,17.43128851328397
2012-12,17.627091956227538
2013-01,19.506129703845417
2013-02,20.932410312063983
2013-03,20.635606384578278
2013-04,20.116887687631777
2013-05,18.858733003906952
2013-06,18.35417626577802
