Date,NIGERIA
2011-11,376.98730979177674
2011-12,412.0015646589931
2012-01,408.92150843983984
2012-02,406.50009886620353
2012-03,422.68810768096176
2012-04,468.23527234689425
2012-05,492.7250003217823
2012-06,463.2758930325729
2012-07,537.2038937495429
2012-08,563.067635283301
2012-09,603.2910392933904
2012-10,611.5784471737977
2012-11,612.6668641125917
2012-12,660.8750293609183
2013-01,711.7462350057224
2013-02,760.8690857715245
2013-03,785.7950954268152
2013-04,766.6353692054427
2013-05,867.1568690530273
2013-06,765.4282056745823
2013-07,791.3486005404867
2013-08,750.2045746352628
2013-09,758.4328688397966
2013-10,792.3046134423035
2013-11,809.4695221901652
2013-12,816.788272357936
2014-01,778.0079744565525
2014-02,699.7920270775107
2014-03,701.0846430893649
2014-04,740.0713944148674
2014-05,822.7828557229033
2014-06,825.7998701754966
2014-07,855.9632288763266
2014-08,859.1792199850778
2014-09,885.9014536624816
2014-10,777.690485097662
2014-11,696.0568011806636
2014-12,684.3618786247298
2015-01,609.5784523919698
2015-02,597.0077857381176
2015-03,693.5914865971478
2015-04,727.2808512050212
2015-05,735.5625448378782
2015-06,701.5740157976559
2015-07,615.2370714409427
2015-08,599.492088935866
2015-09,655.1619185167427
2015-10,624.9040327185011
2015-11,603.6231107521528
2015-12,607.9242452436612
2016-01,509.10864282808967
2016-02,515.3477340436727
2016-03,494.1937215794703
2016-04,505.5491844711051
2016-05,600.8716146196574
2016-06,447.5249552414594
2016-07,381.71864320673706
2016-08,386.93747132362085
2016-09,393.3105985137872
2016-10,388.3025477614562
2016-11,384.3415812962695
2016-12,400.81526080083137
2017-01,392.93122238676773
2017-02,369.1141112396776
2017-03,396.6491339753103
2017-04,402.0987571611968
2017-05,457.0937674441719
2017-06,496.9394463186338
2017-07,524.348803206722
2017-08,470.1724694184081
2017-09,469.42448087993944
2017-10,484.94454002979165
2017-11,476.5427296987161
2017-12,482.1328219883001
2018-01,527.104844769637
2018-02,534.9008140154342
2018-03,503.2602992772969
2018-04,532.9718590040031
2018-05,504.4740807823802
2018-06,509.73484006355994
2018-07,492.36967534605344
2018-08,461.4080993233407
2018-09,439.9748247098599
2018-10,447.8827442697149
2018-11,435.5306243106225
2018-12,433.80195310363627
2019-01,408.41735377394093
2019-02,435.57335684418655
2019-03,442.4007159219398
2019-04,426.8408494306213
2019-05,415.2196287937934
2019-06,405.9090550966645
2019-07,367.0254169810803
2019-08,354.12921901705096
2019-09,375.90736340353993
2019-10,340.36338069172365
2019-11,367.85023503160306
2019-12,369.92589378947525
2020-01,391.10394894949803
2020-02,339.47871239121616
2020-03,252.22039175865294
2020-04,284.81573229875545
2020-05,322.2768192509077
2020-06,307.2703475373465
2020-07,289.85229001655455
2020-08,303.60134891827107
2020-09,338.00194822562423
2020-10,389.60926081848015
2020-11,411.41170447878403
2020-12,419.20099572823926
2021-01,441.0131288537717
2021-02,393.44380197733454
2021-03,408.1769118010147
2021-04,417.40943856970074
2021-05,408.16810352315866
2021-06,437.2260621788395
2021-07,445.8857910423935
2021-08,435.45392284707685
2021-09,457.91212871398864
2021-10,465.7022673788549
2021-11,467.51467807797127
2021-12,467.0277523755756
2022-01,477.6521766625538
2022-02,487.6576050207914
2022-03,483.13310265137204
2022-04,560.3347700786347
2022-05,560.7081343929686
2022-06,560.5648960168163
2022-07,524.4411594610089
2022-08,518.9301018677734
2022-09,508.30607215678236
2022-10,482.44727669448355
2022-11,484.597785847813
2022-12,482.6157664550236
2023-01,487.85760298093845
2023-02,535.4538432450682
2023-03,510.5344148449824
2023-04,491.06458786056703
2023-05,577.937595856938
2023-06,378.5782610116922
2023-07,413.3174779717674
