Date,BANGLADESH
2009-11,1000.0
2009-12,1013.7693773772779
2010-01,1223.435732777193
2010-02,1302.4536770488662
2010-03,1283.8859880833766
2010-04,1321.8809851002184
2010-05,1509.6170008663673
2010-06,1523.8374772576851
2010-07,1439.9916678599286
2010-08,1560.6776552863846
2010-09,1461.7292578298843
2010-10,1492.6932525290028
2010-11,1612.2300596430555
2010-12,1569.028572307544
2011-01,1374.1114923514037
2011-02,968.5864970433875
2011-03,1059.1016669966345
2011-04,966.843034749048
2011-05,941.9461354188288
2011-06,1018.9619266938616
2011-07,1098.966420808746
2011-08,1041.1113294020176
2011-09,1063.2645411935825
2011-10,906.6674250913832
2011-11,955.5494889279241
2011-12,914.9777256530347
2012-01,714.8794453640755
2012-02,831.3243987444574
2012-03,884.7331453413645
2012-04,905.7930933791057
2012-05,884.2775440197296
2012-06,844.4386213901633
2012-07,813.6618128558406
2012-08,861.8106336918877
2012-09,851.6105022617994
2012-10,823.0796542593995
2012-11,766.3105949817545
2012-12,806.4816685580458
2013-01,791.2496085904777
2013-02,779.6598293152994
2013-03,798.2267116893332
2013-04,736.0592065075624
2013-05,803.6862666822789
2013-06,854.6902168099783
2013-07,788.5707613638085
2013-08,835.7334955306172
2013-09,777.98628494008
2013-10,801.389745031021
2013-11,822.9552438409337
2013-12,799.80263335128
2014-01,905.682708305601
2014-02,945.8530854377069
2014-03,943.0495139415543
2014-04,982.7390642510242
2014-05,964.8828598008872
2014-06,1018.2143351571711
2014-07,1012.1806342677529
2014-08,1150.9542116564949
2014-09,1396.9446167663864
2014-10,1433.7807857050293
2014-11,1234.4721551067253
2014-12,1372.4565178345113
2015-01,1432.6348797247567
2015-02,1440.1878301125166
2015-03,1519.349328279063
2015-04,1344.0423486681798
2015-05,1409.813396415646
2015-06,1439.5713370373062
2015-07,1518.0942995291005
2015-08,1468.9283605681546
2015-09,1414.8874895741385
2015-10,1289.4748068834863
2015-11,1334.5197881583551
2015-12,1261.3437659360131
2016-01,1268.39744244656
2016-02,1284.024929957735
2016-03,1147.813860692815
2016-04,1142.297778207221
2016-05,1285.0835870473409
2016-06,1294.9006180180575
2016-07,1283.106355109591
2016-08,1276.5613208602565
2016-09,1300.324205194367
2016-10,1313.4818999770284
2016-11,1373.6519725845685
2016-12,1432.330620854841
2017-01,1434.2502200301685
2017-02,1493.2161590854969
2017-03,1479.8070749662932
2017-04,1405.3430939081022
2017-05,1383.3862381312981
2017-06,1399.1055358019998
2017-07,1336.980571515359
2017-08,1351.0779168585636
2017-09,1412.4781113965337
2017-10,1403.6861191509586
2017-11,1465.273931260915
2017-12,1482.6234298321856
2018-01,1456.2119900059909
2018-02,1435.3081956511605
2018-03,1416.4612081050582
2018-04,1480.3586263320558
2018-05,1371.7002527935551
2018-06,1385.889050155919
2018-07,1290.461313084849
2018-08,1357.8415234466524
2018-09,1305.9227456913716
2018-10,1326.3823087993155
2018-11,1365.0985222061313
2018-12,1328.2110241291366
2019-01,1405.9835272929465
2019-02,1460.6902017386562
2019-03,1457.9703673858805
2019-04,1361.7557969013017
2019-05,1372.7079154229054
2019-06,1392.874308935609
2019-07,1350.4882124041885
2019-08,1341.6029328445497
2019-09,1332.8588027091594
2019-10,1220.9008825055344
2019-11,1233.62819375497
2019-12,1122.4611200755576
2020-01,1118.4417132616966
2020-02,1067.115112786026
2020-03,942.7210208336144
2020-04,945.0108568789418
2020-05,929.3770187967776
2020-06,935.3292250243344
2020-07,927.8332020954075
2020-08,1125.8941856960578
2020-09,1117.1222637131018
2020-10,1112.1343306250199
2020-11,1088.7945816943936
2020-12,1193.2966566024745
2021-01,1300.8014044513986
2021-02,1188.313259856861
2021-03,1144.0271600933402
2021-04,1191.0573207914078
2021-05,1229.319018005923
2021-06,1266.4475278041255
2021-07,1306.4888161937392
2021-08,1308.917946401189
2021-09,1411.7861539801675
2021-10,1327.417962874651
2021-11,1363.7908169799744
2021-12,1350.4541655391806
2022-01,1396.1947617336557
2022-02,1371.5089647624725
2022-03,1379.8992858371532
2022-04,1447.7269651820216
2022-05,1311.6195052434248
2022-06,1265.5048409666117
2022-07,1206.5887609048968
2022-08,1243.1812794519053
2022-09,1225.168226468532
2022-10,1177.17596857972
2022-11,1151.6087396821433
2022-12,1101.0809993396133
2023-01,1040.6658189215718
2023-02,1066.5425775508943
2023-03,1041.3032071734328
2023-04,1035.3690514922052
2023-05,1061.1798794049093
2023-06,1028.0459426836292
2023-07,1014.0892348218637
