Date,KOREA
2000-12,100.0
2001-01,128.72542623361278
2001-02,120.82653698747706
2001-03,108.33954812043518
2001-04,123.14666332243017
2001-05,138.5601875423565
2001-06,130.90230635377034
2001-07,117.59270529680595
2001-08,117.01575705815694
2001-09,97.75124164431664
2001-10,114.33112119806566
2001-11,144.13787015524758
2001-12,156.0694672055051
2002-01,173.87136601253746
2002-02,190.64660664794118
2002-03,205.9477023079289
2002-04,199.37898096265025
2002-05,192.8989623965365
2002-06,175.6384151661117
2002-07,172.24104799856326
2002-08,172.92439041641987
2002-09,147.26208017070917
2002-10,154.25918495640278
2002-11,173.16893408717868
2002-12,143.4056087268342
2003-01,134.09989767845698
2003-02,126.97846135552389
2003-03,113.4848900394456
2003-04,126.71999210422642
2003-05,127.59471572315073
2003-06,141.0078430087169
2003-07,159.5412337484058
2003-08,172.99949969737807
2003-09,152.61479929774814
2003-10,170.3246460190233
2003-11,164.8928505708177
2003-12,161.086485072469
2004-01,180.23482126677243
2004-02,186.65625266162115
2004-03,195.80995606838403
2004-04,187.9942500594709
2004-05,172.3112190778346
2004-06,168.7277957916903
2004-07,156.5580121127302
2004-08,169.78782223222382
2004-09,172.13921695689532
2004-10,171.4175130186596
2004-11,181.61116864972064
2004-12,182.4532173513134
2005-01,203.77489131732383
2005-02,220.618398851749
2005-03,212.69921335233485
2005-04,203.71036092593943
2005-05,223.425469935502
2005-06,228.53375689471991
2005-07,255.90292731400945
2005-08,244.66600546781115
2005-09,279.8963344001637
2005-10,264.99033590908056
2005-11,301.03822570246683
2005-12,330.0316591747916
2006-01,348.56559389234764
2006-02,344.63468407215834
2006-03,338.0232375691265
2006-04,346.77622932998514
2006-05,314.11975350780597
2006-06,310.3265302336612
2006-07,310.3457543807567
2006-08,317.0683024807971
2006-09,330.2700796770123
2006-10,326.4040661415816
2006-11,331.85033151796046
2006-12,332.5395087280299
2007-01,321.9083140200363
2007-02,330.64006310056413
2007-03,337.8184120278139
2007-04,349.41982173964846
2007-05,383.62437741561826
2007-06,393.6841495220031
2007-07,431.1352706378922
2007-08,413.65989885020525
2007-09,426.08454377393156
2007-10,448.5537629937678
2007-11,399.97275109035337
2007-12,395.46394189962353
2008-01,336.64963367228825
2008-02,345.818048470982
2008-03,317.0262346368036
2008-04,345.84589895483174
2008-05,340.3171380643156
2008-06,294.56600511096366
2008-07,292.6006479577532
2008-08,267.28994433381007
2008-09,250.33899466878222
2008-10,204.86803549815312
2008-11,170.02777795107085
2008-12,185.96877309509603
2009-01,193.34147611531873
2009-02,160.34906967645307
2009-03,193.81507279622866
2009-04,235.78244787811667
2009-05,229.7347269075437
2009-06,229.51766261834555
2009-07,269.3080618815988
2009-08,269.1905403505938
2009-09,296.14941586270396
2009-10,274.9720837151879
2009-11,272.35119580853177
2009-12,308.72210825888516
2010-01,304.45263926606873
2010-02,308.0192834873155
2010-03,339.64283906517346
2010-04,365.13657845127256
2010-05,342.95755567787006
2010-06,346.7263521486276
2010-07,350.6055425991138
2010-08,350.015721870306
2010-09,364.4844796509883
2010-10,363.469876536553
2010-11,388.2454139037722
2010-12,418.45684471353434
2011-01,419.88648614514267
2011-02,390.62938349850737
2011-03,424.55344875955427
2011-04,432.78080403132464
2011-05,431.1462242235378
2011-06,419.25170541961046
2011-07,430.4690148719897
2011-08,372.0408032088288
2011-09,347.62729335859035
2011-10,384.81052617768603
2011-11,373.39000865603646
2011-12,380.5457260836028
2012-01,416.85401177396665
2012-02,427.78132140913317
2012-03,427.3954670495659
2012-04,430.5921375366322
2012-05,408.5652164022169
2012-06,409.72831131328513
2012-07,437.46464320378135
2012-08,423.72924205198
2012-09,444.02863425924966
2012-10,428.08026383530284
2012-11,437.7843142312588
2012-12,454.0802953142299
2013-01,424.323200536561
2013-02,462.1785048540148
2013-03,450.32560695720406
2013-04,428.0475807342603
2013-05,437.4682945012293
2013-06,400.501492359818
2013-07,406.51703508317166
2013-08,424.87017223150025
2013-09,441.89410034122085
2013-10,459.642304220172
2013-11,464.6798066765074
2013-12,451.59125140962385
2014-01,435.71432329993326
2014-02,439.8308486054861
2014-03,441.5851853295494
2014-04,446.3118448401421
2014-05,470.6066302332821
2014-06,472.9194706846727
2014-07,492.69170263778705
2014-08,496.5773778021914
2014-09,475.3056367331517
2014-10,464.11449534651234
2014-11,454.56781388557073
2014-12,457.0509735413026
2015-01,501.89517148836904
2015-02,507.73171191480054
2015-03,537.0074131406873
2015-04,548.8970039773316
2015-05,529.0097806488003
2015-06,498.4067898330556
2015-07,462.19860284532723
2015-08,429.5025852389847
2015-09,438.70844198139866
2015-10,493.3221026349171
2015-11,497.8732405175437
2015-12,475.22095652480795
2016-01,450.33132847232724
2016-02,437.886326260242
2016-03,476.2277815067512
2016-04,471.7096303175794
2016-05,462.54313336525144
2016-06,482.4613144888528
2016-07,508.59568190314315
2016-08,526.8843121672946
2016-09,529.3016437062684
2016-10,522.8194402086351
2016-11,526.2437242325492
2016-12,532.2504927530623
2017-01,559.502878611091
2017-02,586.5382237985216
2017-03,613.3106971992366
2017-04,608.4173131244022
2017-05,636.7474582490967
2017-06,633.8481411790327
2017-07,632.7078756620039
2017-08,611.8352823136655
2017-09,627.9758402779353
2017-10,690.8283583793437
2017-11,674.9810839244589
2017-12,688.6253352771395
2018-01,688.1265420338909
2018-02,657.9626317790334
2018-03,668.9783181892568
2018-04,699.6819832868742
2018-05,686.2551080587486
2018-06,640.1755751459172
2018-07,628.9898206302835
2018-08,644.3515734855343
2018-09,647.918474871054
2018-10,568.9490679866119
2018-11,588.4656476624662
2018-12,571.9035552910775
2019-01,628.4672196814352
2019-02,621.3486033812768
2019-03,610.7145943111923
2019-04,614.3682353731601
2019-05,560.3911418320729
2019-06,596.4670039563437
2019-07,572.3656054710223
2019-08,549.5999403859222
2019-09,594.9438333850458
2019-10,608.0096644861317
2019-11,606.001987508557
2019-12,655.2473498238082
2020-01,628.4511147497634
2020-02,587.4087828494766
2020-03,519.8627315352558
2020-04,563.361437257889
2020-05,567.1353919905159
2020-06,607.1436035768353
2020-07,618.3957800921122
2020-08,624.088994278979
2020-09,656.1025112607413
2020-10,664.735069393107
2020-11,763.0622319361455
2020-12,869.4714425493044
2021-01,885.9663589389269
2021-02,888.6601064813158
2021-03,919.8480733404483
2021-04,924.660380013576
2021-05,914.2793485280164
2021-06,955.6899153979805
2021-07,901.7051043884596
2021-08,891.6657093190222
2021-09,848.5475436303842
2021-10,830.2276984218416
2021-11,814.5108282971626
2021-12,857.0145159185436
2022-01,781.0427938635389
2022-02,785.2697840007592
2022-03,792.1375234325699
2022-04,782.6033550055623
2022-05,784.9004939088801
2022-06,666.8397031136166
2022-07,723.4327243578335
2022-08,709.2354729406701
2022-09,594.9245202026375
2022-10,638.8949011840473
2022-11,704.9428595157102
2022-12,645.0478629793992
2023-01,712.3567192550663
2023-02,678.4855327110762
2023-03,694.324742953683
2023-04,676.9581302700171
2023-05,734.6779528452905
2023-06,722.0801358389625
2023-07,760.9464587157406
