Date,CHILE
2000-12,100.0
2001-01,109.63235494610618
2001-02,102.40828034302614
2001-03,103.52934793170277
2001-04,108.74071360710606
2001-05,122.94710531405185
2001-06,114.98065995778701
2001-07,106.16154006026652
2001-08,105.98349342299574
2001-09,87.67728073203725
2001-10,89.16129306834043
2001-11,98.18730947853766
2001-12,101.61704867979186
2002-01,99.97937702455752
2002-02,99.95588126987055
2002-03,102.90064737789307
2002-04,98.82238984317856
2002-05,90.12890942393969
2002-06,76.98261149873612
2002-07,75.98061709530955
2002-08,74.61505158893321
2002-09,64.15536953607031
2002-10,67.6238875663188
2002-11,70.77769464774013
2002-12,68.75967625833405
2003-01,65.70969741766028
2003-02,65.6566627103372
2003-03,66.42656819273498
2003-04,78.0147035909062
2003-05,76.58095372591794
2003-06,80.26981447939954
2003-07,88.2449974711543
2003-08,94.65195203719917
2003-09,98.27798591346169
2003-10,109.34011194153733
2003-11,102.46103176031912
2003-12,104.85671800524933
2004-01,104.40704731770617
2004-02,112.9025498134977
2004-03,105.11478630537799
2004-04,104.08602782145812
2004-05,101.10607283416076
2004-06,104.94842647571441
2004-07,109.04968293776223
2004-08,116.57897020564471
2004-09,118.15198839415638
2004-10,118.36931633477771
2004-11,120.84122024965787
2004-12,124.56057227015444
2005-01,123.4492054813389
2005-02,129.96406223193742
2005-03,134.41151385445502
2005-04,133.7843185311395
2005-05,142.33289210400224
2005-06,153.66993607196932
2005-07,166.0894142221682
2005-08,164.33136865343243
2005-09,180.82811230000647
2005-10,169.12547250953185
2005-11,177.30643376660387
2005-12,173.53011086300432
2006-01,174.83247945213654
2006-02,185.7453546797301
2006-03,181.75504995203556
2006-04,177.73424819604153
2006-05,162.3055418203018
2006-06,160.61900826878974
2006-07,161.4822346028404
2006-08,166.66136531659006
2006-09,175.29463936136528
2006-10,186.46311012450315
2006-11,190.52072060865962
2006-12,199.75320846979082
2007-01,211.36745826596618
2007-02,205.06887853390003
2007-03,211.55833472403233
2007-04,230.13023021340504
2007-05,238.368560467056
2007-06,250.68881870016287
2007-07,241.31294001618969
2007-08,240.75991602877923
2007-09,231.97741959996543
2007-10,251.10254711046238
2007-11,224.33981535125895
2007-12,221.6876347842291
2008-01,215.0279754015169
2008-02,217.4063964706267
2008-03,224.41469898900723
2008-04,225.53650556008526
2008-05,223.21566808113454
2008-06,198.74372135659354
2008-07,212.78749621864756
2008-08,212.87159173483437
2008-09,199.86266959029143
2008-10,164.66320667125618
2008-11,159.95285711678574
2008-12,149.71919928645198
2009-01,179.86034619674487
2009-02,180.41167174793804
2009-03,177.9968949982597
2009-04,191.77624783990666
2009-05,213.56273891331608
2009-06,226.11323272106785
2009-07,230.08875412335857
2009-08,217.2349749514117
2009-09,229.15848280638505
2009-10,228.80195138488446
2009-11,237.16396463785858
2009-12,269.1650238496525
2010-01,286.68632060802616
2010-02,289.11862744177097
2010-03,286.1239599469637
2010-04,301.25757010441083
2010-05,320.3680915503983
2010-06,324.1628091525229
2010-07,341.5421769653591
2010-08,375.49586497144
2010-09,385.5186755185716
2010-10,384.1976730527983
2010-11,414.52926616634466
2010-12,414.98248722202163
2011-01,369.06239567169297
2011-02,356.53966328255405
2011-03,361.1286590846159
2011-04,377.53246363778015
2011-05,386.4118543281449
2011-06,383.6255780626235
2011-07,366.2302797812699
2011-08,349.36586304329734
2011-09,305.6667045205854
2011-10,347.4959967439893
2011-11,327.7173092991994
2011-12,341.39110910011965
2012-01,363.64702699245873
2012-02,388.03474722380935
2012-03,391.8010621931925
2012-04,388.4251561017296
2012-05,363.46321658068626
2012-06,374.26290938335967
2012-07,384.52989246101265
2012-08,370.45553528021077
2012-09,373.68520582779814
2012-10,365.07198233021904
2012-11,352.11946389178746
2012-12,362.28185701557595
2013-01,378.3257144463927
2013-02,389.23950912926983
2013-03,388.2339487060482
2013-04,365.86795702202994
2013-05,343.15954679208653
2013-06,326.5153179560228
2013-07,290.4025734415306
2013-08,287.1565485140249
2013-09,296.08603584995905
2013-10,297.1816195952806
2013-11,278.07124432237083
2013-12,270.43776357655395
2014-01,241.9102578090939
2014-02,256.0415468459174
2014-03,263.79163179533066
2014-04,265.93630716835753
2014-05,274.97361246458803
2014-06,271.3801329653094
2014-07,264.0911540671793
2014-08,267.01343858976657
2014-09,271.1790297937756
2014-10,271.587294728732
2014-11,270.9112064207299
2014-12,267.8880983708778
2015-01,275.8523622800834
2015-02,294.30630545711676
2015-03,301.517682662719
2015-04,303.2385329771816
2015-05,305.9663872623513
2015-06,280.3092159441808
2015-07,267.74480784724665
2015-08,254.62531688133674
2015-09,241.76532809417972
2015-10,258.3241116639313
2015-11,249.7458805577472
2015-12,245.68600907718954
2016-01,248.62845698037296
2016-02,251.84764639175
2016-03,264.4648102006649
2016-04,270.0333133652034
2016-05,259.3302155642804
2016-06,276.28196599599414
2016-07,282.586385450723
2016-08,272.011023211143
2016-09,268.4448455288521
2016-10,296.85508711392004
2016-11,291.8830310734144
2016-12,292.38620557962776
2017-01,298.3856082489523
2017-02,312.73170185501556
2017-03,334.0827988411979
2017-04,324.62642912673516
2017-05,315.3773260337698
2017-06,306.8553471278501
2017-07,323.14525774898834
2017-08,337.8448842764828
2017-09,346.0771435708249
2017-10,368.71384501141307
2017-11,317.86696389877795
2017-12,365.2850305385127
2018-01,377.58751055021924
2018-02,371.17377322418423
2018-03,361.8430348311326
2018-04,374.3204355438282
2018-05,355.36791388162504
2018-06,337.3436933455281
2018-07,351.7278665047501
2018-08,322.3750949835489
2018-09,332.34254370593413
2018-10,312.29984069837997
2018-11,322.94225637106524
2018-12,308.3003117549446
2019-01,344.57750500460133
2019-02,337.4191728924636
2019-03,326.8133346704734
2019-04,320.84177075800864
2019-05,293.9036703340306
2019-06,304.1966475806508
2019-07,295.63666902287207
2019-08,279.68816871325805
2019-09,294.51045470414994
2019-10,267.6715289692772
2019-11,239.63221868960173
2019-12,260.79274703618483
2020-01,243.74401779120336
2020-02,215.74409040243629
2020-03,177.07877294898753
2020-04,205.71323191604296
2020-05,190.2524482139756
2020-06,199.94408651141805
2020-07,210.15991149878525
2020-08,187.50965203316554
2020-09,183.48097030499093
2020-10,184.34538110382456
2020-11,205.54215341106294
2020-12,225.87059352118578
2021-01,227.4668515181863
2021-02,245.7971689999616
2021-03,274.79751974049054
2021-04,243.4324912845229
2021-05,230.99594426818228
2021-06,233.70952822307714
2021-07,220.0233447203027
2021-08,231.45097710160206
2021-09,220.41438888237357
2021-10,204.52722240365966
2021-11,222.8064207239738
2021-12,201.0536361244004
2022-01,229.55221974510914
2022-02,237.31581371367236
2022-03,266.18968525843405
2022-04,246.25365952917795
2022-05,287.1400831566975
2022-06,238.2475946245544
2022-07,274.45179433660746
2022-08,285.80115661831326
2022-09,262.3478751514784
2022-10,266.87481670280226
2022-11,271.82605394411075
2022-12,255.70296361293325
2023-01,277.491870332598
2023-02,272.6151592224892
2023-03,264.3465015286861
2023-04,254.63137253054464
2023-05,254.99492037487374
2023-06,269.5501146905576
2023-07,282.0801430038246
