Date,ITALY
2009-04,73.34174368827325
2009-05,77.55676644326084
2009-06,75.090009804707
2009-07,80.48644936451221
2009-08,86.93934451578104
2009-09,91.47885195167777
2009-10,86.1535853520054
2009-11,85.76114168244005
2009-12,90.70648995114115
2010-01,85.70707466694638
2010-02,82.41481708714494
2010-03,89.17410548172849
2010-04,84.4887001686985
2010-05,77.87045106871622
2010-06,77.24619600166582
2010-07,84.12265640117121
2010-08,79.80909372238517
2010-09,83.00647932887102
2010-10,86.75127087406089
2010-11,78.10246523193625
2010-12,82.44863247515241
2011-01,89.6553798284169
2011-02,91.48689455014687
2011-03,88.67343148752053
2011-04,91.90788939549103
2011-05,87.92489930657804
2011-06,84.54509111776335
2011-07,77.40524218848523
2011-08,65.89737625021475
2011-09,62.871279052855705
2011-10,68.66847257004947
2011-11,66.12544781087722
2011-12,65.45673913935607
2012-01,69.04217196071731
2012-02,70.9556978296335
2012-03,69.48474928430048
2012-04,64.00420098928942
2012-05,57.41383971614036
2012-06,64.1229798565994
2012-07,62.47777137998336
2012-08,67.72126600400254
2012-09,67.98280051288407
2012-10,69.75643810512514
2012-11,70.93364100763944
2012-12,72.49248529505071
2013-01,76.68918943123136
2013-02,69.59940850114832
2013-03,67.15478533579375
2013-04,73.17667291270487
2013-05,75.43817063927129
2013-06,66.88346101744709
2013-07,72.22779564938556
2013-08,73.3640731028265
2013-09,76.8353837192437
2013-10,85.64181978348456
2013-11,83.9432867469836
2013-12,83.53039235354696
2014-01,85.7989585687721
2014-02,89.7456675716319
2014-03,95.69684500763407
2014-04,96.64349853336984
2014-05,97.12773127529584
2014-06,96.21679316199946
2014-07,93.17061184535591
2014-08,92.51142604118924
2014-09,95.19715576621958
2014-10,90.38680575131072
2014-11,90.92198840406253
2014-12,86.05620945051734
2015-01,92.29201213905458
2015-02,100.62730637278922
2015-03,103.5850039405809
2015-04,103.38392501637955
2015-05,106.71448601423893
2015-06,102.33392439701119
2015-07,107.46797763933843
2015-08,100.32906019336616
2015-09,97.69657190209115
2015-10,103.18270089040271
2015-11,104.46786384838792
2015-12,98.06442269820262
2016-01,85.1016887011203
2016-02,80.33771253343767
2016-03,82.57896220499592
2016-04,84.45239949609748
2016-05,83.35660297280326
2016-06,75.8531783418811
2016-07,78.5783400368086
2016-08,79.46507154045781
2016-09,76.64048398677937
2016-10,79.90790291141849
2016-11,79.57101419659007
2016-12,90.43995619645678
2017-01,86.013753701759
2017-02,87.20248235162664
2017-03,94.68995273335815
2017-04,95.06008835908574
2017-05,96.97467835999363
2017-06,96.73911944995629
2017-07,100.63913270413917
2017-08,101.62919286403651
2017-09,106.09679189242422
2017-10,106.16309735522626
2017-11,104.34925586212552
2017-12,102.02711793479335
2018-01,109.79760519394182
2018-02,105.51811330009429
2018-03,104.95085995822461
2018-04,112.77224383283435
2018-05,103.18540791163811
2018-06,102.4401565503269
2018-07,105.46066866182785
2018-08,95.99202652177023
2018-09,98.39117999346257
2018-10,91.40655987909409
2018-11,92.16649661529185
2018-12,88.14824194440129
2019-01,95.32270796603375
2019-02,99.34616979682335
2019-03,102.80544064525587
2019-04,105.14791399393197
2019-05,97.08332855123427
2019-06,104.31581383545341
2019-07,105.20170478936717
2019-08,104.87709088054498
2019-09,108.90321709169135
2019-10,111.29243466782316
2019-11,113.27447140544415
2019-12,114.30435963027124
2020-01,113.26229630907282
2020-02,106.60608322450877
2020-03,82.67651917198947
2020-04,84.34810588449719
2020-05,87.81309742920992
2020-06,93.75224928139784
2020-07,92.33455417527016
2020-08,94.576029892521
2020-09,90.99578638270556
2020-10,85.28631473493184
2020-11,105.33295394373337
2020-12,106.75441913983023
2021-01,103.23682610179269
2021-02,109.22056218297149
2021-03,118.1208812984719
2021-04,115.89342146262683
2021-05,121.43839299859913
2021-06,121.32897811013083
2021-07,122.19971223218852
2021-08,124.3635032400841
2021-09,122.8132757703811
2021-10,129.35545019545063
2021-11,124.37298399018158
2021-12,132.11647743906673
2022-01,130.56852503255772
2022-02,124.00479755464148
2022-03,121.4633412691274
2022-04,119.18450167035002
2022-05,121.33770644041063
2022-06,106.44406092158823
2022-07,111.87286240861249
2022-08,108.1727858523028
2022-09,103.89133147192439
2022-10,114.62757345815382
2022-11,124.94005515432305
2022-12,120.50551117112515
2023-01,133.93244137209956
2023-02,137.9792430762219
2023-03,135.7323362794923
2023-04,139.56829445811866
2023-05,134.78208524320598
2023-06,146.2634495105607
2023-07,153.77019083920416
