Date,ITALY
1998-12,99.99999999999999
1999-01,97.98814598209964
1999-02,99.88598397844126
1999-03,105.49232213786503
1999-04,104.41486760990315
1999-05,100.24002004713066
1999-06,99.04161277711907
1999-07,92.35867665064586
1999-08,95.64966588086038
1999-09,96.79764508232886
1999-10,95.05129519702871
1999-11,101.57607727417603
1999-12,116.84122325289111
2000-01,113.56118573883005
2000-02,129.51505788313983
2000-03,122.10483840205036
2000-04,119.84367111493432
2000-05,122.91090674070051
2000-06,126.98882171327102
2000-07,125.85057887946779
2000-08,129.44752857757558
2000-09,122.82725349943063
2000-10,130.90557520449303
2000-11,129.93277702633327
2000-12,123.0861562024809
2001-01,126.43388429290368
2001-02,115.01541766817022
2001-03,112.11390073455127
2001-04,117.82086872169059
2001-05,112.60877313080212
2001-06,107.99298329687082
2001-07,106.72251853670785
2001-08,101.74384579944915
2001-09,87.50043286263754
2001-10,91.2938040181085
2001-11,93.53713424139941
2001-12,95.27490099374143
2002-01,95.04202877736635
2002-02,94.37350859047571
2002-03,99.52448398825453
2002-04,96.96702647477909
2002-05,91.55554813582977
2002-06,87.02533352227748
2002-07,78.79267332644947
2002-08,79.8699194226624
2002-09,68.3346877752279
2002-10,73.84842739371808
2002-11,80.3791499324755
2002-12,74.91550789919523
2003-01,72.12416691940733
2003-02,74.0687278455658
2003-03,67.38867855032265
2003-04,74.86712263472613
2003-05,79.04319395820374
2003-06,79.39266980140445
2003-07,80.79329370597647
2003-08,80.14496083170664
2003-09,78.45415746511355
2003-10,82.43614999571979
2003-11,86.35229782593525
2003-12,85.90558354257224
2004-01,89.00300201052407
2004-02,89.96428230613242
2004-03,87.84551693127567
2004-04,91.3136734500948
2004-05,90.36926797791989
2004-06,93.79732297878103
2004-07,92.47328369185911
2004-08,90.71277841505837
2004-09,93.81658866313236
2004-10,96.91943417865824
2004-11,100.16398364399258
2004-12,105.61471332242408
2005-01,107.5806760686708
2005-02,108.99675168627313
2005-03,111.01768932849248
2005-04,106.94582704387204
2005-05,110.41344717195881
2005-06,113.4158981683546
2005-07,117.82104600327706
2005-08,117.00611577372571
2005-09,121.6291907761432
2005-10,114.12419723574494
2005-11,118.64913423584832
2005-12,124.01139317351723
2006-01,126.73997827053677
2006-02,130.24592213730557
2006-03,131.42449126270353
2006-04,131.72959926243115
2006-05,128.6957490927661
2006-06,129.6142908354916
2006-07,130.4609724542863
2006-08,135.44138575576423
2006-09,136.6640965187142
2006-10,141.03880355759333
2006-11,143.28987357725273
2006-12,146.97190815097989
2007-01,149.05192384082122
2007-02,145.04364430375495
2007-03,146.8875762172491
2007-04,154.21024711671018
2007-05,154.36538528583603
2007-06,150.90368043395026
2007-07,144.61749585676128
2007-08,144.5750891133875
2007-09,143.7762970427054
2007-10,146.52070865047284
2007-11,142.1052875891455
2007-12,140.585882960268
2008-01,125.33521793386068
2008-02,121.98613909774245
2008-03,114.51599296707839
2008-04,123.66192326310036
2008-05,123.82539075150927
2008-06,109.01262343543954
2008-07,105.09950796320061
2008-08,106.56144170413368
2008-09,95.14367826350845
2008-10,80.51280528533852
2008-11,75.87551964182884
2008-12,73.9689024041332
2009-01,69.06523535079428
2009-02,60.10624094841014
2009-03,61.50687708054091
