Date,POLAND
2000-12,100.0
2001-01,99.72748412072309
2001-02,88.87456543398555
2001-03,86.03034903389505
2001-04,90.03901255370137
2001-05,96.06662656328305
2001-06,83.04709239423973
2001-07,71.24435983471088
2001-08,65.42602708868546
2001-09,58.74845320971098
2001-10,74.43129158003843
2001-11,76.56283913821851
2001-12,76.27696322642987
2002-01,89.07704975166975
2002-02,82.13002902254357
2002-03,80.58780558351356
2002-04,80.85840979053035
2002-05,80.20216279139888
2002-06,65.34051309893204
2002-07,57.501495954118404
2002-08,62.0858083001321
2002-09,57.25889497680363
2002-10,67.49014093720164
2002-11,68.8819442554916
2002-12,65.3617483192031
2003-01,60.80253295209597
2003-02,58.32524622742751
2003-03,54.357859889050935
2003-04,59.54555024041628
2003-05,61.64830952082856
2003-06,63.14526447321596
2003-07,72.05827437361185
2003-08,83.91556616549998
2003-09,71.08619045630148
2003-10,74.23932255344369
2003-11,68.55035793920278
2003-12,73.47546548155502
2004-01,75.5195510708394
2004-02,78.63470478071515
2004-03,81.77181932129011
2004-04,80.90733932128006
2004-05,80.3356608529989
2004-06,84.8821572650067
2004-07,84.50790341485192
2004-08,85.46214395061446
2004-09,91.28102167825061
2004-10,94.94011113800772
2004-11,98.90170607588081
2004-12,109.82823784192709
2005-01,107.17918836807246
2005-02,125.48403756146871
2005-03,114.7645428626984
2005-04,102.0616343543614
2005-05,110.03594675170163
2005-06,120.5529762203297
2005-07,128.8469448941344
2005-08,134.32120244010116
2005-09,154.05644207381428
2005-10,139.1481541606576
2005-11,149.29352843420278
2005-12,157.18241282349223
2006-01,164.07393595224585
2006-02,167.50295461022822
2006-03,162.89127688562172
2006-04,181.26566918917433
2006-05,156.68510766114866
2006-06,157.37541792900458
2006-07,183.47519276860478
2006-08,168.60360509559388
2006-09,165.75863191876846
2006-10,179.59529913873547
2006-11,191.0258148642865
2006-12,195.75173247135703
2007-01,206.16194441260532
2007-02,190.6672691886918
2007-03,211.28730883094588
2007-04,219.26147351517557
2007-05,223.54181131587433
2007-06,235.557375043702
2007-07,233.51708875373427
2007-08,222.04127514437735
2007-09,225.68791066049891
2007-10,249.38712932343398
2007-11,226.89320635814641
2007-12,223.32015357765593
2008-01,189.80793157507432
2008-02,191.66646785642482
2008-03,198.0592979028419
2008-04,198.35471748211052
2008-05,204.28075985675375
2008-06,182.43135101097948
2008-07,207.46269908573655
2008-08,190.21301250751094
2008-09,172.40841143905826
2008-10,126.33347198183884
2008-11,111.30160108379127
2008-12,106.11555046484361
2009-01,86.42429262014608
2009-02,69.44009481720451
2009-03,76.1636832809963
2009-04,96.39400300015332
2009-05,93.54388933343472
2009-06,98.50742185523809
2009-07,124.92556384655298
2009-08,131.23842468329096
2009-09,126.5162495804483
2009-10,133.64997732931712
2009-11,142.51699847944377
2009-12,145.47271644365878
2010-01,148.48095411980887
2010-02,143.59297623960254
2010-03,160.79120488111485
2010-04,162.60429306683864
2010-05,150.26769734826132
2010-06,138.89831124130657
2010-07,156.27897046339544
2010-08,154.5441128294948
2010-09,168.81504793547575
2010-10,173.46296741133483
2010-11,167.4514829213663
2010-12,179.294283440266
2011-01,178.00044585259528
2011-02,177.7625902332409
