Date,POLAND
2011-03,181.2118257349337
2011-04,191.5222553048192
2011-05,191.056984761382
2011-06,184.27781522834564
2011-07,180.27437344062352
2011-08,157.06826125730709
2011-09,133.3690879196102
2011-10,145.63160122756133
2011-11,136.30174338790232
2011-12,129.47826502336545
2012-01,147.7989823258248
2012-02,150.9682544572574
2012-03,148.32986600491404
2012-04,144.78144831253368
2012-05,128.6284037266251
2012-06,147.02227488389235
2012-07,149.02213871089654
2012-08,153.09612533754853
2012-09,162.8039999513179
2012-10,157.84851382131902
2012-11,165.86485746988234
2012-12,177.5179660005473
2013-01,167.10114567610975
2013-02,167.02317136406145
2013-03,161.26179623460527
2013-04,158.49089441388003
2013-05,166.538182711886
2013-06,151.89130266473677
2013-07,161.7883334289063
2013-08,166.64036073170274
2013-09,170.89623668268294
2013-10,182.3920081457574
2013-11,184.80983325136407
2013-12,174.24034540147824
2014-01,167.76065377736492
2014-02,183.46620897332926
2014-03,180.19841079229317
2014-04,178.28637080895155
2014-05,181.36657901346678
2014-06,179.407343095571
2014-07,172.7804421872991
2014-08,178.720235331135
2014-09,189.4634769016119
2014-10,184.00876526283656
2014-11,181.5706454691309
2014-12,170.21634988220504
2015-01,175.72402183274252
2015-02,179.8552842582454
2015-03,186.02048126634486
2015-04,196.92700506930635
2015-05,187.6260949297365
2015-06,177.6362311809804
2015-07,173.3952618560393
2015-08,165.1598050176592
2015-09,158.14080370639678
2015-10,158.0048862197974
2015-11,147.32996717161114
2015-12,141.53472163506288
2016-01,132.03946486510534
2016-02,137.19965386925335
2016-03,153.65311481444456
2016-04,140.97673798789114
2016-05,133.28242677220834
2016-06,130.03749392100667
2016-07,132.9191291539127
2016-08,135.8879626384931
2016-09,132.47986841228303
2016-10,140.4058130839482
2016-11,134.23899954155502
2016-12,145.95147510506513
2017-01,157.34392008984662
2017-02,168.2456416202519
2017-03,169.47416697493657
2017-04,185.5463953342202
2017-05,180.0251022234155
2017-06,180.56944941828908
2017-07,186.20029303449945
2017-08,197.014561721044
2017-09,190.45722642309607
2017-10,199.6105544420188
2017-11,192.92095076359013
2017-12,198.35130615908756
2018-01,207.94906066280467
2018-02,191.34969950095444
2018-03,177.8306781858839
2018-04,183.41483575520553
2018-05,169.30073330769233
2018-06,165.53244021975496
2018-07,183.61290163180126
2018-08,186.0237785580698
2018-09,184.10574579833636
2018-10,169.88978701166704
2018-11,182.99099405477148
2018-12,181.5425494619841
2019-01,190.47259315690127
2019-02,184.97087315353713
2019-03,183.74651560062208
2019-04,186.57029842336408
2019-05,179.70851200569905
2019-06,187.5589999020234
2019-07,183.21094145582407
2019-08,168.7747630667284
2019-09,172.17984143772878
2019-10,178.32797296647365
2019-11,172.5063470147741
2019-12,174.02071959786807
2020-01,165.93773064821096
2020-02,141.12105460666965
2020-03,113.10636827209665
2020-04,123.71658527548261
2020-05,131.78153572893353
2020-06,133.49445457418727
2020-07,135.1184735547124
2020-08,139.0357244062313
2020-09,126.66973315983654
2020-10,107.0597745350548
2020-11,133.62012401989918
2020-12,141.45964256700884
2021-01,140.2515684874568
2021-02,136.7399830986899
2021-03,136.22858178832504
2021-04,145.46434831432876
2021-05,162.82767334611142
2021-06,160.2135469801615
2021-07,162.1819065915779
2021-08,172.00172202581246
2021-09,165.9415021471841
2021-10,173.19485495934518
2021-11,157.30203035298265
2021-12,165.07941337552077
2022-01,162.29011492063458
2022-02,142.72893006981766
2022-03,152.18107267146397
2022-04,129.91286238662755
2022-05,132.05800433409516
2022-06,118.0378301664015
2022-07,120.62627550896357
2022-08,106.23267495747702
2022-09,94.36360342789749
2022-10,108.5059883442822
2022-11,123.59003923296842
2022-12,127.97618279216009
2023-01,133.9816696145555
2023-02,131.19210565570572
2023-03,124.46529443074985
2023-04,139.0145146858856
2023-05,138.26971838717537
2023-06,154.30628120717859
2023-07,165.8612442563852
