Date,MEXICO
2000-12,100.0
2001-01,116.18285300440326
2001-02,109.46194190225509
2001-03,110.20438979621801
2001-04,120.40104164264736
2001-05,136.38138990630583
2001-06,138.65521135000355
2001-07,129.6957165323443
2001-08,121.68586214312357
2001-09,102.43523461378626
2001-10,110.09758152475587
2001-11,114.60453190794011
2001-12,124.85102204704435
2002-01,140.3954410982205
2002-02,136.16791643989862
2002-03,149.457111940801
2002-04,142.34802493538697
2002-05,126.25680267959567
2002-06,107.28443882755673
2002-07,100.41883491168501
2002-08,102.91554189984933
2002-09,91.14828221333507
2002-10,96.9465317653579
2002-11,101.07537972047194
2002-12,91.8309962880916
2003-01,85.03369162462103
2003-02,82.72250224245794
2003-03,83.083873125036
2003-04,93.2520872451733
2003-05,90.93457736112661
2003-06,96.87720770157746
2003-07,103.0773922978809
2003-08,103.89449208704056
2003-09,99.93167517846233
2003-10,102.65627637152767
2003-11,103.26400259195029
2003-12,101.47066779739654
2004-01,111.7922615273068
2004-02,117.97739746945018
2004-03,124.87872127428052
2004-04,118.85717846278978
2004-05,118.09099686172654
2004-06,120.63074911070801
2004-07,120.01611580435751
2004-08,120.39881159734799
2004-09,124.6968583528031
2004-10,128.42377748563922
2004-11,132.0150505081518
2004-12,139.66132652626268
2005-01,145.83817355249312
2005-02,154.3960339332895
2005-03,142.62639543561824
2005-04,140.53527371324813
2005-05,159.94586909782439
2005-06,172.63673100113465
2005-07,188.08003495638386
2005-08,183.32094374968273
2005-09,211.58451397821509
2005-10,208.18428127601908
2005-11,229.14064490769888
2005-12,239.9808035328474
2006-01,252.4940946808972
2006-02,253.54623451479682
2006-03,250.48198414547318
2006-04,253.56612449530755
2006-05,221.37184426274771
2006-06,228.04146556556006
2006-07,244.18418086725134
2006-08,251.97240938040412
2006-09,267.06143954637116
2006-10,283.2085292508799
2006-11,284.9195463692078
2006-12,303.62884101446997
2007-01,315.7913145558703
2007-02,298.5827950785914
2007-03,318.64766816801273
2007-04,316.4359175119532
2007-05,358.70113776037596
2007-06,354.92924695414087
2007-07,335.8033882080568
2007-08,333.235457923974
2007-09,322.37914651319954
2007-10,332.1373122108409
2007-11,309.03944141972596
2007-12,307.1321344134077
2008-01,299.32096906097314
2008-02,293.7434384756356
2008-03,297.7603674730874
2008-04,297.69998439191744
2008-05,317.51147564692286
2008-06,285.9174608040073
2008-07,276.50722739909725
2008-08,280.64779908148097
2008-09,260.65201733231464
2008-10,200.1614115226475
2008-11,192.91396805667569
2008-12,184.33005217256252
2009-01,174.5185586579284
2009-02,152.70789835122605
2009-03,166.05590787389085
2009-04,190.58963583698278
2009-05,209.17223700621588
2009-06,213.09046981345378
2009-07,233.2108016159224
2009-08,241.98449804688454
2009-09,241.563025393574
2009-10,240.47689382303275
2009-11,260.0207221318044
2009-12,279.7293942442459
2010-01,270.7518500660041
2010-02,287.4750771182193
2010-03,319.8464614345675
2010-04,325.97626831954597
2010-05,330.34675766376415
2010-06,321.44952662093175
2010-07,319.88971238421846
2010-08,311.39208796604197
2010-09,321.51220588827425
2010-10,341.7343102121161
2010-11,372.0007221889705
2010-12,381.77252370157316
2011-01,362.9569351531297
2011-02,363.3478980186807
2011-03,363.07660569512484
2011-04,353.4247656469189
2011-05,352.9920830572407
2011-06,353.43549457659407
2011-07,353.79694015970125
2011-08,337.81253763388946
2011-09,306.554454984686
2011-10,335.84712829781887
2011-11,341.407859664255
2011-12,346.74078255893244
2012-01,369.37378307703824
2012-02,372.3799168280414
2012-03,390.68139360551567
2012-04,391.02364008831535
2012-05,369.0680166431856
2012-06,405.451851912222
2012-07,427.30834605174755
2012-08,408.0693211365381
2012-09,426.99731612308346
2012-10,423.0681862459375
2012-11,429.03058112399333
2012-12,440.6157177644564
2013-01,451.524931180555
2013-02,454.58799377003913
2013-03,479.9042891150671
2013-04,457.91161794298455
2013-05,438.2080304905944
2013-06,421.0791857761866
2013-07,420.0593249339626
2013-08,395.21921400482273
2013-09,397.4513922508885
2013-10,411.74906723674
2013-11,422.5153852945402
2013-12,422.4723023531419
2014-01,403.5748432240488
2014-02,379.52151080697917
2014-03,401.38773719295693
2014-04,400.1783722878548
2014-05,419.06027211016556
2014-06,430.52985204422765
2014-07,446.6217266473916
2014-08,476.5208281434866
2014-09,476.2249469839599
2014-10,477.9455265164718
2014-11,458.58808332572903
2014-12,436.18660209975116
2015-01,439.6438916168658
2015-02,475.1947879701136
2015-03,481.8595006308403
2015-04,465.96472402608276
2015-05,477.9639258135355
2015-06,466.0532207351897
2015-07,458.0047428711322
2015-08,422.16587153864526
2015-09,409.4742488955284
2015-10,443.3419798899898
2015-11,450.6163718178741
2015-12,415.87317894307193
2016-01,403.38300939635536
2016-02,405.49275109473257
2016-03,430.059536735748
2016-04,426.95125182287796
2016-05,404.74414658674533
2016-06,410.22415032271607
2016-07,406.5137542956625
2016-08,413.80133432414056
2016-09,396.4441147577964
2016-10,426.60276234692617
2016-11,384.6053425832476
2016-12,389.0943090202551
2017-01,388.1283916641621
2017-02,408.1278361284192
2017-03,445.2102033195678
2017-04,441.0228844970657
2017-05,428.6696447633963
2017-06,447.49761540481495
2017-07,451.2185013787513
2017-08,451.7355742993508
2017-09,438.00839806980235
2017-10,410.85527744875844
2017-11,399.3853907387638
2017-12,396.3575004337188
2018-01,412.0692033242672
2018-02,390.8105432034165
2018-03,390.50229350238584
2018-04,406.36519257236955
2018-05,363.1164123420669
2018-06,396.5775235698428
2018-07,429.9795322637314
2018-08,418.7390349752018
2018-09,426.15781722427397
2018-10,360.97833497971294
2018-11,343.7715766009467
2018-12,351.6806915366169
2019-01,384.6159222079273
2019-02,371.34077181847357
2019-03,377.7654430096141
2019-04,398.2245739703474
2019-05,372.0480157172185
2019-06,376.62608992938385
2019-07,370.4772704216367
2019-08,373.0042368872103
2019-09,386.66591148334857
2019-10,391.1919945492749
2019-11,387.61290961681306
2019-12,398.86599033485
2020-01,409.54060422706874
2020-02,371.85488149860026
2020-03,263.3522015614737
2020-04,275.2061372125315
2020-05,288.5344869455844
2020-06,285.4920614328253
2020-07,278.90013431538614
2020-08,277.36439206327657
2020-09,285.9711645934627
2020-10,294.57762337229406
2020-11,344.8739261710269
2020-12,359.15019897035273
2021-01,346.3887840311896
2021-02,348.0824383286487
2021-03,389.59443206677275
2021-04,391.18105146095684
2021-05,416.3832483146884
2021-06,421.4133630941893
2021-07,431.10961824356974
2021-08,457.1512643297211
2021-09,437.3059087279709
2021-10,437.16331045153856
2021-11,422.9534470334232
2021-12,473.49775870396724
2022-01,455.1402405772614
2022-02,476.58663167862215
2022-03,525.6283600337733
2022-04,493.13953897139623
2022-05,513.3694073364318
2022-06,474.52952522988545
2022-07,486.25724134894267
2022-08,468.4036781606572
2022-09,478.80555750812385
2022-10,540.3254810120387
2022-11,549.7495819969503
2022-12,494.3376861866815
2023-01,568.4409737211275
2023-02,580.999291999112
2023-03,584.3485429658658
2023-04,589.74371402072
2023-05,595.0777277037433
2023-06,614.437576258493
2023-07,636.0501553376365
