Date,UNITED KINGDOM
1998-12,100.0
1999-01,102.3299679179514
1999-02,108.21295098743805
1999-03,113.46329831476947
1999-04,120.26549759461344
1999-05,115.25131235251709
1999-06,116.85380781210945
1999-07,114.30274719844326
1999-08,115.36945334551028
1999-09,112.5803366587137
1999-10,117.40275029089453
1999-11,124.0630237205696
1999-12,131.73511173627332
2000-01,122.60633198534693
2000-02,120.6590941357544
2000-03,130.34261757789469
2000-04,131.16307038346994
2000-05,124.52751633514157
2000-06,121.60372059907621
2000-07,126.6508602702445
2000-08,133.40180985067866
2000-09,130.71858176014626
2000-10,137.05667164032565
2000-11,125.6035379295564
2000-12,124.42544333353744
2001-01,123.54744469609015
2001-02,116.67041913444037
2001-03,115.89006134088858
2001-04,122.80699880611147
2001-05,124.1773389446499
2001-06,120.09321193717737
2001-07,116.31010417130317
2001-08,110.97107756340591
2001-09,103.40280838375207
2001-10,106.5687256324377
2001-11,109.54244325999909
2001-12,112.76539439738812
2002-01,111.71290577497105
2002-02,110.64704687433687
2002-03,114.78554558059786
2002-04,111.48407051068841
2002-05,105.77026345228742
2002-06,95.83077497272002
2002-07,90.0360720685286
2002-08,89.06971466203909
2002-09,79.23992875737974
2002-10,85.27251603836221
2002-11,87.44605255217613
2002-12,81.10317203055789
2003-01,73.69101003241845
2003-02,72.21447010591628
2003-03,71.25866840509933
2003-04,76.92268151536605
2003-05,77.46903923935872
2003-06,80.02433805180694
2003-07,82.15426639065853
2003-08,83.64823632523648
2003-09,81.64888535332308
2003-10,87.34933355622087
2003-11,87.22732179071832
2003-12,89.10619698813144
2004-01,90.19670687076446
2004-02,94.30586315345587
2004-03,93.11383953833665
2004-04,94.78303534286042
2004-05,95.07411197634042
2004-06,95.44312347603706
2004-07,95.49058722291053
2004-08,95.14122450482051
2004-09,96.09047004667538
2004-10,96.10620735023763
2004-11,97.93339316336771
2004-12,98.87106072254873
2005-01,102.35760864706613
2005-02,105.40104473290987
2005-03,104.80479193360124
2005-04,104.40149599517513
2005-05,108.119856188368
2005-06,112.02622139412124
2005-07,113.12433887059812
2005-08,115.05854402039668
2005-09,119.442086803357
2005-10,116.56857332773592
2005-11,118.94740094227271
2005-12,122.31142075591696
2006-01,125.89260473193556
2006-02,127.37821284641879
2006-03,129.09290672414406
2006-04,131.37792022795196
2006-05,126.3507347338308
2006-06,128.1924124039817
2006-07,131.38570861457157
2006-08,134.15732886210634
2006-09,134.88599068361134
2006-10,140.55533041043316
2006-11,138.632402132994
2006-12,142.89686573088156
2007-01,144.78193000253742
2007-02,142.22365831362762
2007-03,145.81634252431462
2007-04,148.5292711912256
2007-05,153.1998900390925
2007-06,154.62531905155302
2007-07,148.73760901096142
2007-08,148.09211717768792
2007-09,147.0861184177675
2007-10,153.284825482476
2007-11,142.9579451267386
2007-12,139.65812105149342
2008-01,125.5924060589464
2008-02,122.99217485708219
2008-03,115.30154033903759
2008-04,124.94405360304557
2008-05,124.42362285220598
2008-06,115.03509335835874
2008-07,111.40039735469921
2008-08,114.25187639133544
2008-09,101.97048570917408
2008-10,91.5382191223091
2008-11,85.58728360663332
2008-12,75.88224924344753
2009-01,77.19033276494532
2009-02,71.5097244883249
2009-03,70.95102688853966
2009-04,80.05232477355133
2009-05,85.32592347579852
2009-06,85.00842829533308
2009-07,91.89701445875745
2009-08,95.80282096332127
2009-09,96.67752172597524
2009-10,97.0090419793988
2009-11,98.09732545898218
2009-12,105.3532840670919
2010-01,103.51586961488286
2010-02,103.89634830406114
2010-03,111.0385328048435
2010-04,111.72657741622146
2010-05,107.88999480183453
2010-06,105.66996073884323
2010-07,111.4088866303975
2010-08,111.93386691274625
2010-09,113.55320023260474
2010-10,115.93506285629344
2010-11,117.69475106962797
2010-12,122.53847362383425
2011-01,122.27261107457498
2011-02,126.59855244261774
2011-03,120.21694496510881
2011-04,123.1310326158577
2011-05,124.29930059253628
2011-06,119.70061839646375
2011-07,120.85261469113756
2011-08,111.79832377533438
2011-09,109.42978577554511
2011-10,117.9538656742732
2011-11,118.90572975734325
2011-12,123.39308254860238
2012-01,126.68592956373446
2012-02,130.43277352968403
2012-03,129.4581977368884
2012-04,131.9273554697295
2012-05,125.0212157152284
2012-06,130.45567200548288
2012-07,136.00131640309505
2012-08,137.35938523910784
2012-09,137.75676025000337
2012-10,137.63829227659082
2012-11,139.07528118253452
2012-12,140.03204914020978
2013-01,141.27475893226787
2013-02,143.01949705710223
2013-03,147.34059559283892
2013-04,147.9288647815493
2013-05,150.67004258540265
2013-06,142.4156605279064
2013-07,148.59866997225646
2013-08,148.99661799276203
2013-09,153.22458272876761
2013-10,157.90874100372443
2013-11,159.2612931014872
2013-12,161.67017618433553
2014-01,158.0989144261986
2014-02,165.19985685559578
2014-03,160.29617860347466
2014-04,166.5604828956727
2014-05,170.61715448571516
2014-06,171.1280815563819
2014-07,172.89946190077205
2014-08,176.28535994457323
2014-09,174.2376764829022
2014-10,171.55796231339352
2014-11,173.74845373372875
2014-12,174.18583726821373
2015-01,184.89246545197935
2015-02,197.67461944304478
2015-03,194.36808287260016
2015-04,199.18818220368019
2015-05,203.34351993195415
2015-06,192.95152491846278
2015-07,197.9530093123597
2015-08,180.67694945659048
2015-09,173.28936195454298
