Date,PHILIPPINES
2000-12,100.0
2001-01,119.85587345118373
2001-02,114.9985366045651
2001-03,104.83126376727583
2001-04,100.59913342130075
2001-05,107.27050473897629
2001-06,106.44928898637434
2001-07,98.46417748356704
2001-08,90.33623807628429
2001-09,82.72676623003547
2001-10,73.15277405119679
2001-11,81.44153865978794
2001-12,84.96041080572425
2002-01,102.68791779610368
2002-02,104.79394981055144
2002-03,104.52664709499679
2002-04,92.72050158587632
2002-05,85.23606651827413
2002-06,70.02420131011846
2002-07,68.36637718555329
2002-08,65.88240774631872
2002-09,66.30760663383928
2002-10,58.55766900460113
2002-11,56.48557137879392
2002-12,50.84967915817013
2003-01,51.87416014566024
2003-02,48.34400600323669
2003-03,48.93674673345006
2003-04,51.171416310582195
2003-05,48.002537670589945
2003-06,57.233395337547485
2003-07,58.32271049640197
2003-08,56.61436099469934
2003-09,58.668263738814204
2003-10,62.800832065851075
2003-11,56.46208236035888
2003-12,59.88144165326218
2004-01,63.4312213189659
2004-02,61.16509927576018
2004-03,59.352182357096744
2004-04,67.08560362972771
2004-05,64.18456763623487
2004-06,67.55840668258823
2004-07,67.9833574431771
2004-08,66.021206970917
2004-09,72.88651838133214
2004-10,74.08368708735037
2004-11,71.29569947117739
2004-12,69.89684278918243
2005-01,82.40286183334997
2005-02,84.02913315784843
2005-03,79.83864955770628
2005-04,77.60564870345335
2005-05,83.82521785604484
2005-06,83.07118856944908
2005-07,83.61939682765126
2005-08,80.31625526418549
2005-09,83.05144276352031
2005-10,86.64482507960516
2005-11,97.5192586922631
2005-12,98.75782502181428
2006-01,100.51921682909826
2006-02,102.48484124428487
2006-03,106.7100844082181
2006-04,102.63256853142508
2006-05,100.88880847070591
2006-06,94.4246867298881
2006-07,108.73176176892264
2006-08,107.22560983999574
2006-09,121.12333305298897
2006-10,128.2333340207424
2006-11,126.88702101086037
2006-12,139.71031147439004
2007-01,155.9126308052598
2007-02,144.32372771524908
2007-03,150.39257916430324
2007-04,151.13756460274806
2007-05,169.83891052112853
2007-06,179.0472221703871
2007-07,173.7033772940461
2007-08,162.91289109479516
2007-09,169.04977422131967
2007-10,180.103746871105
2007-11,169.48902976899166
2007-12,176.9129902732361
2008-01,161.30076835736483
2008-02,150.67522478645336
2008-03,134.68806513290883
2008-04,123.80246065664208
2008-05,123.61208504445216
2008-06,101.71598996295454
2008-07,111.1653520104147
2008-08,119.76541807613839
2008-09,117.58288868596964
2008-10,98.56011496946108
2008-11,97.90915206443944
2008-12,88.28585050058358
2009-01,93.70899174794292
2009-02,94.7403574866885
2009-03,97.92268355442532
2009-04,104.87556589467914
2009-05,114.39096263983843
2009-06,115.04546314353607
2009-07,132.34931153171706
2009-08,129.46499518247384
2009-09,126.81130777410111
2009-10,127.66151501113333
2009-11,131.7805437838684
2009-12,141.66717439695327
2010-01,137.6488021661204
2010-02,148.14860803535257
2010-03,157.27118740860598
2010-04,168.06199642962702
2010-05,173.8059258945878
2010-06,178.5407219755967
2010-07,172.5524953686262
2010-08,186.30951412161846
2010-09,206.85743078286487
2010-10,206.5233770613721
2010-11,191.51897730387122
2010-12,202.88981110088156
2011-01,177.8037516993946
2011-02,174.1277267858878
2011-03,185.54820870316937
2011-04,187.77066481503297
2011-05,185.94648931860874
2011-06,187.2225702863715
2011-07,201.57920526101591
2011-08,192.93680188113638
2011-09,187.9503804830112
2011-10,198.86938019792467
2011-11,193.38747489208896
2011-12,207.80920239010015
2012-01,227.36330250264632
2012-02,233.94438065638417
2012-03,245.44197630235675
2012-04,253.755723874249
2012-05,260.26573890428176
2012-06,267.5552948809588
2012-07,281.37010171005426
2012-08,268.0706994885953
2012-09,275.3913114814472
2012-10,281.0754831370117
2012-11,295.41121606482403
2012-12,299.63984810330373
2013-01,313.5921743395752
2013-02,353.85332179465576
2013-03,364.9751948194513
2013-04,364.456666492951
2013-05,359.85750292564677
2013-06,328.73838469584933
2013-07,330.03373488555525
2013-08,293.23154106724616
2013-09,298.94000151101176
2013-10,321.24049367234477
2013-11,302.0641137099849
2013-12,278.94717240415423
2014-01,285.7003829371481
2014-02,306.139600456439
2014-03,306.6383506106534
2014-04,317.41085342455466
2014-05,329.0495615565313
2014-06,336.66052440324614
2014-07,347.1924228070333
2014-08,362.19105638677587
2014-09,379.58209449292303
2014-10,380.7462056340715
2014-11,387.04849708780307
2014-12,398.92607581118847
2015-01,457.5953267770117
2015-02,466.87732281033925
2015-03,493.9403219597226
2015-04,460.5120284346498
2015-05,464.6802205421385
2015-06,452.5255362071295
2015-07,449.87355753672506
2015-08,411.3957973633768
2015-09,404.9727859032244
2015-10,419.53219710725284
2015-11,422.99969865684966
2015-12,414.1418569660555
2016-01,395.1685699767636
2016-02,391.94604055870093
2016-03,422.27780016178997
2016-04,406.6240982033916
2016-05,437.0674557588505
2016-06,458.20976822531014
2016-07,464.77465112894447
2016-08,458.5167826542312
2016-09,428.8407480347388
2016-10,427.5121085564419
2016-11,392.93515568393326
2016-12,398.44761352032225
2017-01,411.2289907490049
2017-02,413.7670004228819
2017-03,417.0294364014923
2017-04,432.86697573087923
2017-05,429.87616972131497
2017-06,418.7456125219749
2017-07,414.14471956657786
2017-08,400.7902514335472
2017-09,416.21471345629
2017-10,426.3674952000672
2017-11,418.3330779842364
2017-12,436.1799017933331
2018-01,414.8478479273651
2018-02,403.95161463548413
2018-03,376.6021257780301
2018-04,378.8847097836592
2018-05,373.6008824348059
2018-06,352.1622261152857
2018-07,377.6944926434988
2018-08,389.4126216204711
2018-09,357.38043808580704
2018-10,362.5593757169371
2018-11,380.4166893821133
2018-12,382.4679668941786
2019-01,413.8996417851005
