Date,IRELAND
1998-12,100.0
1999-01,105.13914352097021
1999-02,108.53491403277734
1999-03,108.49123114039135
1999-04,113.76187166940437
1999-05,102.1521909872184
1999-06,100.94024495044336
1999-07,101.27358473037967
1999-08,101.01508604286252
1999-09,95.97670231401563
1999-10,94.74376465798854
1999-11,100.11513044720411
1999-12,102.34992985598359
2000-01,99.06281792425143
2000-02,98.05854344052605
2000-03,105.23849368685826
2000-04,100.49838182723231
2000-05,93.4637126736151
2000-06,87.98240260845404
2000-07,85.43547194959768
2000-08,89.58929250759803
2000-09,97.05858316598604
2000-10,101.35963530586805
2000-11,96.1382360426647
2000-12,95.35893192624408
2001-01,97.76372906901206
2001-02,97.97695773687965
2001-03,94.15840577679502
2001-04,97.83812218480179
2001-05,105.64005124545992
2001-06,108.78866166068792
2001-07,102.87993540241156
2001-08,96.97721938576225
2001-09,84.97029095465696
2001-10,87.57809030059268
2001-11,92.44297811596817
2001-12,97.73600952807182
2002-01,87.17724755669737
2002-02,79.22281838260841
2002-03,83.71850655166544
2002-04,82.62862781511451
2002-05,83.66517214449595
2002-06,74.83611468155023
2002-07,66.18434664981552
2002-08,69.31959444483641
2002-09,59.29964016547035
2002-10,66.57446283372889
2002-11,68.94034136380583
2002-12,61.16703049135327
2003-01,61.507106556386695
2003-02,59.464314050127214
2003-03,61.73644679789459
2003-04,67.20938653140686
2003-05,65.9030504024748
2003-06,66.69772604083894
2003-07,68.06749964049085
2003-08,70.95837979804607
2003-09,68.50545407829043
2003-10,70.7200754619897
2003-11,69.65463929580572
2003-12,73.19527520628993
2004-01,77.13309043359136
2004-02,76.46749903183442
2004-03,79.57367787679078
2004-04,82.3527256806855
2004-05,81.62505488164184
2004-06,86.32818286015096
2004-07,84.6405537306505
2004-08,86.78090372820209
2004-09,89.0500803168027
2004-10,89.98419379113129
2004-11,93.08951546603112
2004-12,97.17974314162124
2005-01,98.85247463305338
2005-02,94.80397577546708
2005-03,90.074328054438
2005-04,88.38060955182621
2005-05,94.58867369995849
2005-06,99.79223261490202
2005-07,102.69707440779365
2005-08,100.06864022262458
2005-09,102.03570241643861
2005-10,97.94692880190622
2005-11,102.66609465011652
2005-12,109.41721361043192
2006-01,113.21248550877272
2006-02,118.86120316733606
2006-03,122.68702199938184
2006-04,121.68054900618803
2006-05,117.29509018919815
2006-06,116.07967893280038
2006-07,115.63628032408563
2006-08,124.84854711825055
2006-09,127.36914396300173
2006-10,131.7629549282009
2006-11,132.12279711470845
2006-12,143.69484124545767
2007-01,138.78363870978478
2007-02,141.3672477211443
2007-03,141.00621811947912
2007-04,141.74036880920298
2007-05,150.4218872288059
2007-06,143.95465312433905
2007-07,130.6865543512524
2007-08,128.5074734544816
2007-09,119.91506408549893
2007-10,120.64017071877832
2007-11,108.85622715494823
2007-12,103.56576702649315
2008-01,100.90523426690355
2008-02,97.05863831854487
2008-03,94.37721859979395
2008-04,97.36793605309079
2008-05,93.27438731263787
2008-06,78.12643372933192
2008-07,63.46102692102402
2008-08,65.37185900771917
2008-09,50.64312071815734
2008-10,42.78703007680658
2008-11,34.775055447129176
2008-12,30.583512127983163
2009-01,31.092595313744077
2009-02,27.442190284448337
2009-03,29.077218718370307
2009-04,33.182076336582114
2009-05,30.420002123039783
2009-06,29.34357436934555
2009-07,30.54559830386368
2009-08,31.789630120633422
2009-09,33.55121858793262
