Date,MALAYSIA
2000-12,100.0
2001-01,108.97931323141215
2001-02,107.66497623042277
2001-03,102.17920055764972
2001-04,91.51048497249542
2001-05,93.53921145322424
2001-06,97.1994869632979
2001-07,106.14240167507182
2001-08,107.42468635613402
2001-09,95.89246377326816
2001-10,94.21343358240918
2001-11,100.75397499274732
2001-12,110.24693055479943
2002-01,120.09412768802154
2002-02,117.60795144774528
2002-03,126.11050937928695
2002-04,128.89438936345945
2002-05,115.98807951537508
2002-06,108.19425628464161
2002-07,108.74985292085583
2002-08,107.58171619186743
2002-09,95.87199639057053
2002-10,99.81447892212492
2002-11,95.40408751290637
2002-12,92.92788267156295
2003-01,94.36255097865804
2003-02,91.42433178447321
2003-03,88.35139776660067
2003-04,86.12303503713585
2003-05,87.31352347843386
2003-06,92.71397983282853
2003-07,99.08058615287118
2003-08,104.43229787193349
2003-09,96.880863579255
2003-10,109.71963812621111
2003-11,102.30473588015516
2003-12,97.88747400499021
2004-01,103.56703341137123
2004-02,111.82533081547496
2004-03,115.16976615157597
2004-04,109.96375461425338
2004-05,103.37902849531163
2004-06,104.9726805459525
2004-07,107.63237266278502
2004-08,105.81502241318833
2004-09,106.94059901700531
2004-10,105.82102220505121
2004-11,107.71216549125407
2004-12,104.61514336541339
2005-01,110.87022896014518
2005-02,108.00588305203793
2005-03,105.66772333246708
2005-04,107.11834936204153
2005-05,109.53086015480326
2005-06,115.42375169619433
2005-07,123.66086802177
2005-08,118.17782538784859
2005-09,123.40835157551143
2005-10,121.60702347464813
2005-11,122.07912157275024
2005-12,123.31876228077932
2006-01,123.39422769708321
2006-02,130.09369236957434
2006-03,130.32133778440843
2006-04,130.54524672905012
2006-05,124.98947108513204
2006-06,121.94356779298887
2006-07,125.49237162195239
2006-08,128.3814079286485
2006-09,130.35111328145683
2006-10,134.61670733338428
2006-11,144.01075001980917
2006-12,151.27876077547296
2007-01,169.43771559214179
2007-02,167.52523188066772
2007-03,177.27085227950752
2007-04,184.4547036010704
2007-05,193.8319346350484
2007-06,190.13656986457698
2007-07,190.57589616386397
2007-08,175.58211032969555
2007-09,182.43633951027226
2007-10,194.03252205931182
2007-11,186.4730910109747
2007-12,199.3060150799038
2008-01,195.1340095494362
2008-02,189.6910844493311
2008-03,166.74449283267177
2008-04,174.24573696921505
2008-05,169.2632651881408
2008-06,152.4356687923124
2008-07,151.9181947112247
2008-08,146.9173128822102
2008-09,140.43255779765445
2008-10,128.38489078211444
2008-11,126.75081454727501
2008-12,123.2388395735498
2009-01,130.76395974338487
2009-02,130.3170605301558
2009-03,125.09137465951657
2009-04,145.502465216226
2009-05,145.73523211022382
2009-06,151.62118362561094
2009-07,165.47097737299083
2009-08,163.45695183590678
2009-09,167.0575519056801
2009-10,173.21985942480984
2009-11,172.41278597903096
2009-12,181.5621377880319
2010-01,185.7698551703285
2010-02,190.85898199055634
2010-03,209.97387935828277
2010-04,222.89549571308933
2010-05,224.7950790044965
2010-06,232.4643227202701
2010-07,230.73539855037478
2010-08,251.81672488468124
2010-09,247.8956112122614
2010-10,249.94200517628653
2010-11,259.28958234042665
2010-12,266.03122690327604
2011-01,262.6002172263003
2011-02,255.80817140960713
2011-03,262.1893122568823
2011-04,255.60658792263754
2011-05,262.9037673565204
2011-06,265.7317259586554
2011-07,267.58268756782803
2011-08,246.5591606330995
2011-09,238.40361988514155
2011-10,257.85547396528085
2011-11,255.19195919900147
2011-12,275.24958845894395
2012-01,285.068060169651
2012-02,290.9777942704548
2012-03,291.25114287708465
2012-04,290.76396090333924
2012-05,298.3131625911243
2012-06,294.5259186730567
2012-07,312.9073348802962
2012-08,307.6412163451464
2012-09,306.02391747993966
2012-10,311.39097370779405
2012-11,301.71941064397623
2012-12,309.68530713291926
2013-01,286.4752759691442
2013-02,302.17143612780205
2013-03,315.11709088882503
2013-04,321.3508414320259
2013-05,336.82567616674294
2013-06,330.738134001453
2013-07,315.0948984727788
2013-08,304.4560804721622
2013-09,308.0589095040124
2013-10,324.45932649761437
2013-11,318.28610518688845
2013-12,319.0468402211627
2014-01,307.79854620728264
2014-02,312.7071663838072
2014-03,317.6592138962658
2014-04,319.57680065636407
2014-05,329.5473159362842
2014-06,330.98913598695714
2014-07,338.9832004168919
2014-08,348.58269651827356
2014-09,347.3531236061494
2014-10,350.760980574943
2014-11,335.75779180471255
2014-12,324.57624681762593
2015-01,339.0852596515939
2015-02,352.7901332618795
2015-03,359.8237551761444
2015-04,357.8454418317849
2015-05,342.50625224805617
2015-06,319.49652773467426
2015-07,321.0130004264476
2015-08,268.4511044220537
2015-09,260.76520494778987
2015-10,278.39962804722785
2015-11,295.2556283435819
2015-12,289.0312565993123
2016-01,297.36232436943254
2016-02,290.3449499709032
2016-03,312.0184201133182
2016-04,302.54526943334236
2016-05,288.3212133562118
2016-06,301.08079424511516
2016-07,296.62473266117166
2016-08,304.73766865140067
2016-09,293.1280245256647
2016-10,300.0463830277864
2016-11,283.08403315171813
2016-12,286.091227185956
2017-01,287.8674450812105
2017-02,298.0187326326446
2017-03,305.531119865392
2017-04,311.6926145230094
