Date,MALAYSIA
2017-05,306.26965367445973
2017-06,301.22679253981653
2017-07,291.76607799327917
2017-08,292.6170703377098
2017-09,295.948742910454
2017-10,299.5818079586194
2017-11,297.9210646942932
2017-12,314.2524560022455
2018-01,326.46800439649576
2018-02,328.7712236425848
2018-03,332.9764981900662
2018-04,335.98654278724905
2018-05,319.496975135679
2018-06,310.61404172022674
2018-07,324.5962343129351
2018-08,328.83388384392106
2018-09,324.12862672962945
2018-10,311.0755180411035
2018-11,308.16838129344376
2018-12,310.18151891662177
2019-01,313.26226376887183
2019-02,321.4903683708403
2019-03,316.8312532273481
2019-04,314.2441508791857
2019-05,313.86012434295725
2019-06,315.99928191916524
2019-07,316.37396613040823
2019-08,307.9012754402151
2019-09,309.2582960931201
2019-10,305.62687769895734
2019-11,303.0128196800387
2019-12,309.58474371899183
2020-01,301.28390970480484
2020-02,284.65453323256196
2020-03,255.95079271931056
2020-04,270.48197585055743
2020-05,279.2075749492301
2020-06,284.0036494110863
2020-07,292.11536965893424
2020-08,278.2159102112779
2020-09,279.06218778399085
2020-10,276.64715751682655
2020-11,289.2741911816118
2020-12,294.4191648527202
2021-01,284.30675440686593
2021-02,285.12747123691764
2021-03,288.7110307309833
2021-04,291.5560426233401
2021-05,281.63640543723653
2021-06,279.10186524077676
2021-07,267.96674119417656
2021-08,291.80939901554433
2021-09,286.29111860772053
2021-10,293.89654311826496
2021-11,287.99945099676336
2021-12,297.01052073861206
2022-01,290.4735337049468
2022-02,305.8270769197997
2022-03,309.48391612920784
2022-04,317.47856015248226
2022-05,305.54611982152517
2022-06,287.29444278408187
2022-07,301.6879516250954
2022-08,307.5452338859062
2022-09,284.8963461776346
2022-10,290.69137753708407
2022-11,303.67573354403135
2022-12,298.1967881504531
2023-01,301.40044947500394
2023-02,286.2977349288389
2023-03,282.39030416765627
2023-04,274.31526310304747
2023-05,268.8396776769974
2023-06,257.67724181560897
2023-07,279.82877171918796
