Date,USA
1998-12,100.0
1999-01,107.83574273107307
1999-02,108.41079498372596
1999-03,114.78364476232564
1999-04,121.3354276440822
1999-05,120.19256844882938
1999-06,128.04653278142507
1999-07,119.3464689990043
1999-08,120.12835935421283
1999-09,115.57500419158136
1999-10,124.72730514490038
1999-11,132.9512670262246
1999-12,142.8315259963035
2000-01,138.4597100702333
2000-02,137.3199317689399
2000-03,151.9119987617612
2000-04,154.32131920518648
2000-05,147.583901270948
2000-06,146.1749759663756
2000-07,148.4715933080216
2000-08,162.74594005557444
2000-09,155.00331922372865
2000-10,160.18406921234416
2000-11,143.6095718747323
2000-12,132.90794564182465
2001-01,139.04895897776572
2001-02,127.99848284629319
2001-03,124.62899801587702
2001-04,133.91675682748368
2001-05,140.84972969669604
2001-06,137.77001693887348
2001-07,132.01529803035817
2001-08,118.66036842099759
2001-09,109.27138511686042
2001-10,112.06637862569936
2001-11,121.36799714511811
2001-12,122.77410261698702
2002-01,125.15120666486625
2002-02,122.0671101588999
2002-03,125.51315129697903
2002-04,113.60473599544623
2002-05,108.70748620852385
2002-06,94.95946359959444
2002-07,88.74995124668366
2002-08,89.10323308900347
2002-09,78.40839748917438
2002-10,85.3168041285763
2002-11,90.0005418382706
2002-12,80.12003999619682
2003-01,76.39947019231124
2003-02,74.89178040057735
2003-03,74.6307000274775
2003-04,79.04010984402709
2003-05,78.98016329395843
2003-06,81.85990490089978
2003-07,85.03431848039472
2003-08,88.76889853919543
2003-09,82.68818867115961
2003-10,87.52307904881509
2003-11,85.65906328575683
2003-12,85.5923018796383
2004-01,88.45043369768003
2004-02,89.46471697853532
2004-03,88.9832507013259
2004-04,89.78986639212005
2004-05,89.27262140168249
2004-06,91.25529943463268
2004-07,89.04461211972904
2004-08,88.61793771047276
2004-09,87.62626721716296
2004-10,86.83186485069429
2004-11,86.47806353863845
2004-12,87.47898299961732
2005-01,88.93290849104795
2005-02,89.10369988304585
2005-03,89.5096846261401
2005-04,88.45286214034084
2005-05,95.45147873377894
2005-06,97.55014665519646
2005-07,100.84768551843398
2005-08,98.6154534872988
2005-09,101.42124049986433
2005-10,100.3830477787841
2005-11,106.02472086380324
2005-12,105.98810379246238
2006-01,105.73368320923203
2006-02,107.72732690560947
2006-03,107.45113361745176
2006-04,104.55148938173372
2006-05,99.43437510556669
2006-06,99.95948588498933
2006-07,100.45912841247447
2006-08,102.49852196428115
2006-09,106.17370264382066
2006-10,108.94364487828807
2006-11,106.90344658438696
2006-12,108.7203597584001
2007-01,112.2918419217951
2007-02,108.36947493588042
2007-03,108.66266381250291
2007-04,110.49989575664101
2007-05,115.91722019390065
2007-06,113.52374405491994
2007-07,108.50598327963827
2007-08,110.53704929317502
2007-09,109.93140210416718
2007-10,109.84956581419938
2007-11,103.62837494461841
2007-12,103.39311020363179
2008-01,95.86636515072172
2008-02,90.53035351128926
2008-03,86.37161238033546
2008-04,92.22619637602357
2008-05,93.81095984839719
2008-06,84.9441283304204
2008-07,84.7605690086808
2008-08,90.99920440944119
2008-09,86.58188846451696
2008-10,79.46505077408968
2008-11,73.48147760357186
2008-12,67.89040844691242
2009-01,67.61287094638571
2009-02,61.16218300365245
2009-03,63.481843972558
2009-04,69.68074073160008
2009-05,68.76909437188529
2009-06,69.51710908313497
2009-07,73.9305628884703
2009-08,75.52704550595395
2009-09,76.99123268398564
2009-10,74.76940286759493
2009-11,77.79479433353173
2009-12,83.04434071773892
2010-01,82.68914440142623
2010-02,86.75942645497169
2010-03,92.70200871087512
2010-04,95.81965825266322
2010-05,95.39714755739092
2010-06,90.43906419760022
2010-07,90.94226196217865
2010-08,89.0188927745738
2010-09,90.36579171493705
2010-10,92.22402104368837
2010-11,98.51130037573054
2010-12,101.93310393023637
2011-01,102.10460726328537
2011-02,104.68232418464008
2011-03,101.96204534547618
2011-04,100.48154592716017
2011-05,102.5057266552612
2011-06,99.86787973084746
2011-07,98.7652630034727
2011-08,93.05142577675136
2011-09,92.6295486044079
2011-10,98.85217114774035
2011-11,102.05651927593593
2011-12,106.77512611974404
2012-01,110.83516225936397
2012-02,113.15696873682576
2012-03,117.25260817105092
2012-04,117.22205648112288
2012-05,117.67839213487301
2012-06,119.12652091760567
2012-07,124.37268309412188
2012-08,124.27090080893845
2012-09,124.80490917703165
2012-10,121.62183445999415
2012-11,121.85493042080687
2012-12,121.25415326901135
2013-01,123.95614170887534
2013-02,130.26438984483778
2013-03,137.55021958559593
2013-04,136.5761763360963
2013-05,141.76035400751348
2013-06,139.38629476464237
2013-07,143.56797313708978
2013-08,140.49150138113447
2013-09,141.32115622474828
2013-10,146.90622607625744
2013-11,150.7668558042131
2013-12,152.89576504808733
2014-01,150.87882573655594
2014-02,154.13491636229557
2014-03,155.45203170900095
2014-04,155.39862981778066
2014-05,161.56224438223876
2014-06,164.3902853132567
2014-07,165.78966604399844
2014-08,175.0563451946036
2014-09,179.5985146484708
2014-10,185.3884113300135
2014-11,191.12601152815282
2014-12,196.2081901016978
2015-01,204.39481641368386
2015-02,217.5077441765304
2015-03,223.77254738724363
2015-04,216.3715162438571
2015-05,223.94555116994542
2015-06,216.07980364273385
2015-07,222.1539706367502
2015-08,205.62711824837257
2015-09,200.8403408322527
2015-10,219.61197006235062
2015-11,230.33179161890027
2015-12,220.05857079077964
2016-01,209.1065426254847
2016-02,207.63695324596446
2016-03,211.41190446735737
2016-04,211.3094388179872
2016-05,221.2191450399743
2016-06,222.14000947330035
2016-07,228.98542169101896
2016-08,230.08723466618588
2016-09,228.17807935051775
2016-10,229.40627348625762
2016-11,245.4281989163698
2016-12,251.33149502984665
2017-01,250.2995901508488
2017-02,264.3917006177465
2017-03,262.92611912083134
2017-04,260.9450134028549
2017-05,255.95203107405558
2017-06,253.82593722064846
2017-07,250.4391248498204
2017-08,248.98559840266694
2017-09,255.4096951958964
2017-10,265.0402303085206
2017-11,266.637115425589
2017-12,267.535950699815
2018-01,272.60213922998724
2018-02,268.05348404113727
2018-03,259.227899618622
2018-04,264.84738646108553
2018-05,280.6163266512424
2018-06,282.35647292348796
2018-07,291.77050659976885
2018-08,302.9333918481951
2018-09,304.7221240355594
2018-10,290.59073195629225
2018-11,296.24942664191457
2018-12,266.8636875249181
2019-01,287.6138894845389
2019-02,299.31785822789004
2019-03,309.02282305844085
2019-04,321.9239457208691
2019-05,303.08145774397246
2019-06,317.27295112990157
2019-07,329.40828251950785
2019-08,327.03132053200403
2019-09,336.07732256373305
2019-10,335.4437354477552
2019-11,351.95223619393954
2019-12,355.6841086223693
2020-01,360.8486057799775
2020-02,334.1550057360009
2020-03,291.93439820012463
2020-04,330.80855750900963
2020-05,342.46056723767043
2020-06,346.76111554108803
2020-07,348.78694577151083
2020-08,370.5790249042102
2020-09,363.71068834106603
2020-10,356.50786216280306
2020-11,387.14224351296923
2020-12,393.9374858840901
2021-01,392.94613044129625
2021-02,403.4075668393028
2021-03,432.1349154460509
2021-04,444.7518608598971
2021-05,439.8142064111246
2021-06,465.9151399333323
2021-07,476.83644714099233
2021-08,492.9422317944649
2021-09,478.22791640457604
2021-10,512.207421162832
2021-11,521.0918002989945
2021-12,535.9777144220294
2022-01,512.8095849074189
2022-02,496.6000184603557
2022-03,518.7344421283123
2022-04,497.38665432187287
2022-05,488.49295072473745
2022-06,458.91631043312367
2022-07,514.2562903689119
2022-08,500.78895368596415
2022-09,466.16465514057666
2022-10,498.593156690498
2022-11,504.34011297659526
2022-12,457.77008712528743
2023-01,479.30469091274466
2023-02,478.8904924651687
2023-03,483.82980788465653
2023-04,482.04716695747436
2023-05,502.1634660156754
2023-06,523.2324424468654
2023-07,535.4255266255835
