Date,MOROCCO
2013-11,193.86499634920597
2013-12,190.06577872311672
2014-01,192.3840862245878
2014-02,199.6726271661052
2014-03,200.73584648376436
2014-04,200.12312930545724
2014-05,204.7802193373054
2014-06,198.21441806222194
2014-07,205.1541015259156
2014-08,208.1350485123739
2014-09,226.10745211831244
2014-10,228.92080100454933
2014-11,220.5161090899814
2014-12,214.98218627181296
2015-01,225.10399700110656
2015-02,232.27583179339072
2015-03,232.35284035320268
2015-04,219.35075064570674
2015-05,218.6553264810319
2015-06,214.0350536259008
2015-07,222.66873879711272
2015-08,211.8560470023488
2015-09,207.9990085097562
2015-10,208.2629252295341
2015-11,214.0154061821729
2015-12,206.40191089666268
2016-01,207.65722275285984
2016-02,209.19562029252378
2016-03,214.22786002099744
2016-04,233.22910361307137
2016-05,230.96927523381683
2016-06,225.68064623764135
2016-07,238.35580764585137
2016-08,238.17070503485638
2016-09,242.0023395899578
2016-10,258.8368636014225
2016-11,260.3709670439309
2016-12,285.54705253909833
2017-01,295.6075566555712
2017-02,289.23887015449947
2017-03,270.74192806674887
2017-04,273.99484809936587
2017-05,271.4903561253314
2017-06,283.7661910022018
2017-07,279.9845379028252
2017-08,282.61732311895446
2017-09,277.5446222256363
2017-10,283.6264460678448
2017-11,284.6306051030822
2017-12,278.69237696287865
2018-01,288.7179688208902
2018-02,292.4163198138189
2018-03,289.3799263107066
2018-04,291.27909092437454
2018-05,279.1789343132504
2018-06,274.44596790670107
2018-07,274.748774248992
2018-08,271.49800470226415
2018-09,268.3165074488699
2018-10,260.32932371079437
2018-11,270.9061758156849
2018-12,270.8988172214402
2019-01,272.20424854074184
2019-02,264.7059661875352
2019-03,259.61545227985187
2019-04,269.0623130025907
2019-05,267.4786312177865
2019-06,276.81225478595053
2019-07,294.1942129775388
2019-08,298.87340371008554
2019-09,293.5582147055551
2019-10,289.0463989750331
2019-11,300.1309178313689
2019-12,306.2313114381191
2020-01,316.32617065100527
2020-02,310.5276380648544
2020-03,231.8961311858609
2020-04,233.8939086839847
2020-05,241.2819326091786
2020-06,249.31655677024443
2020-07,249.03713934648533
2020-08,253.0114693195783
2020-09,251.24117960763806
2020-10,267.333214775508
2020-11,277.8825053850199
2020-12,285.18437117804194
2021-01,293.5588852640711
2021-02,285.6759509487661
2021-03,294.0114117298725
2021-04,297.8030076201576
2021-05,304.475249819439
2021-06,316.7548284928812
2021-07,315.6138735466621
2021-08,327.16866570813323
2021-09,346.74982064540586
2021-10,354.53281481082644
2021-11,341.73154359161214
2021-12,346.22978687862116
2022-01,355.1064918204389
2022-02,324.76538032920405
2022-03,319.81938325787894
2022-04,333.04955380192797
2022-05,307.9373521096702
2022-06,302.9083187129172
2022-07,302.8604940564472
2022-08,307.15348924665943
2022-09,288.82173569067663
2022-10,262.11528306255093
2022-11,261.94989790839986
2022-12,250.84418038471037
2023-01,243.5477244922633
2023-02,256.8680404236902
2023-03,241.93879901692478
2023-04,243.82318304803192
2023-05,264.67831403168236
2023-06,282.26266466697774
2023-07,301.08835197276693
