Date,MOROCCO
2000-12,100.0
2001-01,96.30067466834831
2001-02,108.04889990115313
2001-03,107.19506034609839
2001-04,98.95399555094802
2001-05,100.36639664767235
2001-06,97.06771589782166
2001-07,91.51068248848142
2001-08,95.45183723263149
2001-09,91.90008601496321
2001-10,87.12496762732297
2001-11,91.19345840572548
2001-12,90.6458520104889
2002-01,87.42669892723877
2002-02,86.028686709229
2002-03,85.49455375788376
2002-04,81.16712407210454
2002-05,78.412877215093
2002-06,74.27113258424129
2002-07,72.46210554060718
2002-08,74.7253769962066
2002-09,70.32510597887858
2002-10,68.71520662825299
2002-11,71.3000758387599
2002-12,70.10077652532713
2003-01,71.88333633426338
2003-02,75.23545509663586
2003-03,71.34652993673376
2003-04,75.56094860084079
2003-05,76.18322172435752
2003-06,82.70663204437255
2003-07,83.85393556194748
2003-08,87.7946922980765
2003-09,85.42466014317871
2003-10,84.11562518731085
2003-11,86.01696889487862
2003-12,86.55832680119593
2004-01,88.06685659273035
2004-02,94.2169837674969
2004-03,95.74641844052684
2004-04,99.39974103143624
2004-05,98.52723806101521
2004-06,98.19569987256887
2004-07,101.35199133154471
2004-08,102.33383428095023
2004-09,100.304393087006
2004-10,83.04713098479515
2004-11,87.4063247160214
2004-12,98.03830955816552
2005-01,98.98901665320213
2005-02,95.67127807331633
2005-03,94.70412165710744
2005-04,96.94536778283229
2005-05,104.05886341631997
2005-06,104.636770525588
2005-07,111.08207275615257
2005-08,114.77541163819684
2005-09,118.5104406893105
2005-10,122.18927812506483
2005-11,128.5093409564997
2005-12,128.15437782590408
2006-01,154.277752469447
2006-02,167.1813113374972
2006-03,173.93834190200974
2006-04,189.9907582671449
2006-05,165.9529148805008
2006-06,170.13280364261112
2006-07,166.5298923509682
2006-08,187.57369282409056
2006-09,188.69277118475387
2006-10,189.21977027031303
2006-11,185.5769382139278
2006-12,192.56711053475198
2007-01,217.05465202147158
2007-02,220.67774412443572
2007-03,237.87828346188093
2007-04,249.38611805801477
2007-05,247.0319356565361
2007-06,238.64392991309344
2007-07,244.2642805428156
2007-08,256.7858383238603
2007-09,258.6200258786788
2007-10,257.6591254821944
2007-11,255.03340100585459
2007-12,256.5801597168017
2008-01,287.34085664444336
2008-02,306.49134013787597
2008-03,316.8331640039503
2008-04,312.9425730470751
2008-05,316.64978492949166
2008-06,310.4676127879799
2008-07,303.5849820170799
2008-08,303.0414753639386
2008-09,272.4022442081519
2008-10,269.7900648559978
2008-11,252.6161469758404
2008-12,239.9731027644427
2009-01,219.825851743781
2009-02,249.48282445730925
2009-03,229.3087057397225
2009-04,246.48133056329553
2009-05,243.29532978917385
2009-06,259.5839173033861
2009-07,240.63331036219142
2009-08,239.44564590727765
2009-09,232.4983124990893
2009-10,231.9012678469883
2009-11,213.0099667469392
2009-12,220.15691739412964
2010-01,237.03368204861076
2010-02,239.7280121632932
2010-03,249.06960960356668
2010-04,265.50662321139754
2010-05,266.96030219687503
2010-06,263.0394060831806
2010-07,261.6847626517367
2010-08,254.15624798297327
2010-09,255.55749191753856
2010-10,260.03985365855294
2010-11,260.8427919744817
2010-12,270.48224764321844
2011-01,274.15569618691563
2011-02,284.17669056450774
2011-03,269.70570306050917
2011-04,256.1298367358819
2011-05,271.8193751656646
2011-06,259.81338376909065
2011-07,251.64759042228047
2011-08,259.24080165201804
2011-09,254.85824281692226
2011-10,248.47093282651446
2011-11,242.60111385702203
2011-12,237.1553957585476
2012-01,244.84834529384864
2012-02,246.1830082567459
2012-03,240.51058036694894
2012-04,222.09872306623308
2012-05,227.40826176581837
2012-06,218.25038429863906
2012-07,221.96911702141975
2012-08,225.9377787776946
2012-09,207.99875774540754
2012-10,209.12563901545334
2012-11,216.09723571630963
2012-12,205.53269788166904
2013-01,202.00238386554182
2013-02,203.0428219558573
2013-03,204.79596861335955
2013-04,207.14053635094103
2013-05,202.1622674628784
2013-06,195.91442721972047
2013-07,186.58207507427642
2013-08,179.46130843894147
2013-09,189.58876090622059
2013-10,208.76357805870842
