Date,FRANCE
1998-12,100.0
1999-01,106.40057450015856
1999-02,102.86116453368132
1999-03,106.52797277384921
1999-04,111.55717388315676
1999-05,110.54050602772698
1999-06,115.14921064635367
1999-07,111.54768433210727
1999-08,117.13527123332634
1999-09,117.37397794042678
1999-10,125.48267753914519
1999-11,135.3102088186475
1999-12,151.43642911047087
2000-01,144.88651819203523
2000-02,160.43342110114529
2000-03,163.180056844454
2000-04,165.71470944281475
2000-05,167.21193673930546
2000-06,167.90284761233983
2000-07,170.87482115570538
2000-08,173.7672734097713
2000-09,163.92102760237705
2000-10,166.588442243425
2000-11,154.67592391868752
2000-12,154.71403812649416
2001-01,156.50381088550571
2001-02,140.53398463719515
2001-03,136.02476446139931
2001-04,147.82789230132502
2001-05,144.6063261865988
2001-06,139.33499085254905
2001-07,135.4661697757776
2001-08,126.02369534281902
2001-09,111.00603765031545
2001-10,117.86578660138909
2001-11,122.06521663773164
2001-12,126.65094206880693
2002-01,122.67135366530283
2002-02,123.13223154111424
2002-03,128.55907690948192
2002-04,122.55736618539657
2002-05,118.56489606304714
2002-06,108.9426131649283
2002-07,95.01188154605833
2002-08,93.47552906314914
2002-09,78.53538802682984
2002-10,88.55729511486521
2002-11,91.88638459455417
2002-12,84.70092908965246
2003-01,80.03517785604235
2003-02,75.80933721306616
2003-03,72.10196827542244
2003-04,81.52083077320106
2003-05,82.79445346420428
2003-06,86.05303480835201
2003-07,89.34662905677023
2003-08,92.26744535837413
2003-09,87.35855526108121
2003-10,93.49486919565513
2003-11,95.35279733321777
2003-12,98.809415358388
2004-01,101.07957343231683
2004-02,103.6346057855974
2004-03,101.05800073271469
2004-04,102.38847908933828
2004-05,103.36784546288403
2004-06,105.63096816841485
2004-07,103.43561250795112
2004-08,102.29626885508146
2004-09,103.49710726942338
2004-10,105.26136118475098
2004-11,106.72396075169941
2004-12,108.6403377649673
2005-01,111.40189777051444
2005-02,114.81485727678694
2005-03,115.71368923574794
2005-04,111.3918168057309
2005-05,118.8526256339886
2005-06,122.50717451245228
2005-07,129.1103441688305
2005-08,127.86734500765176
2005-09,133.72318467578344
2005-10,128.82564356178466
2005-11,133.0542473804625
2005-12,137.56393301119115
2006-01,144.46291321077848
2006-02,145.51999647835967
2006-03,151.82597741515357
2006-04,150.8274494642896
2006-05,145.1441486598811
2006-06,147.2882308358428
2006-07,148.50908406477149
2006-08,152.93225927704597
2006-09,155.90785024139365
2006-10,158.90857912989702
2006-11,158.9978765211994
2006-12,165.47793210788527
2007-01,167.4103187793118
2007-02,164.7652277634129
2007-03,168.54247132148734
2007-04,177.77929048556504
2007-05,184.13856106445135
2007-06,182.4916367670431
2007-07,173.6888826023198
2007-08,171.17325582825302
2007-09,172.53933389320173
2007-10,176.09674316616906
2007-11,170.7391190393545
2007-12,169.00415103905985
2008-01,146.75359341636346
2008-02,145.4978829855854
2008-03,142.9161265741273
2008-04,151.90157536397456
2008-05,155.39326743722864
2008-06,138.07547695874186
2008-07,136.6703734836252
2008-08,139.78629042167984
2008-09,125.55964631620473
2008-10,107.90406210916971
2008-11,101.78079177756206
2008-12,100.8372045523238
2009-01,93.77113237472138
2009-02,85.62344657318235
2009-03,88.70040072612476
2009-04,100.5338414436477
2009-05,105.5247649594386
2009-06,101.97954942256055
2009-07,111.50886549798305
2009-08,118.87022366820489
2009-09,123.84429609596438
2009-10,117.78689680739816
2009-11,120.24086652038025
2009-12,128.7969766079919
2010-01,123.12196575884454
2010-02,122.5195498987784
2010-03,131.2508255367649
2010-04,126.78105108239207
2010-05,119.30969082127167
2010-06,117.66134888818017
2010-07,124.33834457319254
2010-08,119.69696669469461
2010-09,127.57374021155469
2010-10,131.68000091928195
2010-11,125.19554310931139
2010-12,132.08282882844267
2011-01,138.21900303899477
2011-02,141.98136004390193
2011-03,138.06049199854814
2011-04,142.4619936613331
2011-05,141.61210726541734
2011-06,141.20797517027754
2011-07,130.9031643734238
2011-08,116.6157743916403
2011-09,106.93709666142594
2011-10,116.09876028377595
2011-11,113.08179905453952
2011-12,113.47246300702709
2012-01,118.72458319370087
2012-02,124.44121409078959
2012-03,124.1344637059559
2012-04,117.39605910537152
2012-05,111.48949798217802
2012-06,118.51187475443442
2012-07,122.15071022209234
2012-08,126.33356552807601
