Date,HUNGARY
2007-07,405.23665704059795
2007-08,369.4581696155926
2007-09,386.6378343241994
2007-10,373.394901582352
2007-11,347.46489871128875
2007-12,352.91352123173044
2008-01,305.9040217466137
2008-02,298.09014127725607
2008-03,281.04396529023603
2008-04,302.23816019911794
2008-05,317.9938969898004
2008-06,292.11582002938115
2008-07,325.2694120551234
2008-08,307.2790151772547
2008-09,264.9989324260559
2008-10,166.2961772140009
2008-11,151.7666667172824
2008-12,142.80319291027203
2009-01,115.46214859891161
2009-02,97.97830198041618
2009-03,106.42100618340608
2009-04,135.7418256212163
2009-05,161.7212467811016
2009-06,170.92857462207598
2009-07,198.24117228250043
2009-08,221.17671540557038
2009-09,232.98335778474257
2009-10,233.72703427400387
2009-11,237.76609860798382
2009-12,245.73056721791616
2010-01,255.46181458944554
2010-02,247.01267950852238
2010-03,293.4329638227677
2010-04,299.64930675646536
2010-05,251.61198655632646
2010-06,226.12172695170094
2010-07,241.13841290998886
2010-08,237.81872104707773
2010-09,257.7294372897117
2010-10,265.62280471284765
2010-11,226.82979256324913
2010-12,237.6377569680843
2011-01,259.38253339309597
2011-02,268.1361857434251
2011-03,270.01439094101636
2011-04,288.88121944290873
2011-05,276.7484257328912
2011-06,268.8906746397506
2011-07,251.4062029292215
2011-08,208.514826909363
2011-09,161.48599655460126
2011-10,175.28897400737262
2011-11,175.0927665786054
2011-12,162.95340272646567
2012-01,197.4512503231004
2012-02,205.65188889488672
2012-03,194.98916792814356
2012-04,197.27043162020595
2012-05,165.9505140309912
2012-06,189.65164119831596
2012-07,194.26538561581464
2012-08,192.86019934314476
2012-09,204.97459430480313
2012-10,215.04758509281433
2012-11,206.07328531436156
2012-12,197.01968993569884
2013-01,212.6532685520113
2013-02,206.87932108109752
2013-03,188.85650032269197
2013-04,199.99329209999684
2013-05,213.0041933941418
2013-06,211.15622896271566
2013-07,200.24809238995903
2013-08,189.4183134560647
2013-09,192.8802551614634
2013-10,193.34210295997372
2013-11,181.3662985484235
2013-12,177.5386676121876
2014-01,173.49155013798963
2014-02,159.27042781617823
2014-03,162.03910607755327
2014-04,160.3448776254409
2014-05,183.5814847583932
2014-06,170.57735412438353
2014-07,154.99414119934448
2014-08,157.1701982618977
2014-09,161.1498439886009
2014-10,157.921705550815
2014-11,158.75063866785993
2014-12,146.6897314119459
2015-01,146.71959252393756
2015-02,167.87704498321347
2015-03,188.43446268631237
2015-04,217.97046319186163
2015-05,208.97084500768347
2015-06,201.56205802338187
2015-07,213.24127109545435
2015-08,196.93408696204378
2015-09,194.54657552836537
2015-10,202.22974282711345
2015-11,226.49725007507396
2015-12,222.72451230733134
2016-01,228.4180419389209
2016-02,219.78847714249258
2016-03,249.05005081191098
2016-04,255.99488287467955
2016-05,250.6493600383616
2016-06,243.51954989686996
2016-07,261.6459298645715
2016-08,269.947316303484
2016-09,266.75027883799714
2016-10,291.1701872559323
2016-11,286.8991202447891
2016-12,310.51965809573227
2017-01,316.2858632824093
2017-02,312.7624087362223
2017-03,306.02926331057654
2017-04,312.8956493857958
2017-05,336.0036119354222
2017-06,342.57699294540953
2017-07,356.31893971290987
2017-08,380.01781359965787
2017-09,362.0979831872047
2017-10,385.81220885564
2017-11,366.895813499537
2017-12,381.71369495728436
2018-01,396.56798481757494
2018-02,373.99939339811215
2018-03,368.96706256861216
2018-04,372.4276724870168
2018-05,331.72525980023494
2018-06,332.6874832497426
2018-07,340.32233873518527
2018-08,347.629268160835
2018-09,349.97021088550724
2018-10,349.4982523727733
2018-11,380.5591742870348
2018-12,376.412058177874
2019-01,396.03556118938207
2019-02,395.497995362602
2019-03,406.2532855405546
2019-04,412.13840186699343
2019-05,395.8349631272403
2019-06,384.27507157494813
2019-07,393.7323465922815
2019-08,378.4625207829462
2019-09,385.68755248788193
2019-10,414.57992920233687
2019-11,424.8611881643103
2019-12,457.66922737353605
2020-01,414.08213041073975
2020-02,388.31416958094644
2020-03,285.5427600869054
2020-04,305.0614294920035
2020-05,320.9786312475376
2020-06,318.8283961374331
2020-07,315.1469331136181
2020-08,303.8547608886411
2020-09,278.057411547805
2020-10,276.7676466738888
2020-11,341.4790426664427
2020-12,370.92926210229
2021-01,389.7051393686553
2021-02,387.0001385974705
2021-03,387.63216418396246
2021-04,383.64999662910196
2021-05,438.15162564459723
2021-06,441.0593395457255
2021-07,445.00195500149124
2021-08,492.79070267243975
2021-09,486.03458717307086
2021-10,498.5493706945517
2021-11,466.4968956256358
2021-12,447.3967392591281
2022-01,495.963180078956
2022-02,364.6072104271888
2022-03,368.6717295585468
2022-04,341.10723101956535
2022-05,289.84006662668077
2022-06,289.33785979429774
2022-07,300.4009606950983
2022-08,302.6493247015619
2022-09,262.5641838430186
2022-10,298.9169423989341
2022-11,339.0992417852919
2022-12,328.5653568996135
2023-01,348.4163428817852
2023-02,355.5713937185542
2023-03,332.02285407584554
2023-04,359.04599360587116
2023-05,384.04438405093987
2023-06,412.52181829501916
2023-07,418.98157013068925
